game_id,team,category,stat
401112228,Ohio State,tacklesForLoss,9
401112228,Ohio State,defensiveTDs,0
401112228,Ohio State,tackles,33
401112228,Ohio State,sacks,2
401112228,Ohio State,qbHurries,2
401112228,Ohio State,passesDeflected,9
401112228,Ohio State,fumblesRecovered,1
401112228,Ohio State,rushingTDs,4
401112228,Ohio State,puntReturnYards,0
401112228,Ohio State,puntReturnTDs,0
401112228,Ohio State,puntReturns,1
401112228,Ohio State,passingTDs,4
401112228,Ohio State,kickingPoints,8
401112228,Ohio State,interceptionYards,16
401112228,Ohio State,interceptionTDs,0
401112228,Ohio State,passesIntercepted,1
401112228,Ohio State,possessionTime,36:35
401112228,Ohio State,interceptions,0
401112228,Ohio State,fumblesLost,1
401112228,Ohio State,turnovers,1
401112228,Ohio State,totalPenaltiesYards,7-66
401112228,Ohio State,yardsPerRushAttempt,5.3
401112228,Ohio State,rushingAttempts,50
401112228,Ohio State,rushingYards,264
401112228,Ohio State,yardsPerPass,11.6
401112228,Ohio State,completionAttempts,15-27
401112228,Ohio State,netPassingYards,313
401112228,Ohio State,totalYards,577
401112228,Ohio State,fourthDownEff,0-1
401112228,Ohio State,thirdDownEff,9-15
401112228,Ohio State,firstDowns,27
401112228,Michigan,tacklesForLoss,5
401112228,Michigan,defensiveTDs,0
401112228,Michigan,tackles,30
401112228,Michigan,sacks,1
401112228,Michigan,qbHurries,2
401112228,Michigan,passesDeflected,2
401112228,Michigan,fumblesRecovered,1
401112228,Michigan,rushingTDs,2
401112228,Michigan,puntReturnYards,2
401112228,Michigan,puntReturnTDs,0
401112228,Michigan,puntReturns,1
401112228,Michigan,passingTDs,1
401112228,Michigan,kickReturnYards,80
401112228,Michigan,kickReturnTDs,0
401112228,Michigan,kickReturns,4
401112228,Michigan,kickingPoints,7
401112228,Michigan,possessionTime,23:25
401112228,Michigan,interceptions,1
401112228,Michigan,fumblesLost,1
401112228,Michigan,turnovers,2
401112228,Michigan,totalPenaltiesYards,5-38
401112228,Michigan,yardsPerRushAttempt,3.5
401112228,Michigan,rushingAttempts,26
401112228,Michigan,rushingYards,91
401112228,Michigan,yardsPerPass,7.1
401112228,Michigan,completionAttempts,18-43
401112228,Michigan,netPassingYards,305
401112228,Michigan,totalYards,396
401112228,Michigan,fourthDownEff,0-2
401112228,Michigan,thirdDownEff,2-13
401112228,Michigan,firstDowns,21
401110864,Missouri,tacklesForLoss,1
401110864,Missouri,defensiveTDs,0
401110864,Missouri,tackles,25
401110864,Missouri,sacks,0
401110864,Missouri,qbHurries,9
401110864,Missouri,passesDeflected,8
401110864,Missouri,fumblesRecovered,0
401110864,Missouri,rushingTDs,2
401110864,Missouri,passingTDs,1
401110864,Missouri,kickingPoints,6
401110864,Missouri,possessionTime,31:30
401110864,Missouri,interceptions,1
401110864,Missouri,fumblesLost,0
401110864,Missouri,turnovers,1
401110864,Missouri,totalPenaltiesYards,6-62
401110864,Missouri,yardsPerRushAttempt,3.1
401110864,Missouri,rushingAttempts,47
401110864,Missouri,rushingYards,144
401110864,Missouri,yardsPerPass,8.0
401110864,Missouri,completionAttempts,15-23
401110864,Missouri,netPassingYards,185
401110864,Missouri,totalYards,329
401110864,Missouri,fourthDownEff,0-1
401110864,Missouri,thirdDownEff,7-16
401110864,Missouri,firstDowns,20
401110864,Arkansas,tacklesForLoss,8
401110864,Arkansas,defensiveTDs,0
401110864,Arkansas,tackles,36
401110864,Arkansas,sacks,3
401110864,Arkansas,qbHurries,0
401110864,Arkansas,passesDeflected,0
401110864,Arkansas,fumblesRecovered,0
401110864,Arkansas,rushingTDs,0
401110864,Arkansas,puntReturnYards,30
401110864,Arkansas,puntReturnTDs,0
401110864,Arkansas,puntReturns,2
