game_id,team,category,stat
400869348,UTEP,rushingTDs,2
400869348,UTEP,puntReturnYards,97
400869348,UTEP,puntReturnTDs,0
400869348,UTEP,puntReturns,6
400869348,UTEP,passingTDs,3
400869348,UTEP,kickReturnYards,26
400869348,UTEP,kickReturnTDs,0
400869348,UTEP,kickReturns,1
400869348,UTEP,kickingPoints,8
400869348,UTEP,fumblesRecovered,0
400869348,UTEP,totalFumbles,3
400869348,UTEP,tacklesForLoss,2
400869348,UTEP,defensiveTDs,0
400869348,UTEP,tackles,27
400869348,UTEP,sacks,0
400869348,UTEP,qbHurries,5
400869348,UTEP,passesDeflected,10
400869348,UTEP,firstDowns,28
400869348,UTEP,thirdDownEff,11-17
400869348,UTEP,fourthDownEff,0-0
400869348,UTEP,totalYards,518
400869348,UTEP,netPassingYards,229
400869348,UTEP,completionAttempts,15-28
400869348,UTEP,yardsPerPass,8.2
400869348,UTEP,rushingYards,289
400869348,UTEP,rushingAttempts,49
400869348,UTEP,yardsPerRushAttempt,5.9
400869348,UTEP,totalPenaltiesYards,7-49
400869348,UTEP,turnovers,1
400869348,UTEP,fumblesLost,1
400869348,UTEP,interceptions,0
400869348,UTEP,possessionTime,37:24
400869348,New Mexico State,rushingTDs,2
400869348,New Mexico State,puntReturnYards,0
400869348,New Mexico State,puntReturnTDs,0
400869348,New Mexico State,puntReturns,1
400869348,New Mexico State,passingTDs,0
400869348,New Mexico State,kickReturnYards,35
400869348,New Mexico State,kickReturnTDs,0
400869348,New Mexico State,kickReturns,2
400869348,New Mexico State,kickingPoints,4
400869348,New Mexico State,fumblesRecovered,1
400869348,New Mexico State,totalFumbles,0
400869348,New Mexico State,tacklesForLoss,13
400869348,New Mexico State,defensiveTDs,0
400869348,New Mexico State,tackles,44
400869348,New Mexico State,sacks,1
400869348,New Mexico State,qbHurries,4
400869348,New Mexico State,passesDeflected,4
400869348,New Mexico State,firstDowns,19
400869348,New Mexico State,thirdDownEff,5-15
400869348,New Mexico State,fourthDownEff,1-2
400869348,New Mexico State,totalYards,345
400869348,New Mexico State,netPassingYards,206
400869348,New Mexico State,completionAttempts,17-41
400869348,New Mexico State,yardsPerPass,5.0
400869348,New Mexico State,rushingYards,139
400869348,New Mexico State,rushingAttempts,30
400869348,New Mexico State,yardsPerRushAttempt,4.6
400869348,New Mexico State,totalPenaltiesYards,7-40
400869348,New Mexico State,turnovers,0
