game_id,team,category,stat
400548194,Louisiana,fumblesRecovered,0
400548194,Louisiana,rushingTDs,1
400548194,Louisiana,puntReturnYards,33
400548194,Louisiana,puntReturnTDs,0
400548194,Louisiana,puntReturns,2
400548194,Louisiana,passingTDs,0
400548194,Louisiana,kickReturnYards,17
400548194,Louisiana,kickReturnTDs,0
400548194,Louisiana,kickReturns,1
400548194,Louisiana,kickingPoints,3
400548194,Louisiana,firstDowns,14
400548194,Louisiana,thirdDownEff,2-15
400548194,Louisiana,fourthDownEff,1-3
400548194,Louisiana,totalYards,241
400548194,Louisiana,netPassingYards,174
400548194,Louisiana,completionAttempts,21-39
400548194,Louisiana,yardsPerPass,4.5
400548194,Louisiana,rushingYards,67
400548194,Louisiana,rushingAttempts,23
400548194,Louisiana,yardsPerRushAttempt,2.9
400548194,Louisiana,totalPenaltiesYards,7-40
400548194,Louisiana,turnovers,1
400548194,Louisiana,fumblesLost,0
400548194,Louisiana,interceptions,1
400548194,Louisiana,possessionTime,26:00
400548194,Boise State,fumblesRecovered,0
400548194,Boise State,rushingTDs,4
400548194,Boise State,puntReturnYards,12
400548194,Boise State,puntReturnTDs,0
400548194,Boise State,puntReturns,1
400548194,Boise State,passingTDs,0
400548194,Boise State,kickReturnYards,74
400548194,Boise State,kickReturnTDs,0
400548194,Boise State,kickReturns,2
400548194,Boise State,kickingPoints,10
400548194,Boise State,interceptionYards,0
400548194,Boise State,interceptionTDs,0
400548194,Boise State,passesIntercepted,1
400548194,Boise State,firstDowns,24
400548194,Boise State,thirdDownEff,8-17
400548194,Boise State,fourthDownEff,1-2
400548194,Boise State,totalYards,499
400548194,Boise State,netPassingYards,237
400548194,Boise State,completionAttempts,24-31
400548194,Boise State,yardsPerPass,7.6
400548194,Boise State,rushingYards,262
400548194,Boise State,rushingAttempts,48
400548194,Boise State,yardsPerRushAttempt,5.5
400548194,Boise State,totalPenaltiesYards,8-60
400548194,Boise State,turnovers,0
400548194,Boise State,fumblesLost,0
400548194,Boise State,interceptions,0
400548194,Boise State,possessionTime,34:00
400548267,Washington State,fumblesRecovered,0
400548267,Washington State,rushingTDs,0
400548267,Washington State,puntReturnYards,10
400548267,Washington State,puntReturnTDs,0
400548267,Washington State,puntReturns,3
400548267,Washington State,passingTDs,4
400548267,Washington State,kickReturnYards,65
400548267,Washington State,kickReturnTDs,0
400548267,Washington State,kickReturns,3
400548267,Washington State,kickingPoints,7
400548267,Washington State,firstDowns,29
400548267,Washington State,thirdDownEff,5-14
400548267,Washington State,fourthDownEff,2-4
400548267,Washington State,totalYards,499
400548267,Washington State,netPassingYards,436
400548267,Washington State,completionAttempts,43-63
400548267,Washington State,yardsPerPass,6.9
400548267,Washington State,rushingYards,63
400548267,Washington State,rushingAttempts,17
400548267,Washington State,yardsPerRushAttempt,3.7
400548267,Washington State,totalPenaltiesYards,5-54
400548267,Washington State,turnovers,2
400548267,Washington State,fumblesLost,2
400548267,Washington State,interceptions,0
400548267,Washington State,possessionTime,31:47
400548267,Oregon,fumblesRecovered,2
400548267,Oregon,rushingTDs,0
400548267,Oregon,puntReturnYards,12
400548267,Oregon,puntReturnTDs,0
400548267,Oregon,puntReturns,2
400548267,Oregon,passingTDs,5
400548267,Oregon,kickReturnYards,80
400548267,Oregon,kickReturnTDs,0
400548267,Oregon,kickReturns,4
400548267,Oregon,kickingPoints,8
400548267,Oregon,firstDowns,22
400548267,Oregon,thirdDownEff,5-12
400548267,Oregon,fourthDownEff,1-1
400548267,Oregon,totalYards,501
400548267,Oregon,netPassingYards,329
400548267,Oregon,completionAttempts,21-25
400548267,Oregon,yardsPerPass,13.2
400548267,Oregon,rushingYards,172
400548267,Oregon,rushingAttempts,42
400548267,Oregon,yardsPerRushAttempt,4.1
400548267,Oregon,totalPenaltiesYards,10-86
400548267,Oregon,turnovers,0
400548267,Oregon,fumblesLost,0
400548267,Oregon,interceptions,0
400548267,Oregon,possessionTime,28:13
400548198,Oregon State,fumblesRecovered,0
400548198,Oregon State,rushingTDs,4
400548198,Oregon State,puntReturnYards,-1
400548198,Oregon State,puntReturnTDs,0
400548198,Oregon State,puntReturns,2
400548198,Oregon State,passingTDs,0
400548198,Oregon State,kickingPoints,4
400548198,Oregon State,interceptionYards,3
400548198,Oregon State,interceptionTDs,0
400548198,Oregon State,passesIntercepted,2
400548198,Oregon State,firstDowns,25
400548198,Oregon State,thirdDownEff,6-10
400548198,Oregon State,fourthDownEff,0-1
400548198,Oregon State,totalYards,372
400548198,Oregon State,netPassingYards,275
400548198,Oregon State,completionAttempts,24-31
400548198,Oregon State,yardsPerPass,8.9
400548198,Oregon State,rushingYards,97
400548198,Oregon State,rushingAttempts,36
400548198,Oregon State,yardsPerRushAttempt,2.7
400548198,Oregon State,totalPenaltiesYards,7-52
400548198,Oregon State,turnovers,2
400548198,Oregon State,fumblesLost,1
400548198,Oregon State,interceptions,1
400548198,Oregon State,possessionTime,43:00
400548198,San Diego State,fumblesRecovered,1
400548198,San Diego State,rushingTDs,1
400548198,San Diego State,puntReturnYards,22
400548198,San Diego State,puntReturnTDs,0
400548198,San Diego State,puntReturns,2
400548198,San Diego State,passingTDs,0
400548198,San Diego State,kickReturnYards,54
400548198,San Diego State,kickReturnTDs,0
400548198,San Diego State,kickReturns,3
400548198,San Diego State,kickingPoints,1
400548198,San Diego State,interceptionYards,0
400548198,San Diego State,interceptionTDs,0
400548198,San Diego State,passesIntercepted,1
400548198,San Diego State,firstDowns,11
400548198,San Diego State,thirdDownEff,4-11
400548198,San Diego State,fourthDownEff,0-1
400548198,San Diego State,totalYards,215
400548198,San Diego State,netPassingYards,106
400548198,San Diego State,completionAttempts,14-26
400548198,San Diego State,yardsPerPass,4.1
400548198,San Diego State,rushingYards,109
400548198,San Diego State,rushingAttempts,23
400548198,San Diego State,yardsPerRushAttempt,4.7
400548198,San Diego State,totalPenaltiesYards,9-65
400548198,San Diego State,turnovers,2
400548198,San Diego State,fumblesLost,0
400548198,San Diego State,interceptions,2
