game_id,team,category,stat
313230023,San José State,fumblesRecovered,1
313230023,San José State,rushingTDs,2
313230023,San José State,puntReturnYards,0
313230023,San José State,puntReturnTDs,0
313230023,San José State,puntReturns,2
313230023,San José State,passingTDs,1
313230023,San José State,kickReturnYards,81
313230023,San José State,kickReturnTDs,0
313230023,San José State,kickReturns,4
313230023,San José State,kickingPoints,9
313230023,San José State,firstDowns,27
313230023,San José State,thirdDownEff,4-11
313230023,San José State,fourthDownEff,0-0
313230023,San José State,totalYards,465
313230023,San José State,netPassingYards,357
313230023,San José State,completionAttempts,33-44
313230023,San José State,yardsPerPass,7.8
313230023,San José State,rushingYards,120
313230023,San José State,rushingAttempts,32
313230023,San José State,yardsPerRushAttempt,3.8
313230023,San José State,totalPenaltiesYards,2-15
313230023,San José State,turnovers,2
313230023,San José State,fumblesLost,1
313230023,San José State,interceptions,1
313230023,San José State,possessionTime,19:59
313230023,Navy,fumblesRecovered,1
313230023,Navy,rushingTDs,3
313230023,Navy,puntReturnYards,11
313230023,Navy,puntReturnTDs,0
313230023,Navy,puntReturns,2
313230023,Navy,passingTDs,0
313230023,Navy,kickReturnYards,81
313230023,Navy,kickReturnTDs,0
313230023,Navy,kickReturns,4
313230023,Navy,kickingPoints,6
313230023,Navy,interceptionYards,11
313230023,Navy,interceptionTDs,0
313230023,Navy,passesIntercepted,1
313230023,Navy,firstDowns,18
313230023,Navy,thirdDownEff,5-14
313230023,Navy,fourthDownEff,1-4
313230023,Navy,totalYards,344
313230023,Navy,netPassingYards,108
313230023,Navy,completionAttempts,9-20
313230023,Navy,yardsPerPass,4.5
313230023,Navy,rushingYards,254
313230023,Navy,rushingAttempts,49
313230023,Navy,yardsPerRushAttempt,5.2
313230023,Navy,totalPenaltiesYards,2-20
313230023,Navy,turnovers,1
313230023,Navy,fumblesLost,1
313230023,Navy,interceptions,0
313230023,Navy,possessionTime,16:41
313230164,Cincinnati,fumblesRecovered,0
313230164,Cincinnati,rushingTDs,0
313230164,Cincinnati,puntReturnYards,4
313230164,Cincinnati,puntReturnTDs,0
313230164,Cincinnati,puntReturns,4
313230164,Cincinnati,passingTDs,0
313230164,Cincinnati,kickReturnYards,106
313230164,Cincinnati,kickReturnTDs,0
313230164,Cincinnati,kickReturns,5
313230164,Cincinnati,kickingPoints,3
313230164,Cincinnati,firstDowns,11
313230164,Cincinnati,thirdDownEff,4-15
313230164,Cincinnati,fourthDownEff,2-3
313230164,Cincinnati,totalYards,225
313230164,Cincinnati,netPassingYards,186
313230164,Cincinnati,completionAttempts,12-31
313230164,Cincinnati,yardsPerPass,5.1
313230164,Cincinnati,rushingYards,67
313230164,Cincinnati,rushingAttempts,28
313230164,Cincinnati,yardsPerRushAttempt,2.4
313230164,Cincinnati,totalPenaltiesYards,5-42
313230164,Cincinnati,turnovers,2
313230164,Cincinnati,fumblesLost,1
313230164,Cincinnati,interceptions,1
313230164,Cincinnati,possessionTime,13:13
313230164,Rutgers,fumblesRecovered,1
313230164,Rutgers,rushingTDs,2
313230164,Rutgers,puntReturnYards,5
313230164,Rutgers,puntReturnTDs,0
313230164,Rutgers,puntReturns,3
313230164,Rutgers,passingTDs,0
313230164,Rutgers,kickReturnYards,12
313230164,Rutgers,kickReturnTDs,0
313230164,Rutgers,kickReturns,1
313230164,Rutgers,kickingPoints,8
313230164,Rutgers,interceptionYards,0
313230164,Rutgers,interceptionTDs,0
313230164,Rutgers,passesIntercepted,1
313230164,Rutgers,firstDowns,23
313230164,Rutgers,thirdDownEff,8-18
313230164,Rutgers,fourthDownEff,0-1
313230164,Rutgers,totalYards,385
313230164,Rutgers,netPassingYards,208
313230164,Rutgers,completionAttempts,21-35
313230164,Rutgers,yardsPerPass,5.2
313230164,Rutgers,rushingYards,203
313230164,Rutgers,rushingAttempts,45
313230164,Rutgers,yardsPerRushAttempt,4.5
313230164,Rutgers,totalPenaltiesYards,9-70
313230164,Rutgers,turnovers,0
313230164,Rutgers,fumblesLost,0
313230164,Rutgers,interceptions,0
313230164,Rutgers,possessionTime,23:28
313232628,TCU,fumblesRecovered,1
313232628,TCU,rushingTDs,3
313232628,TCU,puntReturnYards,47
313232628,TCU,puntReturnTDs,0
313232628,TCU,puntReturns,5
313232628,TCU,passingTDs,0
