id,season,week,season_type,start_date,neutral_site,conference_game,attendance,venue_id,Description,team_id,team_name,team_conference,team_points,team_won,team_line_score_q1,team_line_score_q2,team_line_score_q3,team_line_score_q4,team_spread,team_wins,team_loses,games_played,season_point_total,team_line_score_q1_total,team_line_score_q2_total,team_line_score_q3_total,team_line_score_q4_total,team_previous_wins,team_previous_loses,opp_team_id,opp_team_name,opp_team_conference,opp_team_points,opp_team_won,opp_team_line_score_q1,opp_team_line_score_q2,opp_team_line_score_q3,opp_team_line_score_q4,opp_team_spread,opp_team_wins,opp_team_loses,opp_games_played,opp_season_point_total,opp_team_line_score_q1_total,opp_team_line_score_q2_total,opp_team_line_score_q3_total,opp_team_line_score_q4_total,opp_team_previous_wins,opp_team_previous_loses,team_points_allowed,team_opp_wins,team_opp_loses,opp_team_points_allowed,opp_team_opp_wins,opp_team_opp_loses
400933932,2017,13,regular,,False,True,87451,3785,home_records,2,Auburn,SEC,26,True,7,3,10,6,12,9,2,11,414,112,116,117,79,8,3,333,Alabama,SEC,14,False,7,7,7,0,-12,11,0,11,455,127,118,121,81,12,0,183,31,19,112,30,14
400955153,2017,14,regular,,True,True,76534,5348,home_records,2,Auburn,SEC,7,False,7,0,0,0,-21,10,2,12,440,119,119,127,85,8,3,61,Georgia,SEC,28,True,10,10,3,15,21,11,1,12,426,108,107,137,64,7,4,197,42,19,165,39,22
400938597,2017,1,regular,,False,False,45212,3803,home_records,5,UAB,Conference USA,38,True,7,3,14,14,31,0,0,0,0,0,0,0,0,5,6,2010,Alabama A&M,,7,False,7,7,0,0,-31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
400938605,2017,2,regular,,False,False,11555,3919,away_records,5,UAB,Conference USA,31,False,14,14,7,7,-20,1,0,1,38,7,3,14,14,5,6,2050,Ball State,Mid-American,51,True,7,14,17,13,20,0,1,1,21,0,0,14,0,4,7,7,0,0,24,0,0
400938612,2017,3,regular,,False,False,24789,3803,home_records,5,UAB,Conference USA,30,True,13,3,7,7,7,1,1,2,69,21,17,21,21,5,6,324,Coastal Carolina,Sun Belt,23,False,3,3,8,10,-7,1,0,1,38,14,7,10,7,0,0,58,0,1,28,0,1
400938618,2017,4,regular,,False,True,20142,3825,away_records,5,UAB,Conference USA,43,False,7,7,15,14,-3,2,1,3,99,34,20,28,28,5,6,249,North Texas,Conference USA,46,True,10,20,7,9,3,1,2,3,105,24,28,21,22,5,6,81,1,1,99,3,0
400938630,2017,6,regular,,False,True,27213,3803,home_records,5,UAB,Conference USA,23,True,13,3,0,7,1,2,2,4,142,41,27,43,42,5,6,2348,Louisiana Tech,Conference USA,22,False,3,3,0,12,-1,3,2,5,146,46,35,14,58,8,4,127,2,3,136,5,5
400938635,2017,7,regular,,False,True,25309,3803,home_records,5,UAB,Conference USA,25,True,9,13,0,3,2,3,2,5,165,54,30,43,49,5,6,2393,Middle Tennessee,Conference USA,23,False,10,10,3,0,-2,3,3,6,120,20,38,24,40,7,4,149,5,5,153,7,7
400938638,2017,8,regular,,False,True,11889,4418,away_records,5,UAB,Conference USA,24,False,14,14,3,0,-1,4,2,6,190,63,43,43,52,5,6,2429,Charlotte,Conference USA,25,True,0,0,7,10,1,0,7,7,91,28,24,13,14,4,7,172,8,8,231,9,6
400938647,2017,9,regular,,False,True,19101,3815,away_records,5,UAB,Conference USA,30,True,0,0,6,17,18,4,3,7,214,77,57,46,52,5,6,2572,Southern Mississippi,Conference USA,12,False,9,3,0,0,-18,5,2,7,207,70,45,51,38,5,6,197,8,15,140,8,12
400938653,2017,10,regular,,False,True,21224,3803,home_records,5,UAB,Conference USA,52,True,21,21,7,3,31,5,3,8,244,77,57,52,69,5,6,242,Rice,Conference USA,21,False,7,7,0,14,-31,1,7,8,105,14,28,30,44,3,8,209,13,17,280,12,13
400938660,2017,11,regular,,False,True,20076,3604,away_records,5,UAB,Conference USA,24,True,7,7,0,3,5,6,3,9,296,98,78,59,72,5,6,2636,UT San Antonio,Conference USA,19,False,3,3,0,13,-5,5,3,8,225,82,85,33,53,5,6,230,14,24,136,12,22
400933924,2017,12,regular,,False,False,84649,3634,away_records,5,UAB,Conference USA,7,False,0,0,0,7,-29,7,3,10,320,105,85,59,75,5,6,57,Florida,SEC,36,True,6,13,14,3,29,3,6,9,185,49,70,23,76,8,3,249,19,27,255,31,13
400938673,2017,13,regular,,False,True,14505,3803,home_records,5,UAB,Conference USA,28,True,3,11,14,0,21,7,4,11,327,105,85,59,82,5,6,2638,UTEP,Conference USA,7,False,0,0,0,0,-21,0,11,11,134,7,44,34,28,3,8,285,22,33,413,26,26
400933834,2017,1,regular,,False,False,62532,3974,away_records,6,South Alabama,Sun Belt,27,False,10,10,3,14,-20,0,0,0,0,0,0,0,0,5,6,145,Ole Miss,SEC,47,True,10,3,27,7,20,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0
400934503,2017,2,regular,,False,False,26487,3797,home_records,6,South Alabama,Sun Belt,7,False,0,0,0,7,-37,0,1,1,27,10,10,3,14,5,6,197,Oklahoma State,Big 12,44,True,3,3,21,3,37,1,0,1,59,21,17,14,7,9,2,47,0,0,24,0,0
400944840,2017,3,regular,,False,False,18103,3797,home_records,6,South Alabama,Sun Belt,45,True,24,7,14,0,45,0,2,2,34,10,10,3,21,5,6,2010,Alabama A&M,,0,False,0,0,0,0,-45,0,2,2,7,7,7,0,0,0,1,91,1,0,80,1,0
400944841,2017,4,regular,,False,True,12603,3797,home_records,6,South Alabama,Sun Belt,23,False,10,3,0,7,-6,1,2,3,79,34,17,17,21,5,6,70,Idaho,Sun Belt,29,True,7,7,0,10,6,1,2,3,72,7,24,28,13,7,4,91,1,2,87,0,3
400938624,2017,5,regular,,False,False,22013,3776,away_records,6,South Alabama,Sun Belt,16,False,6,6,3,0,-18,1,3,4,102,44,20,17,28,5,6,2348,Louisiana Tech,Conference USA,34,True,14,3,0,17,18,2,2,4,112,32,32,14,41,8,4,120,2,4,120,4,2
400944851,2017,7,regular,,False,True,25211,3975,away_records,6,South Alabama,Sun Belt,19,True,2,2,7,3,11,1,4,5,118,50,26,20,28,5,6,2653,Troy,Sun Belt,8,False,0,0,0,8,-11,4,1,5,120,24,32,28,23,9,2,154,4,6,93,5,4
400944859,2017,8,regular,,False,True,16495,3797,home_records,6,South Alabama,Sun Belt,33,True,14,10,6,3,10,2,4,6,137,52,28,27,31,5,6,2433,Louisiana Monroe,Sun Belt,23,False,13,13,3,0,-10,3,3,6,235,41,52,58,57,4,7,162,8,7,232,6,11
400944861,2017,9,regular,,False,True,12125,4246,away_records,6,South Alabama,Sun Belt,13,False,3,3,3,7,-8,3,4,7,170,66,38,33,34,5,6,2247,Georgia State,Sun Belt,21,True,7,7,0,7,8,3,3,6,122,37,37,14,41,3,8,185,11,10,165,10,10
400944869,2017,10,regular,,False,True,12742,3797,home_records,6,South Alabama,Sun Belt,14,False,0,7,0,7,-5,3,5,8,183,69,41,36,41,5,6,309,Louisiana,Sun Belt,19,True,16,16,0,0,5,3,4,7,212,76,68,38,44,5,6,206,14,13,285,7,13
400944872,2017,11,regular,,False,True,17640,3797,home_records,6,South Alabama,Sun Belt,24,True,10,0,7,7,5,3,6,9,197,69,48,36,48,5,6,2032,Arkansas State,Sun Belt,19,False,6,6,6,7,-5,5,2,7,283,65,68,65,78,6,5,225,17,17,156,9,16
400944877,2017,12,regular,,False,True,12250,3608,away_records,6,South Alabama,Sun Belt,0,False,0,0,0,0,-52,4,6,10,221,79,48,43,55,5,6,290,Georgia Southern,Sun Belt,52,True,21,10,14,7,52,0,9,9,147,41,50,31,21,4,7,244,22,19,334,18,22
400944888,2017,14,regular,,False,True,26268,3601,away_records,6,South Alabama,Sun Belt,17,False,7,7,0,10,-5,4,7,11,221,79,48,43,55,5,6,166,New Mexico State,Sun Belt,22,True,0,13,0,9,5,5,6,11,333,91,95,71,95,3,8,296,22,28,349,18,32
400933828,2017,1,regular,,True,False,36055,3983,home_records,8,Arkansas,SEC,49,True,7,14,14,14,42,0,0,0,0,0,0,0,0,7,4,50,Florida A&M,,7,False,0,0,0,7,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400933842,2017,2,regular,,False,False,73668,3887,home_records,8,Arkansas,SEC,7,False,7,0,0,0,-21,1,0,1,49,7,14,14,14,7,4,2628,TCU,Big 12,28,True,7,7,0,14,21,1,0,1,63,21,14,21,7,6,5,7,0,0,0,0,0
400933864,2017,4,regular,,True,True,64668,3687,home_records,8,Arkansas,SEC,43,False,7,14,7,15,-7,1,1,2,56,14,14,14,14,7,4,245,Texas A&M,SEC,50,True,10,10,7,19,7,2,1,3,113,42,28,23,24,8,3,35,1,0,80,1,1
400933873,2017,5,regular,,False,False,70727,3887,home_records,8,Arkansas,SEC,42,True,14,14,7,7,18,1,2,3,99,21,28,21,29,7,4,166,New Mexico State,Sun Belt,24,False,10,10,7,7,-18,2,2,4,126,33,37,33,33,3,8,85,3,1,106,2,4
400933883,2017,6,regular,,False,True,79416,3994,away_records,8,Arkansas,SEC,22,False,7,7,0,12,-26,2,2,4,141,35,42,28,36,7,4,2579,South Carolina,SEC,48,True,3,14,17,14,26,3,2,5,113,44,31,31,31,6,5,109,5,3,104,8,2
400933886,2017,7,regular,,False,True,101821,3657,away_records,8,Arkansas,SEC,9,False,0,0,3,6,-32,2,3,5,163,42,49,28,48,7,4,333,Alabama,SEC,41,True,17,7,7,10,32,6,0,6,258,75,62,80,33,12,0,157,8,5,62,12,3
400933894,2017,8,regular,,False,True,71961,3887,home_records,8,Arkansas,SEC,20,False,3,3,7,7,-32,2,4,6,172,42,49,31,54,7,4,2,Auburn,SEC,52,True,7,7,28,7,32,5,2,7,238,71,71,47,41,8,3,198,14,5,105,11,7
400933900,2017,9,regular,,False,True,55684,3974,away_records,8,Arkansas,SEC,38,True,14,14,7,10,1,2,5,7,192,45,52,38,61,7,4,145,Ole Miss,SEC,37,False,21,10,0,6,-1,3,4,7,215,33,50,77,45,5,6,250,19,7,262,18,6
400933905,2017,10,regular,,False,False,61476,3887,home_records,8,Arkansas,SEC,39,True,7,10,8,14,1,3,5,8,230,59,66,45,71,7,4,324,Coastal Carolina,Sun Belt,38,False,7,7,17,7,-1,1,7,8,188,64,47,29,61,0,0,287,22,11,303,10,16
400933914,2017,11,regular,,False,True,98546,3958,away_records,8,Arkansas,SEC,10,False,7,7,3,0,-23,4,5,9,269,66,76,53,85,7,4,99,LSU,SEC,33,True,7,0,12,14,23,6,3,9,229,37,65,72,54,6,4,325,23,18,184,27,7
400933922,2017,12,regular,,False,True,64153,3887,home_records,8,Arkansas,SEC,21,False,14,0,7,0,-7,4,6,10,279,73,83,56,85,7,4,344,Mississippi State,SEC,28,True,14,14,0,14,7,7,3,10,329,91,100,90,59,4,7,358,29,21,193,31,15
400933931,2017,13,regular,,False,True,64529,3887,home_records,8,Arkansas,SEC,45,False,21,7,7,10,-3,4,7,11,300,87,83,63,85,7,4,142,Missouri,SEC,48,True,24,24,0,17,3,6,5,11,424,137,152,81,71,3,8,386,36,24,336,30,26
400935247,2017,1,regular,,False,False,46596,3947,home_records,9,Arizona State,Pac-12,37,True,14,0,16,7,6,0,0,0,0,0,0,0,0,5,6,166,New Mexico State,Sun Belt,31,False,13,13,0,18,-6,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0
400935259,2017,2,regular,,False,False,54336,3947,home_records,9,Arizona State,Pac-12,20,False,7,7,0,6,-10,1,0,1,37,14,0,16,7,5,6,21,San Diego State,Mountain West,30,True,13,13,7,3,10,1,0,1,38,10,14,14,0,9,3,31,0,0,17,0,0
400934512,2017,3,regular,,False,False,58547,3784,away_records,9,Arizona State,Pac-12,45,False,14,14,21,7,-7,1,1,2,57,21,7,16,13,5,6,2641,Texas Tech,Big 12,52,True,21,14,10,7,7,1,0,1,56,7,21,21,7,4,7,61,1,0,10,0,0
400935278,2017,4,regular,,False,True,50110,3947,home_records,9,Arizona State,Pac-12,37,True,17,0,14,6,2,1,2,3,102,35,21,37,20,5,6,2483,Oregon,Pac-12,35,False,7,7,14,7,-2,3,0,3,168,70,70,21,21,4,7,113,2,0,69,2,1
400935285,2017,5,regular,,False,True,44422,3940,away_records,9,Arizona State,Pac-12,24,False,14,14,0,7,-10,2,2,4,139,52,21,51,26,5,6,24,Stanford,Pac-12,34,True,7,17,7,3,10,2,2,4,161,40,51,31,45,8,3,148,5,0,103,5,1
400935296,2017,7,regular,,False,True,51234,3947,home_records,9,Arizona State,Pac-12,13,True,7,6,0,0,6,2,3,5,163,66,35,51,33,5,6,264,Washington,Pac-12,7,False,0,0,0,7,-6,6,0,6,258,72,62,73,58,11,1,182,7,2,61,8,6
400935301,2017,8,regular,,False,True,45863,587,away_records,9,Arizona State,Pac-12,30,True,7,7,7,7,20,3,3,6,176,73,41,51,33,5,6,254,Utah,Pac-12,10,False,0,0,3,7,-20,4,2,6,187,39,64,44,43,8,3,189,13,2,120,12,7
400935306,2017,9,regular,,False,True,53446,3947,home_records,9,Arizona State,Pac-12,17,False,3,7,7,0,-31,4,3,7,206,80,48,58,40,5,6,30,USC,Pac-12,48,True,17,17,7,10,31,6,2,8,255,62,62,38,93,8,3,199,17,4,215,19,7
400935312,2017,10,regular,,False,True,44553,3947,home_records,9,Arizona State,Pac-12,41,True,0,14,3,24,11,4,4,8,223,83,55,65,40,5,6,38,Colorado,Pac-12,30,False,14,14,10,3,-11,5,4,9,250,69,58,47,72,10,2,247,23,6,225,20,14
400935318,2017,11,regular,,False,True,53847,1056,away_records,9,Arizona State,Pac-12,37,False,7,7,13,3,-7,5,4,9,264,83,69,68,64,5,6,26,UCLA,Pac-12,44,True,7,13,14,10,7,4,5,9,308,88,85,82,83,4,7,277,28,10,349,24,13
400935322,2017,12,regular,,False,True,36063,3893,away_records,9,Arizona State,Pac-12,40,True,14,14,3,7,16,5,5,10,301,90,76,81,67,5,6,204,Oregon State,Pac-12,24,False,0,7,3,14,-16,1,9,10,214,43,63,56,59,3,8,321,32,15,407,29,15
400935328,2017,13,regular,,False,True,59385,3947,home_records,9,Arizona State,Pac-12,42,True,7,7,21,7,12,6,5,11,341,104,90,84,74,5,6,12,Arizona,Pac-12,30,False,10,10,0,6,-12,7,4,11,472,130,143,118,101,2,9,345,33,24,367,33,25
400935251,2017,1,regular,,False,False,43620,3619,home_records,12,Arizona,Pac-12,62,True,14,20,14,14,38,0,0,0,0,0,0,0,0,2,9,2464,Northern Arizona,,24,False,7,7,0,10,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400935258,2017,2,regular,,False,False,43334,3619,home_records,12,Arizona,Pac-12,16,False,3,7,3,3,-3,1,0,1,62,14,20,14,14,2,9,248,Houston,American Athletic,19,True,14,14,2,0,3,0,0,0,0,0,0,0,0,9,2,24,0,0,0,0,0
400935269,2017,3,regular,,False,False,22133,3946,away_records,12,Arizona,Pac-12,63,True,35,35,14,14,47,1,1,2,78,17,27,17,17,2,9,2638,UTEP,Conference USA,16,False,0,9,7,0,-47,0,2,2,21,0,0,7,7,3,8,43,0,0,87,0,1
400935277,2017,4,regular,,False,True,36651,3619,home_records,12,Arizona,Pac-12,24,False,3,7,7,7,-6,2,1,3,141,52,62,31,31,2,9,254,Utah,Pac-12,30,True,3,3,14,3,6,3,0,3,110,15,44,27,27,8,3,59,0,2,45,2,3
400935289,2017,6,regular,,False,True,49976,3726,away_records,12,Arizona,Pac-12,45,True,7,7,14,10,3,2,2,4,165,55,69,38,38,2,9,38,Colorado,Pac-12,42,False,7,7,7,21,-3,3,2,5,128,41,31,33,19,10,2,89,3,2,91,7,2
400935295,2017,7,regular,,False,True,48380,3619,home_records,12,Arizona,Pac-12,47,True,17,13,10,7,17,3,2,5,210,62,76,52,48,2,9,26,UCLA,Pac-12,30,False,7,7,16,0,-17,3,2,5,207,51,62,56,55,4,7,131,6,4,196,7,3
400935300,2017,8,regular,,False,True,37525,3831,away_records,12,Arizona,Pac-12,45,True,7,7,7,3,1,4,2,6,257,79,89,62,55,2,9,25,California,Pac-12,44,False,7,0,14,10,-1,4,3,7,183,41,41,34,74,4,7,161,9,6,182,19,1
400935305,2017,9,regular,,False,True,42822,3619,home_records,12,Arizona,Pac-12,58,True,10,13,14,21,21,5,2,7,302,86,96,69,58,2,9,265,Washington State,Pac-12,37,False,7,7,13,10,-21,7,1,8,269,47,89,44,75,8,3,205,13,9,148,17,12
400935311,2017,10,regular,,False,True,70225,477,away_records,12,Arizona,Pac-12,35,False,6,6,14,15,-14,6,2,8,360,96,109,83,79,2,9,30,USC,Pac-12,49,True,7,14,7,21,14,7,2,9,303,79,79,45,103,8,3,242,20,10,232,23,10
400935317,2017,11,regular,,False,True,40984,3619,home_records,12,Arizona,Pac-12,49,True,14,14,14,7,21,6,3,9,395,102,115,97,94,2,9,204,Oregon State,Pac-12,28,False,0,0,14,14,-21,1,8,9,186,43,63,42,45,3,8,291,27,12,358,23,12
400935321,2017,12,regular,,False,True,51799,3626,away_records,12,Arizona,Pac-12,28,False,14,14,7,0,-20,7,3,10,444,116,129,111,101,2,9,2483,Oregon,Pac-12,48,True,14,14,7,13,20,5,5,10,323,125,101,52,63,4,7,319,28,20,301,29,13
400935328,2017,13,regular,,False,True,59385,3947,away_records,12,Arizona,Pac-12,30,False,10,10,0,6,-12,7,4,11,472,130,143,118,101,2,9,9,Arizona State,Pac-12,42,True,7,7,21,7,12,6,5,11,341,104,90,84,74,5,6,367,33,25,345,33,24
400945251,2017,1,regular,,False,False,10667,3935,away_records,13,Cal Poly,,13,False,3,3,0,7,-21,0,0,0,0,0,0,0,0,0,0,23,San José State,Mountain West,34,True,0,7,13,14,21,0,1,1,22,16,0,0,6,3,8,0,0,0,0,0,0
400944827,2017,1,regular,,False,False,10526,3791,away_records,16,Sacramento State,,6,False,6,6,0,0,-22,0,0,0,0,0,0,0,0,0,0,70,Idaho,Sun Belt,28,True,0,14,7,7,22,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0
400945250,2017,1,regular,,False,False,46132,3932,home_records,21,San Diego State,Mountain West,38,True,10,14,14,0,21,0,0,0,0,0,0,0,0,9,3,302,UC Davis,,17,False,0,0,0,14,-21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
400935259,2017,2,regular,,False,False,54336,3947,away_records,21,San Diego State,Mountain West,30,True,13,13,7,3,10,1,0,1,38,10,14,14,0,9,3,9,Arizona State,Pac-12,20,False,7,7,0,6,-10,1,0,1,37,14,0,16,7,5,6,17,0,0,31,0,0
400935276,2017,3,regular,,False,False,43040,3932,home_records,21,San Diego State,Mountain West,20,True,0,10,3,7,3,2,0,2,68,23,27,21,3,9,3,24,Stanford,Pac-12,17,False,7,7,3,7,-3,1,1,2,86,27,27,14,17,8,3,37,1,0,49,1,0
400945259,2017,4,regular,,False,True,27575,3713,away_records,21,San Diego State,Mountain West,28,True,7,7,7,14,4,3,0,3,88,23,37,24,10,9,3,2005,Air Force,Mountain West,24,False,6,3,0,15,-4,1,1,2,75,17,24,21,13,8,3,54,2,1,29,2,0
400944987,2017,5,regular,,False,False,35717,3932,home_records,21,San Diego State,Mountain West,34,True,14,17,0,3,6,4,0,4,116,30,44,31,24,9,3,2459,Northern Illinois,Mid-American,28,False,0,0,14,0,-6,2,1,3,79,10,31,14,10,4,7,78,3,2,50,1,1
400945271,2017,6,regular,,False,True,19770,3914,away_records,21,San Diego State,Mountain West,41,True,17,17,7,14,31,5,0,5,150,44,61,31,27,9,3,2439,UNLV,Mountain West,10,False,3,7,0,0,-31,2,2,4,146,30,44,51,24,4,7,106,5,3,126,4,5
400945273,2017,7,regular,,False,True,49053,3932,home_records,21,San Diego State,Mountain West,14,False,0,0,7,7,-17,6,0,6,191,61,78,38,41,9,3,68,Boise State,Mountain West,31,True,7,7,0,10,17,3,2,5,143,41,44,7,51,10,1,116,7,5,123,5,6
400945282,2017,8,regular,,False,True,43243,3932,home_records,21,San Diego State,Mountain West,3,False,0,3,0,0,-24,6,1,7,205,61,78,45,48,9,3,278,Fresno State,Mountain West,27,True,10,10,10,0,24,4,2,6,198,55,59,55,26,1,10,147,10,7,120,7,11
400945287,2017,9,regular,,False,True,23018,3610,away_records,21,San Diego State,Mountain West,28,True,7,7,7,7,21,6,2,8,208,61,81,45,48,9,3,62,"Hawai'i",Mountain West,7,False,0,7,0,0,-21,3,4,7,202,35,63,55,63,5,7,174,14,9,249,5,15
400945294,2017,10,regular,,False,True,17629,3935,away_records,21,San Diego State,Mountain West,52,True,14,14,14,3,45,7,2,9,236,68,88,52,55,9,3,23,San José State,Mountain West,7,False,0,0,7,0,-45,1,8,9,151,42,33,34,49,3,8,181,17,13,372,9,18
400945305,2017,12,regular,,False,True,29265,3932,home_records,21,San Diego State,Mountain West,42,True,14,7,7,14,19,8,2,10,288,82,102,66,58,9,3,2440,Nevada,Mountain West,23,False,7,7,0,6,-19,2,8,10,292,76,96,71,59,4,7,188,18,21,349,20,23
400945308,2017,13,regular,,False,True,28978,3932,home_records,21,San Diego State,Mountain West,35,True,7,7,7,14,25,9,2,11,330,96,109,73,72,9,3,167,New Mexico,Mountain West,10,False,0,0,10,0,-25,3,8,11,238,43,57,52,99,7,4,211,20,29,347,28,28
400945251,2017,1,regular,,False,False,10667,3935,home_records,23,San José State,Mountain West,34,True,0,7,13,14,21,0,1,1,22,16,0,0,6,3,8,13,Cal Poly,,13,False,3,3,0,7,-21,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
400941786,2017,1,regular,,False,False,13377,3935,home_records,23,San José State,Mountain West,22,False,16,0,0,6,-20,0,0,0,0,0,0,0,0,3,8,58,South Florida,American Athletic,42,True,28,28,7,7,20,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0
400934504,2017,2,regular,,False,False,88117,3910,away_records,23,San José State,Mountain West,0,False,0,0,0,0,-56,1,1,2,56,16,7,13,20,3,8,251,Texas,Big 12,56,True,7,14,14,21,56,0,1,1,41,7,7,20,7,5,6,55,0,0,51,0,0
400935272,2017,3,regular,,False,False,45881,587,away_records,23,San José State,Mountain West,16,False,10,10,0,3,-38,1,2,3,56,16,7,13,20,3,8,254,Utah,Pac-12,54,True,9,21,7,17,38,2,0,2,56,6,23,20,10,8,3,111,0,1,29,1,1
400945260,2017,4,regular,,False,True,12426,3935,home_records,23,San José State,Mountain West,10,False,0,0,7,3,-51,1,3,4,72,26,17,13,23,3,8,328,Utah State,Mountain West,61,True,24,24,17,6,51,1,2,3,71,17,21,17,6,3,8,165,2,1,118,2,0
400945266,2017,5,regular,,False,True,15009,3914,away_records,23,San José State,Mountain West,13,False,10,10,0,0,-28,1,4,5,82,26,17,20,26,3,8,2439,UNLV,Mountain West,41,True,14,21,6,0,28,1,2,3,105,16,23,45,24,4,7,226,3,3,113,3,1
400945269,2017,6,regular,,False,True,18483,3935,home_records,23,San José State,Mountain West,10,False,0,0,7,3,-17,1,5,6,95,36,27,20,26,3,8,278,Fresno State,Mountain West,27,True,7,7,0,6,17,2,2,4,133,34,45,45,13,1,10,267,4,5,110,3,4
400945277,2017,7,regular,,False,True,25019,3610,away_records,23,San José State,Mountain West,26,False,3,3,7,6,-11,1,6,7,105,36,27,27,29,3,8,62,"Hawai'i",Mountain West,37,True,0,14,7,16,11,2,4,6,165,35,49,48,47,5,7,294,6,7,223,4,9
400945288,2017,9,regular,,False,False,46451,3801,away_records,23,San José State,Mountain West,20,False,3,3,0,14,-21,1,7,8,131,39,30,34,35,3,8,252,BYU,FBS Independents,41,True,14,10,7,10,21,1,7,8,97,37,30,13,23,7,4,331,8,11,224,11,12
400945294,2017,10,regular,,False,True,17629,3935,home_records,23,San José State,Mountain West,7,False,0,0,7,0,-45,1,8,9,151,42,33,34,49,3,8,21,San Diego State,Mountain West,52,True,14,14,14,3,45,7,2,9,236,68,88,52,55,9,3,372,9,18,181,17,13
