id,season,week,season_type,start_date,neutral_site,conference_game,attendance,venue_id,Description,team_id,team_name,team_conference,team_points,team_won,team_line_score_q1,team_line_score_q2,team_line_score_q3,team_line_score_q4,team_spread,team_wins,team_loses,games_played,season_point_total,team_line_score_q1_total,team_line_score_q2_total,team_line_score_q3_total,team_line_score_q4_total,team_previous_wins,team_previous_loses,team_avg_points,team_avg_point_q1,team_avg_point_q2,team_avg_point_q3,team_avg_point_q4,opp_team_id,opp_team_name,opp_team_conference,opp_team_points,opp_team_won,opp_team_line_score_q1,opp_team_line_score_q2,opp_team_line_score_q3,opp_team_line_score_q4,opp_team_spread,opp_team_wins,opp_team_loses,opp_games_played,opp_season_point_total,opp_team_line_score_q1_total,opp_team_line_score_q2_total,opp_team_line_score_q3_total,opp_team_line_score_q4_total,opp_team_previous_wins,opp_team_previous_loses,opp_team_avg_points,opp_team_avg_point_q1,opp_team_avg_point_q2,opp_team_avg_point_q3,opp_team_avg_point_q4,team_points_allowed,team_avg_points_allowed,team_opp_wins,team_opp_loses,opp_team_points_allowed,opp_team_avg_points_allowed,opp_team_opp_wins,opp_team_opp_loses
401207141,2020,5,regular,,False,True,,3803,home_records,5,UAB,Conference USA,21,True,7,7,7,0,8,2,1,3,101,28,28,10,28,9,3,30,7,7,5,7,2636,UT San Antonio,Conference USA,13,False,3,3,0,7,-8,3,0,3,112,20,48,24,20,4,7,38,10,16,4,9,76,33,1,1,93,29,0,4
401207153,2020,7,regular,,False,True,,3803,home_records,5,UAB,Conference USA,37,True,10,14,10,3,23,3,1,4,122,35,35,17,28,9,3,34,9,9,3,9,98,Western Kentucky,Conference USA,14,False,7,7,0,0,-23,1,3,4,79,10,20,24,28,7,4,22,3,7,6,7,89,25,4,1,120,41,2,3
401238036,2020,8,regular,,False,False,,3803,home_records,5,UAB,Conference USA,20,False,3,10,7,0,-4,4,1,5,159,45,49,27,31,9,3,31,9,9,4,7,309,Louisiana,Sun Belt,24,True,10,10,7,7,4,3,1,4,112,24,30,31,38,10,2,28,6,8,8,10,103,22,5,4,93,21,4,0
401207163,2020,9,regular,,False,True,,3776,away_records,5,UAB,Conference USA,34,False,14,14,17,0,-3,4,2,6,179,48,59,34,31,9,3,32,9,10,5,6,2348,Louisiana Tech,Conference USA,37,True,3,14,0,14,3,3,3,6,175,43,50,42,42,8,3,30,5,7,7,8,127,21,8,5,192,28,11,7
401257815,2020,15,regular,,False,True,,3895,away_records,5,UAB,Conference USA,21,True,7,7,14,0,5,4,3,7,213,62,73,51,31,9,3,30,8,10,6,5,242,Rice,Conference USA,16,False,3,10,0,3,-5,2,2,4,101,29,30,16,29,2,9,27,9,9,2,10,164,21,11,8,73,10,11,12
401240101,2020,16,regular,,False,True,,3775,away_records,5,UAB,Conference USA,22,True,6,6,0,13,9,5,3,8,234,69,80,65,31,9,3,30,9,10,7,4,276,Marshall,Conference USA,13,False,0,0,7,6,-9,7,1,8,262,77,72,89,24,7,4,37,11,10,13,3,180,23,13,10,91,24,9,11
401207101,2020,1,regular,,False,False,,3815,away_records,6,South Alabama,Sun Belt,32,True,0,0,10,9,11,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,2572,Southern Mississippi,Conference USA,21,False,0,10,3,8,-11,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
401239973,2020,2,regular,,False,False,,6526,home_records,6,South Alabama,Sun Belt,24,False,0,14,10,0,-3,1,0,1,32,0,0,10,9,1,10,,,,,,2655,Tulane,American Athletic,27,True,6,6,7,14,3,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,21,,0,0,0,0,0,0
401207132,2020,4,regular,,False,False,,6526,home_records,6,South Alabama,Sun Belt,10,False,0,10,0,0,-32,1,1,2,56,0,14,20,9,1,10,32,0,0,10,9,5,UAB,Conference USA,42,True,14,14,0,14,32,1,1,2,59,14,14,10,14,9,3,45,14,14,3,14,48,21,0,0,66,,0,0
401215313,2020,7,regular,,False,True,,6526,home_records,6,South Alabama,Sun Belt,30,True,3,14,0,13,10,1,2,3,66,0,24,20,9,1,10,28,0,7,10,5,326,Texas State,Sun Belt,20,False,3,3,7,3,-10,1,4,5,148,31,38,35,37,3,8,33,8,10,7,8,90,24,1,1,160,62,2,2
401250784,2020,8,regular,,False,True,,6526,home_records,6,South Alabama,Sun Belt,38,True,17,0,14,7,24,2,2,4,96,3,38,20,22,1,10,22,0,8,7,3,2433,Louisiana Monroe,Sun Belt,14,False,6,6,0,8,-24,0,5,5,67,17,28,15,14,5,6,15,4,7,4,2,110,30,2,5,181,47,7,4
401215321,2020,9,regular,,False,True,,3608,away_records,6,South Alabama,Sun Belt,17,False,7,7,7,0,-7,3,2,5,134,20,38,34,29,1,10,24,1,10,5,6,290,Georgia Southern,Sun Belt,24,True,0,10,0,14,7,3,2,5,135,45,45,34,25,6,5,30,10,10,9,6,124,28,2,10,104,19,6,3
401215325,2020,10,regular,,False,True,,3654,away_records,6,South Alabama,Sun Belt,6,False,3,3,0,0,-17,3,3,6,151,27,45,41,29,1,10,27,4,8,7,6,324,Coastal Carolina,Sun Belt,23,True,14,3,0,6,17,6,0,6,242,75,78,35,73,4,7,38,10,10,4,14,148,25,5,12,108,27,9,5
401215332,2020,11,regular,,False,True,,3666,away_records,6,South Alabama,Sun Belt,10,False,7,7,0,0,-28,3,4,7,157,30,48,41,29,1,10,25,5,8,7,5,309,Louisiana,Sun Belt,38,True,14,14,3,7,28,6,1,7,207,54,60,55,65,10,2,30,9,10,7,9,171,25,11,12,167,21,12,11
401215335,2020,12,regular,,False,True,,6526,home_records,6,South Alabama,Sun Belt,14,False,7,0,7,0,-17,3,5,8,167,37,55,41,29,1,10,22,4,7,6,4,2247,Georgia State,Sun Belt,31,True,7,7,14,10,17,3,4,7,233,79,72,44,44,7,4,37,13,12,7,7,209,24,17,13,258,40,16,12
401215337,2020,13,regular,,False,True,,3625,away_records,6,South Alabama,Sun Belt,38,True,7,7,14,10,7,3,6,9,181,44,55,48,29,1,10,21,5,7,5,4,2032,Arkansas State,Sun Belt,31,False,7,10,7,7,-7,3,6,9,283,47,69,71,79,7,4,30,3,6,8,8,240,26,20,17,356,31,14,15
401262494,2020,14,regular,,False,True,,6526,home_records,6,South Alabama,Sun Belt,0,False,0,0,0,0,-29,4,6,10,219,51,62,62,39,1,10,20,5,6,5,3,2653,Troy,Sun Belt,29,True,24,24,0,2,29,4,5,9,234,86,101,31,51,5,6,28,10,11,4,6,271,27,23,23,241,24,18,21
401237033,2020,4,regular,,False,True,,3887,home_records,8,Arkansas,SEC,10,False,7,0,3,0,-27,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,61,Georgia,SEC,37,True,5,5,22,10,27,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401237094,2020,5,regular,,False,True,,3693,away_records,8,Arkansas,SEC,21,True,7,7,7,0,7,0,1,1,10,7,0,3,0,2,9,,,,,,344,Mississippi State,SEC,14,False,7,0,7,0,-7,1,0,1,44,14,14,10,17,5,6,,,,,,37,,0,0,34,,0,0
401237101,2020,6,regular,,False,True,,3785,away_records,8,Arkansas,SEC,28,False,12,12,6,10,-2,1,1,2,31,14,7,10,0,2,9,10,7,0,3,0,2,Auburn,SEC,30,True,10,10,0,10,2,1,1,2,35,11,3,10,14,8,3,29,8,0,7,14,51,37,1,0,40,13,1,0
401237108,2020,7,regular,,False,True,,3887,home_records,8,Arkansas,SEC,33,True,7,13,0,13,12,1,2,3,59,26,19,16,10,2,9,16,7,4,5,0,145,Ole Miss,SEC,21,False,0,0,7,14,-12,1,2,3,125,21,28,28,41,4,7,39,7,7,7,14,81,26,2,1,155,46,2,1
401237120,2020,9,regular,,False,True,,3795,away_records,8,Arkansas,SEC,31,False,7,7,3,14,-11,2,2,4,92,33,32,16,23,2,9,20,9,6,5,3,245,Texas A&M,SEC,42,True,14,14,14,0,11,3,1,4,110,35,31,31,27,7,4,27,7,6,6,9,102,27,3,3,116,34,4,2
401237124,2020,10,regular,,False,True,,3887,home_records,8,Arkansas,SEC,24,True,0,0,24,0,11,2,3,5,123,40,39,19,37,2,9,23,8,8,4,6,2633,Tennessee,SEC,13,False,10,10,0,0,-11,2,3,5,111,28,52,24,14,6,5,24,7,11,4,4,144,26,6,4,165,29,7,3
401237129,2020,11,regular,,False,True,,3634,away_records,8,Arkansas,SEC,35,False,7,7,7,14,-28,3,3,6,147,40,39,43,37,2,9,25,8,8,4,7,57,Florida,SEC,63,True,7,28,7,21,28,4,1,5,212,65,69,51,30,9,2,42,10,11,12,7,157,29,8,7,145,23,7,5
401237136,2020,12,regular,,False,True,,3887,home_records,8,Arkansas,SEC,24,False,7,7,7,3,-3,3,4,7,182,47,46,50,51,2,9,25,7,7,7,6,99,LSU,SEC,27,True,17,17,0,7,3,2,3,5,179,41,62,54,32,12,0,42,10,15,14,6,220,26,12,8,168,24,5,7
401265818,2020,14,regular,,False,True,,3838,away_records,8,Arkansas,SEC,48,False,21,21,6,15,-2,3,5,8,206,54,53,57,54,2,9,26,7,7,7,7,142,Missouri,SEC,50,True,10,10,3,27,2,4,3,7,171,40,60,36,47,5,6,22,6,8,5,6,247,31,14,11,175,25,8,16
401267164,2020,15,regular,,False,True,,3887,home_records,8,Arkansas,SEC,3,False,3,0,0,0,-49,3,6,9,254,75,74,63,69,2,9,26,7,7,7,7,333,Alabama,SEC,52,True,28,28,7,7,49,9,0,9,443,118,145,105,85,10,1,49,12,15,12,10,297,31,18,14,165,21,19,16
401249400,2020,10,regular,,False,True,,477,away_records,9,Arizona State,Pac-12,27,False,14,14,7,3,-1,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,30,USC,Pac-12,28,True,7,7,0,14,1,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0
401249425,2020,14,regular,,False,True,,3947,home_records,9,Arizona State,Pac-12,18,False,0,3,9,6,-7,0,1,1,27,14,14,7,3,6,5,,,,,,26,UCLA,Pac-12,25,True,17,17,0,8,7,2,2,4,138,31,58,28,28,4,7,37,9,14,9,7,28,,0,0,106,48,2,2
401249429,2020,15,regular,,False,True,,3619,away_records,9,Arizona State,Pac-12,70,True,21,21,21,7,63,0,2,2,45,14,17,16,9,6,5,27,14,14,7,3,12,Arizona,Pac-12,7,False,0,7,0,0,-63,0,4,4,80,17,9,10,37,4,7,22,2,2,3,12,53,28,2,2,129,35,6,2
401269378,2020,16,regular,,False,True,,3893,away_records,9,Arizona State,Pac-12,46,True,19,19,14,6,13,1,2,3,115,35,38,37,16,6,5,23,7,9,8,5,204,Oregon State,Pac-12,33,False,7,8,12,6,-13,2,4,6,169,52,44,23,67,5,6,29,9,7,3,13,60,27,2,6,187,40,5,5
401249403,2020,11,regular,,False,True,,3619,home_records,12,Arizona,Pac-12,30,False,7,6,7,10,-4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,30,USC,Pac-12,34,True,7,7,3,14,4,1,0,1,28,7,7,0,14,7,4,,,,,,0,0,0,0,27,,0,0
401249413,2020,12,regular,,False,True,,3765,away_records,12,Arizona,Pac-12,27,False,0,0,0,27,-17,0,1,1,30,7,6,7,10,4,7,,,,,,264,Washington,Pac-12,44,True,17,7,13,7,17,1,0,1,27,10,14,0,3,6,5,,,,,,34,,1,0,21,0,0,1
401249421,2020,13,regular,,False,True,,1056,away_records,12,Arizona,Pac-12,10,False,0,0,3,0,-17,0,2,2,57,7,6,7,37,4,7,30,7,6,7,10,26,UCLA,Pac-12,27,True,3,17,0,7,17,1,2,3,111,28,41,28,21,4,7,38,7,14,11,7,78,34,2,0,96,29,2,0
401249426,2020,14,regular,,False,True,,3619,home_records,12,Arizona,Pac-12,13,False,10,3,0,0,-11,0,3,3,67,7,6,10,37,4,7,29,4,3,4,19,38,Colorado,Pac-12,24,True,14,14,7,3,11,3,0,3,103,28,35,27,13,5,6,42,11,14,12,5,105,39,3,2,84,15,3,3
401249429,2020,15,regular,,False,True,,3619,home_records,12,Arizona,Pac-12,7,False,0,7,0,0,-63,0,4,4,80,17,9,10,37,4,7,22,2,2,3,12,9,Arizona State,Pac-12,70,True,21,21,21,7,63,0,2,2,45,14,17,16,9,6,5,27,14,14,7,3,129,35,6,2,53,7,2,2
401248996,2020,8,regular,,False,True,,3932,home_records,21,San Diego State,Mountain West,34,True,7,20,0,7,28,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,2439,UNLV,Mountain West,6,False,0,0,6,0,-28,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
401249004,2020,9,regular,,False,True,,3905,away_records,21,San Diego State,Mountain West,38,True,3,3,14,14,31,1,0,1,34,7,20,0,7,8,3,,,,,,328,Utah State,Mountain West,7,False,0,7,0,0,-31,0,1,1,13,0,0,7,6,6,5,,,,,,6,,0,0,42,,0,0
401249008,2020,10,regular,,False,True,,3932,home_records,21,San Diego State,Mountain West,17,False,3,7,0,7,-11,2,0,2,72,10,23,14,21,8,3,34,7,20,0,7,23,San José State,Mountain West,28,True,7,7,7,14,11,2,0,2,55,14,14,24,10,4,7,17,0,0,14,3,13,6,0,1,27,,1,0
401249014,2020,11,regular,,False,True,,3932,home_records,21,San Diego State,Mountain West,34,True,14,14,0,6,24,2,1,3,89,13,30,14,28,8,3,36,5,12,7,11,62,"Hawai'i",Mountain West,10,False,0,0,3,7,-24,2,1,3,80,24,24,21,21,9,4,21,9,9,4,5,41,7,2,1,83,50,0,2
401249019,2020,12,regular,,False,True,,3816,away_records,21,San Diego State,Mountain West,21,False,14,14,0,0,-5,3,1,4,123,27,44,14,34,8,3,30,4,10,5,9,2440,Nevada,Mountain West,26,True,6,10,10,0,5,4,0,4,135,38,45,37,23,7,4,36,9,12,9,5,51,14,4,2,82,31,0,5
401265734,2020,13,regular,,False,False,,3726,away_records,21,San Diego State,Mountain West,10,False,10,10,0,0,-10,3,2,5,144,41,58,14,34,8,3,31,7,11,4,9,38,Colorado,Pac-12,20,True,7,7,3,3,10,2,0,2,83,21,28,24,10,5,6,48,14,21,10,3,77,13,8,2,74,42,0,1
401249031,2020,14,regular,,False,True,,3932,home_records,21,San Diego State,Mountain West,29,True,7,16,0,6,12,3,3,6,154,51,68,14,34,8,3,29,8,12,3,7,36,Colorado State,Mountain West,17,False,17,17,0,0,-12,1,2,3,72,28,24,21,10,4,7,26,11,9,4,5,97,15,10,2,114,21,3,3
401249435,2020,15,regular,,False,False,,3801,away_records,21,San Diego State,Mountain West,14,False,0,0,0,0,-14,4,3,7,183,58,84,14,40,8,3,26,9,11,2,6,252,BYU,FBS Independents,28,True,7,10,3,8,14,9,1,10,445,96,162,111,81,7,4,48,9,16,12,9,114,16,11,4,147,14,21,12
401248993,2020,8,regular,,False,True,,3935,home_records,23,San José State,Mountain West,17,True,0,0,14,3,11,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,2005,Air Force,Mountain West,6,False,0,0,0,6,-11,1,0,1,40,3,13,3,21,9,2,,,,,,0,0,0,0,7,0,1,1
401249003,2020,9,regular,,False,True,,3971,away_records,23,San José State,Mountain West,38,True,14,14,10,7,17,1,0,1,17,0,0,14,3,4,7,,,,,,167,New Mexico,Mountain West,21,False,0,14,7,0,-17,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,6,,1,0,0,0,0,0
401249008,2020,10,regular,,False,True,,3932,away_records,23,San José State,Mountain West,28,True,7,7,7,14,11,2,0,2,55,14,14,24,10,4,7,17,0,0,14,3,21,San Diego State,Mountain West,17,False,3,7,0,7,-11,2,0,2,72,10,23,14,21,8,3,34,7,20,0,7,27,6,1,0,13,6,0,1
401249016,2020,11,regular,,False,True,,3935,home_records,23,San José State,Mountain West,34,True,10,14,7,3,17,3,0,3,83,21,21,31,24,4,7,28,7,7,12,5,2439,UNLV,Mountain West,17,False,7,7,7,0,-17,0,3,3,52,10,19,23,0,3,8,13,2,5,7,0,44,14,3,0,111,36,2,1
401249033,2020,14,regular,,False,True,,3935,home_records,23,San José State,Mountain West,35,True,21,0,7,7,11,4,0,4,117,31,35,38,27,4,7,28,7,7,10,8,62,"Hawai'i",Mountain West,24,False,10,10,7,7,-11,3,3,6,146,27,34,45,50,9,4,24,5,5,8,9,61,15,3,3,178,31,10,4
401249037,2020,15,regular,,False,True,,3935,home_records,23,San José State,Mountain West,30,True,7,0,20,3,10,5,0,5,152,52,35,45,34,4,7,29,8,9,10,7,2440,Nevada,Mountain West,20,False,10,10,0,0,-10,6,1,7,219,68,69,47,50,7,4,30,9,10,8,6,85,15,6,6,153,32,8,10
401249043,2020,16,regular,,True,True,,3914,home_records,23,San José State,Mountain West,34,True,7,12,0,15,14,6,0,6,182,59,35,65,37,4,7,30,10,7,9,7,68,Boise State,Mountain West,20,False,3,3,7,7,-14,5,1,6,217,71,82,45,42,11,1,40,14,16,8,8,105,17,12,7,156,29,13,7
401249399,2020,10,regular,,False,True,,3626,away_records,24,Stanford,Pac-12,14,False,0,0,0,7,-21,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,2483,Oregon,Pac-12,35,True,7,7,14,7,21,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
401249406,2020,11,regular,,False,True,,3940,home_records,24,Stanford,Pac-12,32,False,3,6,7,16,-3,0,1,1,14,0,0,0,7,4,7,,,,,,38,Colorado,Pac-12,35,True,7,7,14,7,3,1,0,1,48,14,21,10,3,5,6,,,,,,35,,0,0,42,,0,0
401249417,2020,13,regular,,False,True,,3831,away_records,24,Stanford,Pac-12,24,True,10,10,14,0,1,0,2,2,46,3,6,7,23,4,7,14,0,0,0,7,25,California,Pac-12,23,False,7,3,7,6,-1,0,2,2,37,20,20,0,7,6,5,10,7,7,0,0,70,35,1,0,65,17,0,3
401249424,2020,14,regular,,False,True,,3765,away_records,24,Stanford,Pac-12,31,True,10,10,7,0,5,1,2,3,70,13,16,21,23,4,7,23,2,3,4,12,264,Washington,Pac-12,26,False,0,3,13,10,-5,3,0,3,95,27,21,30,17,6,5,36,14,11,7,5,93,35,1,2,69,48,0,3
401249432,2020,15,regular,,False,True,,3893,away_records,24,Stanford,Pac-12,27,True,3,3,7,11,3,2,2,4,101,23,26,28,23,4,7,23,4,5,7,8,204,Oregon State,Pac-12,24,False,7,7,7,3,-3,2,3,5,145,45,37,16,64,5,6,30,9,7,4,13,119,31,4,2,160,65,3,3
401269376,2020,16,regular,,False,True,,1056,away_records,24,Stanford,Pac-12,48,True,13,13,0,14,1,3,2,5,128,26,29,35,34,4,7,25,6,7,7,6,26,UCLA,Pac-12,47,False,3,0,14,17,-1,3,3,6,201,55,89,42,39,4,7,33,10,15,6,7,143,30,6,5,167,31,6,3
401261454,2020,12,regular,,False,True,,1056,away_records,25,California,Pac-12,10,False,7,7,0,0,-24,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,26,UCLA,Pac-12,34,True,7,20,0,7,24,0,1,1,42,7,7,21,7,4,7,,,,,,31,0,0,2,48,,0,0
401249411,2020,12,regular,,False,True,,3893,away_records,25,California,Pac-12,27,False,13,13,0,7,-4,0,1,1,10,7,7,0,0,6,5,,,,,,204,Oregon State,Pac-12,31,True,14,0,3,14,4,0,2,2,49,14,21,7,14,5,6,28,0,7,7,14,0,0,0,0,65,,0,0
401249417,2020,13,regular,,False,True,,3831,home_records,25,California,Pac-12,23,False,7,3,7,6,-1,0,2,2,37,20,20,0,7,6,5,10,7,7,0,0,24,Stanford,Pac-12,24,True,10,10,14,0,1,0,2,2,46,3,6,7,23,4,7,14,0,0,0,7,65,,0,3,70,35,1,0
401249423,2020,14,regular,,False,True,,3831,home_records,25,California,Pac-12,21,True,7,7,7,0,4,0,3,3,60,27,23,7,13,6,5,19,10,10,0,4,2483,Oregon,Pac-12,17,False,14,14,0,0,-4,3,1,4,154,38,34,42,36,10,2,39,9,8,12,10,89,33,0,5,119,26,3,3
401249402,2020,10,regular,,False,True,,3726,away_records,26,UCLA,Pac-12,42,False,7,7,21,7,-6,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,38,Colorado,Pac-12,48,True,14,21,10,3,6,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
401261454,2020,12,regular,,False,True,,1056,home_records,26,UCLA,Pac-12,34,True,7,20,0,7,24,0,1,1,42,7,7,21,7,4,7,,,,,,25,California,Pac-12,10,False,7,7,0,0,-24,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,86,24,2,0,0,0,0,0
401249415,2020,12,regular,,False,True,,3626,away_records,26,UCLA,Pac-12,35,False,14,14,7,7,-3,1,1,2,76,14,27,21,14,4,7,42,7,7,21,7,2483,Oregon,Pac-12,38,True,14,10,14,0,3,2,0,2,78,14,14,21,29,10,2,35,7,7,14,7,48,,0,0,43,14,1,0
401249421,2020,13,regular,,False,True,,1056,home_records,26,UCLA,Pac-12,27,True,3,17,0,7,17,1,2,3,111,28,41,28,21,4,7,38,7,14,11,7,12,Arizona,Pac-12,10,False,0,0,3,0,-17,0,2,2,57,7,6,7,37,4,7,30,7,6,7,10,96,86,2,0,78,34,2,0
401249425,2020,14,regular,,False,True,,3947,away_records,26,UCLA,Pac-12,25,True,17,17,0,8,7,2,2,4,138,31,58,28,28,4,7,37,9,14,9,7,9,Arizona State,Pac-12,18,False,0,3,9,6,-7,0,1,1,27,14,14,7,3,6,5,,,,,,106,32,2,2,28,,0,0
401249431,2020,15,regular,,False,True,,1056,home_records,26,UCLA,Pac-12,38,False,7,14,14,3,-5,3,2,5,163,48,75,28,36,4,7,35,8,15,7,7,30,USC,Pac-12,43,True,10,10,13,20,5,4,0,4,133,63,42,12,31,7,4,32,12,12,3,10,124,27,2,3,87,37,1,1
401269376,2020,16,regular,,False,True,,1056,home_records,26,UCLA,Pac-12,47,False,3,0,14,17,-1,3,3,6,201,55,89,42,39,4,7,33,10,15,6,7,24,Stanford,Pac-12,48,True,13,13,0,14,1,3,2,5,128,26,29,35,34,4,7,25,6,7,7,6,167,25,6,3,143,24,6,5
401249400,2020,10,regular,,False,True,,477,home_records,30,USC,Pac-12,28,True,7,7,0,14,1,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,9,Arizona State,Pac-12,27,False,14,14,7,3,-1,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
401249403,2020,11,regular,,False,True,,3619,away_records,30,USC,Pac-12,34,True,7,7,3,14,4,1,0,1,28,7,7,0,14,7,4,,,,,,12,Arizona,Pac-12,30,False,7,6,7,10,-4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,27,,0,0,0,0,0,0
