_season,_player_id,_player,_team,_conference,_category,_stat_type,_stat,discriminator
,481318,Justin Anderson,Louisiana,Sun Belt,kickReturns,YDS,23.0,
,489145,Rantavious Wooten,Georgia,SEC,receiving,YPR,19.5,
,501522,Phillip Sims,Alabama,SEC,rushing,YDS,-10.0,
,515946,Kiehl Frazier,Auburn,SEC,rushing,LONG,22.0,
,237211,Marquis Maze,Alabama,SEC,passing,YPA,0.0,
,501038,Ben Malena,Texas A&M,Big 12,kickReturns,LONG,21.0,
,517126,Jason Verrett,TCU,Mountain West,interceptions,INT,1.0,
,501665,Chase Rettig,Boston College,ACC,rushing,YDS,-84.0,
,237806,Jermaine Robertson,Arkansas State,Sun Belt,rushing,YPC,4.3,
,484080,Derek Carr,Fresno State,Western Athletic,passing,YDS,3544.0,
,481135,Dante Caro,New Mexico,Mountain West,interceptions,AVG,1.0,
,378384,Kelly Page,Ball State,Mid-American,rushing,LONG,15.0,
,381048,Tim Marlowe,Nebraska,Big Ten,rushing,YPC,11.0,
,236684,Chase Minnifield,Virginia,ACC,interceptions,TD,1.0,
,386176,Kriss Proctor,Navy,FBS Independents,receiving,LONG,37.0,
,480387,Taikwon Paige,Toledo,Mid-American,interceptions,INT,2.0,
,502878,Crockett Gillmore,Colorado State,Mountain West,receiving,REC,45.0,
,500375,Senorise Perry,Louisville,Big East,kickReturns,NO,8.0,
,241995,Brad Starks,West Virginia,Big East,kickReturns,YDS,223.0,
,481325,Jacob Maxwell,Louisiana,Sun Belt,receiving,REC,3.0,
,480853,Nick Ferrara,Maryland,ACC,kicking,XPM,27.0,
,504562,Nick Harwell,Miami (OH),Mid-American,rushing,LONG,3.0,
,516343,T.J. Thorpe,North Carolina,ACC,puntReturns,NO,3.0,
,481108,John Howell,Navy,FBS Independents,rushing,TD,5.0,
,480491,Torin Harris,USC,Pac-12,interceptions,TD,0.0,
,511563,Cliff Tucker,UTEP,Conference USA,receiving,YPR,9.7,
,474860,Jack Doyle,Western Kentucky,Sun Belt,receiving,REC,52.0,
,378226,Tavarres King,Georgia,SEC,receiving,REC,47.0,
,482851,Ryan Schlieper,Pittsburgh,Big East,rushing,TD,0.0,
,519807,Chase Hover,SMU,Conference USA,kicking,XPA,38.0,
,382623,De'Anthony Curtis,Arkansas,SEC,receiving,TD,0.0,
,27200,Michael Johnson,UNLV,Mountain West,rushing,CAR,8.0,
,515488,Parker Herrington,Air Force,Mountain West,kicking,FGA,18.0,
,480366,Jamal Miles,Arizona State,Pac-12,kickReturns,LONG,98.0,
,482139,Anthony Johnson,Northern Illinois,Mid-American,receiving,REC,13.0,
,240002,Ryan Beard,Western Kentucky,Sun Belt,rushing,CAR,1.0,
,507395,Antoine Russell,Akron,Mid-American,rushing,CAR,2.0,
,243503,Stephen Garcia,South Carolina,SEC,passing,PCT,0.517,
,482480,Turner Petersen,Rice,Conference USA,receiving,YPR,16.9,
,383154,Mike Ball,Nevada,Western Athletic,kickReturns,LONG,27.0,
,481158,Colin Lockett,San Diego State,Mountain West,kickReturns,TD,1.0,
,377668,Terrance Parks,Florida State,ACC,interceptions,INT,1.0,
,237200,Brandon Gibson,Alabama,SEC,receiving,TD,1.0,
,232560,Kellen Moore,Boise State,Mountain West,rushing,CAR,20.0,
,511227,Alex Elkins,Oklahoma State,Big 12,interceptions,AVG,1.0,
,480697,Jeff Woody,Iowa State,Big 12,receiving,TD,0.0,
,501550,Keenan Allen,California,Pac-12,receiving,REC,98.0,
,482349,Jordan Wynn,Utah,Pac-12,passing,ATT,116.0,
,481509,Tramaine Thompson,Kansas State,Big 12,puntReturns,YDS,123.0,
,381900,Dan Conroy,Michigan State,Big Ten,kicking,FGM,17.0,
,504307,Matt Darr,Tennessee,SEC,punting,NO,40.0,
,514773,Rob Kelley,Tulane,Conference USA,rushing,LONG,24.0,
,237682,Pat McAvoy,Northern Illinois,Mid-American,receiving,REC,2.0,
,480353,Vontaze Burfict,Arizona State,Pac-12,interceptions,INT,1.0,
,385175,Matt Weller,Ohio,Mid-American,kicking,PTS,123.0,
,483370,Carson Meger,UTEP,Conference USA,rushing,TD,0.0,
,482478,Taylor McHargue,Rice,Conference USA,rushing,TD,0.0,
,482277,Ryan Balentine,Southern Mississippi,Conference USA,receiving,YPR,15.1,
,518001,Craig Johnson,Louisiana Tech,Western Athletic,puntReturns,LONG,82.0,
,382633,Dennis Johnson,Arkansas,SEC,kickReturns,YDS,461.0,
,480249,Chad Bumphis,Mississippi State,SEC,receiving,YPR,13.6,
,487982,Tavon Austin,West Virginia,Big East,puntReturns,NO,33.0,
,385294,Kee-ayre Griffin,Temple,Mid-American,interceptions,YDS,30.0,
,504497,Rob Hollomon,Kent State,Mid-American,rushing,YPC,6.7,
,500829,De'Andre Johnson,Iowa,Big Ten,rushing,YDS,79.0,
,482359,Gabe Holmes,Purdue,Big Ten,receiving,YPR,12.1,
,514830,Reggie Bullock,East Carolina,Conference USA,receiving,YPR,5.3,
,512325,Alonzo Harris,Louisiana,Sun Belt,rushing,CAR,163.0,
,504843,Kristoff Williams,Washington State,Pac-12,receiving,LONG,57.0,
,489481,Tyler Tettleton,Ohio,Mid-American,passing,ATT,413.0,
,504341,Deon Butler,Central Michigan,Mid-American,receiving,YDS,49.0,
,518678,Anthony Wright Jr.,Air Force,Mountain West,interceptions,TD,0.0,
,503897,Stephen Hopkins,Michigan,Big Ten,receiving,REC,1.0,
,482572,Tyler Gaffney,Stanford,Pac-12,receiving,REC,12.0,
,507160,Mike Harris,Florida State,ACC,interceptions,AVG,89.0,
,514218,Melvin Gordon,Wisconsin,Big Ten,kickReturns,TD,0.0,
,482143,Martel Moore,Northern Illinois,Mid-American,receiving,YPR,16.8,
,232804,Chazz Anderson,Buffalo,Mid-American,passing,PCT,0.567,
,481363,Allen Hardison,Nevada,Western Athletic,kicking,XPM,21.0,
,383049,Landon Weaver,Idaho,Western Athletic,receiving,LONG,7.0,
,511557,Nick Lamaison,UTEP,Conference USA,rushing,CAR,40.0,
,511198,Mike Bellamy,Clemson,ACC,receiving,REC,2.0,
,482894,Derrick Hopkins,South Florida,Big East,receiving,YPR,8.5,
,503897,Stephen Hopkins,Michigan,Big Ten,receiving,YPR,28.0,
,514243,Leighton Settle,Northern Illinois,Mid-American,receiving,YDS,14.0,
,501548,Anthony Wilkerson,Stanford,Pac-12,rushing,CAR,56.0,
,512198,Hunter Joyer,Florida,SEC,rushing,LONG,23.0,
,504556,Willie Culpepper,Miami (OH),Mid-American,rushing,YPC,9.8,
,383454,Luke Willson,Rice,Conference USA,receiving,TD,3.0,
,481443,Fitzgerald Toussaint,Michigan,Big Ten,receiving,REC,6.0,
,382108,Jarred Holley,Pittsburgh,Big East,interceptions,TD,0.0,
,381922,Keshawn Martin,Michigan State,Big Ten,kickReturns,YDS,30.0,
,500993,Sirgregory Thornton,Arkansas State,Sun Belt,rushing,TD,0.0,
,482680,Brandon Mitchell,Arkansas,SEC,passing,COMPLETIONS,22.0,
,382715,Derrick Herman,Ole Miss,SEC,receiving,YPR,7.5,
,487650,Riley Nelson,BYU,FBS Independents,passing,INT,7.0,
,516576,Joe Aska Jr.,Oklahoma State,Big 12,rushing,YPC,2.0,
,507395,Antoine Russell,Akron,Mid-American,rushing,YDS,11.0,
,481514,Donovan Bonner,Missouri,Big 12,kickReturns,YDS,5.0,
,512027,Tobias Singleton,Ole Miss,SEC,receiving,REC,2.0,
,482843,Ray Graham,Pittsburgh,Big East,receiving,LONG,15.0,
,378910,Weston Squier,North Texas,Sun Belt,rushing,LONG,9.0,
,513034,Tre Roberson,Indiana,Big Ten,rushing,LONG,34.0,
,509946,Adrian Coxson,Maryland,ACC,receiving,REC,4.0,
,501544,Brennan Clay,Oklahoma,Big 12,rushing,TD,1.0,
,503475,Der'rikk Thompson,SMU,Conference USA,receiving,TD,3.0,
,483944,Wayne Bonner,Marshall,Conference USA,receiving,TD,1.0,
,481812,C.J. Barnett,Ohio State,Big Ten,interceptions,INT,2.0,
,504564,Tyrone Jones,Miami (OH),Mid-American,receiving,YDS,73.0,
,504290,Ace Sanders,South Carolina,SEC,passing,ATT,1.0,
,504624,David Fluellen,Toledo,Mid-American,kickReturns,TD,0.0,
,482843,Ray Graham,Pittsburgh,Big East,rushing,YPC,5.8,
,381370,Jerrell Jackson,Missouri,Big 12,rushing,LONG,7.0,
,385158,Jacob Thomas,Troy,Sun Belt,kickReturns,YDS,25.0,
,485826,Lyle Fitte,Louisiana Tech,Western Athletic,rushing,YDS,81.0,
,480239,Logan Thomas,Virginia Tech,ACC,rushing,TD,11.0,
,240739,Matt Faulkner,San José State,Western Athletic,rushing,LONG,6.0,
,379910,Daymond Patterson,Kansas,Big 12,receiving,REC,3.0,
,382372,Demetris Murray,South Florida,Big East,rushing,YDS,503.0,
,482821,Ryan Epperson,Texas A&M,Big 12,punting,LONG,68.0,
,503343,Zach Zwinak,Penn State,Big Ten,rushing,CAR,3.0,
,501047,Brandon Braxton,Duke,ACC,receiving,LONG,41.0,
,500403,Kain Colter,Northwestern,Big Ten,rushing,LONG,46.0,
,236583,Broderick Green,Arkansas,SEC,receiving,YPR,10.0,
,236078,Austin Monahan,Vanderbilt,SEC,receiving,YDS,40.0,
,500414,Rashad Lawrence,Northwestern,Big Ten,receiving,YPR,10.7,
,481248,Kolton Browning,Louisiana Monroe,Sun Belt,passing,ATT,395.0,
,512459,Wil Baumann,NC State,ACC,punting,In 20,0.0,
,485763,Brian Egan,Mississippi State,SEC,kicking,FGM,0.0,
,377946,Wesley Richardson,Cincinnati,Big East,interceptions,TD,0.0,
,484104,Patrick Su'a,Fresno State,Western Athletic,kickReturns,NO,1.0,
,513326,AJ Steward,Kansas,Big 12,receiving,YDS,25.0,
,517334,Dallas Burroughs,Boise State,Mountain West,receiving,TD,1.0,
,503438,Mario Hull,Rice,Conference USA,rushing,CAR,1.0,
,482607,Tim Tucker,Washington,Pac-12,receiving,TD,0.0,
,237804,Derek Lawson,Arkansas State,Sun Belt,rushing,CAR,114.0,
,488576,Mikel Hunter,Air Force,Mountain West,rushing,TD,1.0,
,506621,Omar Ontiveros,Texas Tech,Big 12,kickReturns,AVG,5.0,
,484005,Justin Semmes,Miami (OH),Mid-American,rushing,LONG,17.0,
,502395,Anthony Gonzalez,Pittsburgh,Big East,passing,YPA,0.0,
,386187,John McCauley,Navy,FBS Independents,rushing,CAR,1.0,
,232258,Mike Clausen,UNLV,Mountain West,interceptions,TD,0.0,
,236822,Danny Coale,Virginia Tech,ACC,puntReturns,LONG,19.0,
,236847,Charles Brown,Northwestern,Big Ten,rushing,YPC,-1.0,
,513732,Malcolm Creer,Colorado,Pac-12,receiving,REC,2.0,
,513039,Shane Wynn,Indiana,Big Ten,kickReturns,TD,1.0,
,240314,Duane Bennett,Minnesota,Big Ten,rushing,YDS,639.0,
,482875,Kayvon Webster,South Florida,Big East,interceptions,AVG,0.0,
,503355,Andrew Ene-Ita,Memphis,Conference USA,receiving,TD,0.0,
,502562,Michael Santacaterina,Northern Illinois,Mid-American,interceptions,AVG,19.0,
,383229,Trevor Walls,New Mexico State,Western Athletic,receiving,LONG,24.0,
,382706,Ferbia Allen,Ole Miss,SEC,receiving,TD,0.0,
,512323,Qyen Griffin,Louisiana,Sun Belt,rushing,CAR,69.0,
,383247,Brandon Rutley,San José State,Western Athletic,puntReturns,YDS,21.0,
,482764,Branden Smith,Georgia,SEC,puntReturns,NO,17.0,
,383173,Jake Hurst,Nevada,Western Athletic,kicking,XPM,21.0,
,378628,Bill Claus,Toledo,Mid-American,punting,YDS,425.0,
,487510,Dylan Breeding,Arkansas,SEC,punting,In 20,0.0,
,482437,Billy Foster,Memphis,Conference USA,rushing,CAR,132.0,
,502879,Austin Gray,Colorado State,Mountain West,interceptions,AVG,0.0,
,382376,Andreas Shields,South Florida,Big East,receiving,LONG,20.0,
,501046,Anthony Boone,Duke,ACC,passing,ATT,53.0,
,514810,Emmanuel Johnson,Southern Mississippi,Conference USA,puntReturns,TD,1.0,
,503878,Corey Smith,West Virginia,Big East,punting,In 20,0.0,
,504668,Marquis Flowers,Arizona,Pac-12,interceptions,AVG,0.0,
,512747,Marcus Jones,Minnesota,Big Ten,receiving,TD,0.0,
,382715,Derrick Herman,Ole Miss,SEC,receiving,YDS,30.0,
,482165,Matt Brown,Temple,Mid-American,receiving,LONG,8.0,
,518391,Jordan Canzeri,Iowa,Big Ten,receiving,LONG,12.0,
,488505,Curtis Drake,Penn State,Big Ten,passing,YPA,16.0,
,380391,Clint Floyd,Arizona State,Pac-12,interceptions,AVG,11.3,
,185799,McKay Jacobson,BYU,FBS Independents,puntReturns,YDS,24.0,
,482683,Terrell Williams,Arkansas,SEC,kickReturns,YDS,7.0,
,387759,Kendal Thompkins,Miami,ACC,receiving,REC,3.0,
,502918,Deon Long,New Mexico,Mountain West,receiving,REC,47.0,
,502757,James Sims,Kansas,Big 12,receiving,REC,14.0,
,482259,Branden Oliver,Buffalo,Mid-American,rushing,YDS,1395.0,
,381464,Dawson Zimmerman,Clemson,ACC,punting,YDS,2717.0,
,483147,Tyler Russell,Mississippi State,SEC,passing,YPA,8.0,
,480217,Randall Carroll,UCLA,Pac-12,receiving,REC,3.0,
,242231,Ronnie Weaver Jr.,UCF,Conference USA,receiving,REC,7.0,
,500820,Marcus Coker,Iowa,Big Ten,rushing,LONG,50.0,
,384589,Jordan Kovacs,Michigan,Big Ten,interceptions,YDS,2.0,
,512333,Harry Peoples,Louisiana,Sun Belt,rushing,CAR,4.0,
,517129,Brandon Carter,TCU,Mountain West,puntReturns,LONG,43.0,
,483132,Mohamed Sanu,Rutgers,Big East,passing,TD,0.0,
,516433,Stephen Curtis,Florida Atlantic,Sun Belt,passing,ATT,21.0,
,507395,Antoine Russell,Akron,Mid-American,kickReturns,LONG,42.0,
,503943,Austin Lunsford,Houston,Conference USA,kickReturns,NO,3.0,
,482389,Montee Ball,Wisconsin,Big Ten,receiving,REC,24.0,
,515588,Orville Reynolds,Wake Forest,ACC,rushing,CAR,28.0,
,481248,Kolton Browning,Louisiana Monroe,Sun Belt,passing,INT,7.0,
,502259,Ahmad Dixon,Baylor,Big 12,interceptions,TD,1.0,
,501176,Michael Rocco,Virginia,ACC,passing,ATT,366.0,
,381978,Robert Randolph,Virginia,ACC,punting,NO,1.0,
,236699,Philip Welch,Wisconsin,Big Ten,kicking,PTS,69.0,
,501571,Logan Kilgore,Middle Tennessee,Sun Belt,passing,PCT,0.59,
,482771,Brandon Bogotay,Georgia,SEC,kicking,FGA,2.0,
,480729,Terrance Ganaway,Baylor,Big 12,receiving,REC,6.0,
,501173,Bryan Underwood,NC State,ACC,receiving,YPR,14.1,
,377979,D.J. Woods,Cincinnati,Big East,receiving,LONG,50.0,
,505246,Zach Olen,North Texas,Sun Belt,kicking,XPA,32.0,
,381528,Mario Carter,NC State,ACC,kickReturns,NO,1.0,
,511173,Spiffy Evans,Boston College,ACC,kickReturns,YDS,485.0,
,513326,AJ Steward,Kansas,Big 12,receiving,REC,4.0,
,384880,Brett Baer,Louisiana,Sun Belt,passing,INT,0.0,
,501544,Brennan Clay,Oklahoma,Big 12,rushing,YPC,3.7,
,500553,Bud Noel,Wake Forest,ACC,interceptions,YDS,32.0,
,504000,Brandon Harton,Georgia,SEC,receiving,LONG,9.0,
,512453,Brendan Downs,Tennessee,SEC,receiving,YDS,34.0,
,480824,Mitch Ewald,Indiana,Big Ten,kicking,FGA,15.0,
,383193,Khalid Wooten,Nevada,Western Athletic,interceptions,TD,0.0,
,505196,Mitchell Bailey,Louisiana Monroe,Sun Belt,receiving,LONG,16.0,
,378502,Darron Thomas,Oregon,Pac-12,receiving,REC,1.0,
,514774,Brandon LeBeau,Tulane,Conference USA,receiving,YPR,10.2,
,500451,Johnnie Simon,Western Michigan,Mid-American,interceptions,AVG,10.0,
,500815,Justin Sinz,Purdue,Big Ten,receiving,YDS,25.0,
,483298,Ty Shrader,Army,FBS Independents,interceptions,TD,0.0,
,500833,Kevonte Martin-Manley,Iowa,Big Ten,kickReturns,YDS,82.0,
,377778,Tyler Melton,Georgia Tech,ACC,passing,COMPLETIONS,0.0,
,502991,Rick Settle,TCU,Mountain West,rushing,LONG,9.0,
,517184,Sean Reilly,UNLV,Mountain West,passing,YDS,186.0,
,511828,Tre Mason,Auburn,SEC,rushing,LONG,22.0,
,487636,Cody Hoffman,BYU,FBS Independents,receiving,YDS,943.0,
,501169,Tyler Purvis,NC State,ACC,receiving,YPR,6.0,
,512323,Qyen Griffin,Louisiana,Sun Belt,receiving,YDS,23.0,
,499814,Kevin Smith,Washington,Pac-12,rushing,CAR,5.0,
,504188,James Wright,LSU,SEC,receiving,LONG,13.0,
,380719,Milton Knox,Fresno State,Western Athletic,rushing,YDS,84.0,
,512774,Quinton Patton,Louisiana Tech,Western Athletic,puntReturns,LONG,17.0,
,480668,Rolandan Finch,Boston College,ACC,receiving,REC,11.0,
,483440,Eric Samuels,Vanderbilt,SEC,kickReturns,LONG,35.0,
,238532,Kiel Rasp,Washington,Pac-12,punting,In 20,0.0,
,236523,Chester Stewart,Temple,Mid-American,rushing,CAR,55.0,
,381650,Ricky Holloway,Memphis,Conference USA,puntReturns,TD,0.0,
,512512,Artaves Gibson,Memphis,Conference USA,rushing,YPC,3.0,
,480696,James White,Iowa State,Big 12,rushing,TD,8.0,
,503271,Tron Martinez,Marshall,Conference USA,kickReturns,TD,0.0,
,501001,Qushaun Lee,Arkansas State,Sun Belt,interceptions,AVG,9.5,
,502261,Antwan Goodley,Baylor,Big 12,kickReturns,TD,0.0,
,516339,Tim Scott,North Carolina,ACC,interceptions,TD,0.0,
,481255,Monterrell Washington,Louisiana Monroe,Sun Belt,rushing,TD,0.0,
,381932,Troy Stoudermire,Minnesota,Big Ten,kickReturns,NO,8.0,
,381550,Tony Gregory,Virginia Tech,ACC,kickReturns,LONG,28.0,
,238853,Angelo Magee,Arizona State,Pac-12,receiving,YDS,12.0,
,514911,Arrius Holleman,SMU,Conference USA,receiving,YPR,6.0,
,238874,Quenton Washington,South Florida,Big East,interceptions,AVG,0.0,
,382722,Bryson Rose,Ole Miss,SEC,kicking,LONG,43.0,
