_configuration,_id,_season,_week,_season_type,_start_date,_start_time_tbd,_neutral_site,_conference_game,_attendance,_venue_id,_venue,_home_id,_home_team,_home_conference,_home_points,_home_line_scores,_home_post_win_prob,_away_id,_away_team,_away_conference,_away_points,_away_line_scores,_away_post_win_prob,_excitement_index,_highlights,_notes,discriminator
<cfbd.configuration.Configuration object at 0x00000231C058C760>,312440275,2011,1,regular,2011-09-02T00:00:00.000Z,,False,False,0,347,Camp Randall Stadium,275,Wisconsin,Big Ten,51,"[20, 17, 14, 0]",0.9961743942865957,2439,UNLV,Mountain West,17,"[0, 3, 7, 7]",0.00382560571340429,0.944392649623651,,,
<cfbd.configuration.Configuration object at 0x00000231C058C8E0>,312440070,2011,1,regular,2011-09-02T01:00:00.000Z,,False,False,0,3791,Kibbie Dome,70,Idaho,Western Athletic,15,"[7, 0, 0, 8]",0.2509922422908923,189,Bowling Green,Mid-American,32,"[14, 16, 0, 2]",0.7490077577091077,2.32672995809814,,,
<cfbd.configuration.Configuration object at 0x00000231C058CA60>,312440098,2011,1,regular,2011-09-02T01:15:00.000Z,,True,False,0,3810,Nissan Stadium,98,Western Kentucky,Sun Belt,3,"[3, 0, 0, 0]",0.8012067259218371,96,Kentucky,SEC,14,"[0, 7, 0, 7]",0.19879327407816294,5.69120252998087,,,
<cfbd.configuration.Configuration object at 0x00000231C058CBE0>,312440009,2011,1,regular,2011-09-02T02:00:00.000Z,,False,False,0,3947,Sun Devil Stadium,9,Arizona State,Pac-12,48,"[14, 10, 17, 7]",0.9999541937322122,302,UC Davis,,14,"[0, 0, 0, 14]",4.5806267787829036e-05,1.26800669885121,,,
<cfbd.configuration.Configuration object at 0x00000231C058CD60>,312450127,2011,1,regular,2011-09-02T23:30:00.000Z,,False,False,0,3936,Spartan Stadium,127,Michigan State,Big Ten,28,"[0, 14, 7, 7]",0.9036904295767844,2754,Youngstown State,,6,"[0, 6, 0, 0]",0.09630957042321564,2.94322210507425,,,
<cfbd.configuration.Configuration object at 0x00000231C058CEE0>,312450239,2011,1,regular,2011-09-03T00:00:00.000Z,,False,False,0,3724,Floyd Casey Stadium,239,Baylor,Big 12,50,"[14, 20, 13, 3]",0.898167269410262,2628,TCU,Mountain West,48,"[16, 7, 0, 25]",0.10183273058973796,5.62029348605604,,,
<cfbd.configuration.Configuration object at 0x00000231C05900A0>,312460142,2011,1,regular,2011-09-03T16:00:00.000Z,,False,False,0,3838,Faurot Field,142,Missouri,Big 12,17,"[7, 3, 0, 7]",0.5947601192454175,193,Miami (OH),Mid-American,6,"[0, 0, 6, 0]",0.4052398807545825,3.21615128001337,,,
<cfbd.configuration.Configuration object at 0x00000231C0590220>,312460194,2011,1,regular,2011-09-03T16:00:00.000Z,,False,False,0,3861,Ohio Stadium,194,Ohio State,Big Ten,42,"[7, 14, 7, 14]",0.9987827903328885,2006,Akron,Mid-American,0,"[0, 0, 0, 0]",0.001217209667111474,2.13246853709193,,,
<cfbd.configuration.Configuration object at 0x00000231C05903A0>,312460002,2011,1,regular,2011-09-03T16:00:00.000Z,,False,False,0,3785,Jordan-Hare Stadium,2,Auburn,SEC,42,"[7, 7, 14, 14]",0.6808101680455728,328,Utah State,Western Athletic,38,"[14, 7, 3, 14]",0.3191898319544272,7.06323786750134,,,
<cfbd.configuration.Configuration object at 0x00000231C0590520>,312460213,2011,1,regular,2011-09-03T16:00:00.000Z,,False,False,0,3632,Beaver Stadium,213,Penn State,Big Ten,41,"[14, 14, 6, 7]",0.9993282067058336,282,Indiana State,,7,"[0, 0, 0, 7]",0.0006717932941664451,1.43212335158952,,,
<cfbd.configuration.Configuration object at 0x00000231C05906A0>,312460103,2011,1,regular,2011-09-03T16:00:00.000Z,,False,False,0,3615,Alumni Stadium,103,Boston College,ACC,17,"[3, 7, 0, 7]",0.6830821421191574,77,Northwestern,Big Ten,24,"[3, 7, 7, 7]",0.3169178578808426,5.93558501879774,,,
<cfbd.configuration.Configuration object at 0x00000231C0590820>,312460041,2011,1,regular,2011-09-03T16:00:00.000Z,,False,False,0,3892,Rentschler Field,41,Connecticut,Big East,35,"[7, 14, 14, 0]",0.9997573275042491,2230,Fordham,,3,"[0, 0, 3, 0]",0.00024267249575093963,2.20945305449076,,,
<cfbd.configuration.Configuration object at 0x00000231C05909A0>,312462294,2011,1,regular,2011-09-03T16:00:00.000Z,,False,False,0,3793,Kinnick Stadium,2294,Iowa,Big Ten,34,"[3, 24, 7, 0]",0.9997423069270908,2635,Tennessee Tech,,7,"[0, 0, 0, 7]",0.0002576930729092375,2.82315594898134,,,
<cfbd.configuration.Configuration object at 0x00000231C0590B20>,312462509,2011,1,regular,2011-09-03T16:00:00.000Z,,False,False,0,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,27,"[3, 7, 0, 17]",0.7554735569215446,2393,Middle Tennessee,Sun Belt,24,"[7, 7, 0, 10]",0.2445264430784554,10.7859157330463,,,
<cfbd.configuration.Configuration object at 0x00000231C0590CA0>,312460333,2011,1,regular,2011-09-03T16:20:00.000Z,,False,False,0,3657,Bryant Denny Stadium,333,Alabama,SEC,48,"[21, 3, 14, 10]",0.999616417301645,2309,Kent State,Mid-American,7,"[0, 0, 7, 0]",0.0003835826983550339,1.91610238054849,,,
<cfbd.configuration.Configuration object at 0x00000231C0590E20>,312460259,2011,1,regular,2011-09-03T16:30:00.000Z,,False,False,0,3799,Lane Stadium,259,Virginia Tech,ACC,66,"[17, 21, 21, 7]",0.9999486830175857,2026,Appalachian State,,13,"[0, 0, 6, 7]",5.131698241434002e-05,1.31648572178694,,,
<cfbd.configuration.Configuration object at 0x00000231C0590FA0>,312462655,2011,1,regular,2011-09-03T17:30:00.000Z,,False,False,0,3493,Mercedes-Benz Superdome,2655,Tulane,Conference USA,47,"[17, 14, 9, 7]",0.9561337540105193,2545,Southeastern Louisiana,,33,"[7, 14, 3, 9]",0.043866245989480745,2.99841536249894,,,
<cfbd.configuration.Configuration object at 0x00000231C0596160>,312462005,2011,1,regular,2011-09-03T18:00:00.000Z,,False,False,0,3713,Falcon Stadium,2005,Air Force,Mountain West,37,"[14, 16, 7, 0]",0.8819415394580069,233,South Dakota,,20,"[0, 7, 0, 13]",0.1180584605419931,1.83735505191397,,,
<cfbd.configuration.Configuration object at 0x00000231C05962E0>,312460130,2011,1,regular,2011-09-03T19:30:00.000Z,,False,False,0,3558,Michigan Stadium,130,Michigan,Big Ten,34,"[0, 20, 14]",0.9782660086515251,2711,Western Michigan,Mid-American,10,"[7, 3, 0]",0.021733991348474868,3.41170313976107,,,
<cfbd.configuration.Configuration object at 0x00000231C0596460>,312460356,2011,1,regular,2011-09-03T19:30:00.000Z,,False,False,0,3832,Memorial Stadium,356,Illinois,Big Ten,33,"[7, 10, 13, 3]",0.8342214251086747,2032,Arkansas State,Sun Belt,15,"[0, 8, 0, 7]",0.1657785748913253,3.79916589072993,,,
<cfbd.configuration.Configuration object at 0x00000231C05965E0>,312462426,2011,1,regular,2011-09-03T19:30:00.000Z,,False,False,0,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,40,"[13, 6, 7, 14]",0.9591881609105234,48,Delaware,,17,"[0, 7, 3, 7]",0.04081183908947661,1.71736458431711,,,
<cfbd.configuration.Configuration object at 0x00000231C0596760>,312460248,2011,1,regular,2011-09-03T19:30:00.000Z,,False,False,0,453,Robertson Stadium,248,Houston,Conference USA,38,"[10, 21, 0, 7]",0.7259912378162326,26,UCLA,Pac-12,34,"[0, 14, 14, 6]",0.27400876218376735,3.40628103249838,,,
<cfbd.configuration.Configuration object at 0x00000231C05968E0>,312460228,2011,1,regular,2011-09-03T19:30:00.000Z,,False,False,0,3836,Memorial Stadium,228,Clemson,ACC,43,"[13, 0, 13, 17]",0.7298742577697478,2653,Troy,Sun Belt,19,"[6, 10, 0, 3]",0.2701257422302522,5.62259497608843,,,
<cfbd.configuration.Configuration object at 0x00000231C0596A60>,312460153,2011,1,regular,2011-09-03T19:30:00.000Z,,False,False,0,3787,Kenan Memorial Stadium,153,North Carolina,ACC,42,"[14, 14, 0, 14]",0.9717451508152941,256,James Madison,,10,"[0, 7, 3, 0]",0.028254849184705888,1.38313202378388,,,
<cfbd.configuration.Configuration object at 0x00000231C0596BE0>,312460087,2011,1,regular,2011-09-03T19:30:00.000Z,,False,False,0,3855,Notre Dame Stadium,87,Notre Dame,FBS Independents,20,"[0, 0, 7, 13]",0.8380676496476046,58,South Florida,Big East,23,"[13, 3, 0, 7]",0.1619323503523954,3.50600441704982,,,
<cfbd.configuration.Configuration object at 0x00000231C0596D60>,312460052,2011,1,regular,2011-09-03T19:30:00.000Z,,False,False,0,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,34,"[7, 10, 7, 10]",0.7705211199257224,2433,Louisiana Monroe,Sun Belt,0,"[0, 0, 0, 0]",0.22947888007427764,3.11263852207181,,,
<cfbd.configuration.Configuration object at 0x00000231C0596EE0>,312460158,2011,1,regular,2011-09-03T19:30:00.000Z,,False,False,0,3834,Memorial Stadium,158,Nebraska,Big Ten,40,"[10, 13, 17, 0]",0.8575256740576469,236,Chattanooga,,7,"[0, 0, 7, 0]",0.1424743259423531,3.40637872471997,,,
<cfbd.configuration.Configuration object at 0x00000231C059D0A0>,312460030,2011,1,regular,2011-09-03T19:30:00.000Z,,False,False,0,477,Los Angeles Memorial Coliseum,30,USC,Pac-12,19,"[6, 13, 0, 0]",0.5970323526161867,135,Minnesota,Big Ten,17,"[0, 3, 7, 7]",0.4029676473838133,3.59614240010243,,,
<cfbd.configuration.Configuration object at 0x00000231C059D220>,312460204,2011,1,regular,2011-09-03T20:00:00.000Z,,False,False,0,3893,Reser Stadium,204,Oregon State,Pac-12,28,"[0, 3, 3, 15, 7]",0.8360905716128738,16,Sacramento State,,29,"[0, 14, 7, 0, 8]",0.1639094283871262,6.05305274222361,,,
<cfbd.configuration.Configuration object at 0x00000231C059D3A0>,312460145,2011,1,regular,2011-09-03T20:45:00.000Z,,False,False,0,3974,Vaught-Hemingway Stadium,145,Ole Miss,SEC,13,"[0, 3, 7, 3]",0.5071318232486522,252,BYU,FBS Independents,14,"[0, 0, 0, 14]",0.49286817675134775,6.3545312295358,,,
<cfbd.configuration.Configuration object at 0x00000231C059D520>,312460265,2011,1,regular,2011-09-03T21:00:00.000Z,,False,False,0,3820,Martin Stadium,265,Washington State,Pac-12,64,"[23, 17, 21, 3]",0.9995786135568253,304,Idaho State,,21,"[0, 0, 21, 0]",0.0004213864431746872,1.57188586685458,,,
<cfbd.configuration.Configuration object at 0x00000231C059D6A0>,312460024,2011,1,regular,2011-09-03T21:00:00.000Z,,False,False,0,3940,Stanford Stadium,24,Stanford,Pac-12,57,"[10, 17, 16, 14]",0.9978045800197191,23,San José State,Western Athletic,3,"[0, 3, 0, 0]",0.0021954199802809438,2.35643666854749,,,
<cfbd.configuration.Configuration object at 0x00000231C059D820>,312460258,2011,1,regular,2011-09-03T22:00:00.000Z,,False,False,0,3923,Scott Stadium,258,Virginia,ACC,40,"[3, 10, 17, 10]",0.9998515596080372,2729,William & Mary,,3,"[0, 0, 0, 3]",0.000148440391962823,2.08839076004564,,,
<cfbd.configuration.Configuration object at 0x00000231C059D9A0>,312462633,2011,1,regular,2011-09-03T22:00:00.000Z,,False,False,0,3853,Neyland Stadium,2633,Tennessee,SEC,42,"[14, 14, 7, 7]",,149,Montana,,16,"[0, 7, 2, 7]",,,,,
<cfbd.configuration.Configuration object at 0x00000231C059DB20>,312460167,2011,1,regular,2011-09-03T22:00:00.000Z,,False,True,0,3971,University Stadium,167,New Mexico,Mountain West,10,"[0, 10, 0, 0]",0.8684176590279123,36,Colorado State,Mountain West,14,"[0, 7, 0, 7]",0.13158234097208765,7.0445335973404,,,
<cfbd.configuration.Configuration object at 0x00000231C059DCA0>,312460152,2011,1,regular,2011-09-03T22:00:00.000Z,,False,False,0,3670,Carter-Finley Stadium,152,NC State,ACC,43,"[3, 13, 14, 13]",0.5827789118317547,2335,Liberty,,21,"[0, 7, 11, 3]",0.4172210881682453,5.67253741261717,,,
<cfbd.configuration.Configuration object at 0x00000231C059DE20>,312460221,2011,1,regular,2011-09-03T22:00:00.000Z,,False,False,0,3752,Heinz Field,221,Pittsburgh,Big East,35,"[7, 0, 14, 14]",0.9035141496810727,2084,Buffalo,Mid-American,16,"[0, 3, 7, 6]",0.09648585031892731,5.04461398448245,,,
<cfbd.configuration.Configuration object at 0x00000231C059DFA0>,312460264,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3765,Husky Stadium,264,Washington,Pac-12,30,"[7, 13, 7, 3]",0.7148498395251193,331,Eastern Washington,,27,"[10, 3, 7, 7]",0.28515016047488073,5.176502207961,,,
<cfbd.configuration.Configuration object at 0x00000231C05A2160>,312460066,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3772,Jack Trice Stadium,66,Iowa State,Big 12,20,"[0, 7, 0, 13]",0.462452135486809,2460,Northern Iowa,,19,"[3, 3, 7, 6]",0.537547864513191,10.1384880645227,,,
<cfbd.configuration.Configuration object at 0x00000231C05A22E0>,312462459,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3764,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,49,"[14, 21, 14, 0]",0.974062211958632,349,Army,FBS Independents,26,"[6, 0, 0, 20]",0.025937788041368037,1.62874057405521,,,
<cfbd.configuration.Configuration object at 0x00000231C05A2460>,312462305,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3833,Memorial Stadium,2305,Kansas,Big 12,42,"[7, 14, 7, 14]",0.772166452684579,2377,McNeese,,24,"[0, 3, 13, 8]",0.22783354731542105,2.86471405807579,,,
<cfbd.configuration.Configuration object at 0x00000231C05A25E0>,312462306,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,10,"[0, 0, 0, 10]",0.8603771892320559,2198,Eastern Kentucky,,7,"[0, 0, 7, 0]",0.13962281076794414,8.44322681423193,,,
<cfbd.configuration.Configuration object at 0x00000231C05A2760>,312462050,2011,1,regular,2011-09-03T23:00:00.000Z,,True,False,0,,,2050,Ball State,Mid-American,27,"[0, 14, 10, 3]",0.7592746324347563,84,Indiana,Big Ten,20,"[7, 10, 0, 3]",0.24072536756524365,6.06570677560007,,,
<cfbd.configuration.Configuration object at 0x00000231C05A28E0>,312462116,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3652,Bright House Networks Stadium,2116,UCF,Conference USA,62,"[14, 21, 14, 13]",0.9999875692681792,2127,Charleston Southern,,0,"[0, 0, 0, 0]",1.2430731820778362e-05,1.0185669107789,,,
<cfbd.configuration.Configuration object at 0x00000231C05A2A60>,312462132,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3854,Nippert Stadium,2132,Cincinnati,Big East,72,"[20, 21, 10, 21]",0.9996983705875582,2046,Austin Peay,,10,"[0, 0, 3, 7]",0.0003016294124418284,1.04765273710044,,,
<cfbd.configuration.Configuration object at 0x00000231C05A2BE0>,312460025,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,,,25,California,Pac-12,36,"[19, 0, 14, 3]",0.9723598653376737,278,Fresno State,Western Athletic,21,"[7, 7, 0, 7]",0.027640134662326288,4.79155861532245,,,
<cfbd.configuration.Configuration object at 0x00000231C05A2D60>,312460150,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3982,Wallace Wade Stadium,150,Duke,ACC,21,"[0, 7, 14, 0]",0.8769041819031231,257,Richmond,,23,"[0, 10, 7, 6]",0.12309581809687686,7.41175666727312,,,
<cfbd.configuration.Configuration object at 0x00000231C05A2EE0>,312462641,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,50,"[9, 0, 20, 21]",0.9622636009646359,326,Texas State,,10,"[10, 0, 0, 0]",0.03773639903536408,4.28686514311224,,,
<cfbd.configuration.Configuration object at 0x00000231C05A80A0>,312460008,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,51,"[20, 10, 14, 7]",0.9999538571835068,2623,Missouri State,,7,"[0, 0, 7, 0]",4.614281649317764e-05,1.26683465131478,,,
<cfbd.configuration.Configuration object at 0x00000231C05A8220>,312460197,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,61,"[10, 24, 10, 17]",0.9993575784581147,309,Louisiana,Sun Belt,34,"[3, 7, 10, 14]",0.0006424215418853185,2.437085197467,,,
<cfbd.configuration.Configuration object at 0x00000231C05A83A0>,312460057,2011,1,regular,2011-09-03T23:00:00.000Z,,False,False,0,3634,Ben Hill Griffin Stadium,57,Florida,SEC,41,"[10, 14, 7, 10]",0.9987702341138769,2226,Florida Atlantic,Sun Belt,3,"[0, 3, 0, 0]",0.001229765886123113,2.11164849462945,,,
<cfbd.configuration.Configuration object at 0x00000231C05A8520>,312462579,2011,1,regular,2011-09-03T23:00:00.000Z,,True,False,0,,,2579,South Carolina,SEC,56,"[0, 14, 28, 14]",0.9688597042472661,151,East Carolina,Conference USA,37,"[7, 17, 7, 6]",0.031140295752733915,6.51115113958539,,,
<cfbd.configuration.Configuration object at 0x00000231C05A86A0>,312460238,2011,1,regular,2011-09-03T23:30:00.000Z,,False,False,0,3973,Vanderbilt Stadium,238,Vanderbilt,SEC,45,"[7, 14, 3, 21]",0.48917586553789705,2210,Elon,,14,"[0, 7, 7, 0]",0.510824134462103,3.20341870562838,,,
<cfbd.configuration.Configuration object at 0x00000231C05A8820>,312460251,2011,1,regular,2011-09-04T00:00:00.000Z,,False,False,0,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,34,"[3, 10, 7, 14]",0.979694016132801,242,Rice,Conference USA,9,"[3, 3, 3, 0]",0.02030598386719895,3.7726657950931,,,
<cfbd.configuration.Configuration object at 0x00000231C05A89A0>,312460166,2011,1,regular,2011-09-04T00:00:00.000Z,,False,False,0,3601,Aggie Memorial Stadium,166,New Mexico State,Western Athletic,24,"[7, 0, 10, 7]",0.7065683293991724,195,Ohio,Mid-American,44,"[7, 16, 21, 0]",0.29343167060082764,4.36358442940952,,,
<cfbd.configuration.Configuration object at 0x00000231C05A8B20>,312460201,2011,1,regular,2011-09-04T00:00:00.000Z,,False,False,0,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,47,"[10, 20, 14, 3]",0.9974936681432656,202,Tulsa,Conference USA,14,"[0, 7, 0, 7]",0.002506331856734434,2.16296510428623,,,
<cfbd.configuration.Configuration object at 0x00000231C05A8CA0>,312460099,2011,1,regular,2011-09-04T00:00:00.000Z,,True,False,0,,,99,LSU,SEC,40,"[3, 13, 14, 10]",0.40313135245159026,2483,Oregon,Pac-12,27,"[6, 7, 0, 14]",0.5968686475484097,5.07379192837891,,,
<cfbd.configuration.Configuration object at 0x00000231C05A8E20>,312460061,2011,1,regular,2011-09-04T00:00:00.000Z,,False,False,0,3495,Georgia Dome,61,Georgia,SEC,21,"[7, 0, 7, 7]",0.4490989570997936,68,Boise State,Mountain West,35,"[7, 7, 14, 7]",0.5509010429002064,3.52582560579338,,,
<cfbd.configuration.Configuration object at 0x00000231C05A8FA0>,312462751,2011,1,regular,2011-09-04T01:00:00.000Z,,False,False,0,3984,War Memorial Stadium,2751,Wyoming,Mountain West,35,"[14, 7, 7, 7]",0.5965684294255252,2692,Weber State,,32,"[7, 12, 7, 6]",0.40343157057447476,5.2567365660064,,,
<cfbd.configuration.Configuration object at 0x00000231C05AE160>,312462638,2011,1,regular,2011-09-04T01:00:00.000Z,,False,False,0,3946,Sun Bowl Stadium,2638,UTEP,Conference USA,31,"[0, 3, 14, 7, 7]",0.7553037031552637,2619,Stony Brook,,24,"[7, 3, 14, 0, 0]",0.24469629684473626,9.68013524546905,,,
<cfbd.configuration.Configuration object at 0x00000231C05AE2E0>,312460012,2011,1,regular,2011-09-04T02:00:00.000Z,,False,False,0,3619,Arizona Stadium,12,Arizona,Pac-12,41,"[14, 0, 20, 7]",0.997793551766363,2464,Northern Arizona,,10,"[0, 10, 0, 0]",0.002206448233637026,2.44769964001635,,,
<cfbd.configuration.Configuration object at 0x00000231C05AE460>,312460021,2011,1,regular,2011-09-04T02:00:00.000Z,,False,False,0,3932,Qualcomm Stadium,21,San Diego State,Mountain West,49,"[14, 14, 7, 14]",0.9978509652226584,13,Cal Poly,,21,"[0, 14, 0, 7]",0.0021490347773416296,2.56166241740275,,,
<cfbd.configuration.Configuration object at 0x00000231C05AE5E0>,312462572,2011,1,regular,2011-09-04T02:00:00.000Z,,False,False,0,3815,M. M. Roberts Stadium,2572,Southern Mississippi,Conference USA,19,"[7, 0, 3, 9]",0.7764666462112518,2348,Louisiana Tech,Western Athletic,17,"[0, 0, 10, 7]",0.22353335378874817,6.27407945677249,,,
<cfbd.configuration.Configuration object at 0x00000231C05AE760>,312460062,2011,1,regular,2011-09-04T02:15:00.000Z,,False,False,0,3610,Aloha Stadium,62,Hawai'i,Western Athletic,34,"[3, 14, 7, 10]",0.8959616658792144,38,Colorado,Pac-12,17,"[0, 0, 14, 3]",0.10403833412078556,3.56038209952504,,,
<cfbd.configuration.Configuration object at 0x00000231C05AE8E0>,312472199,2011,1,regular,2011-09-04T16:00:00.000Z,,False,False,0,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,41,"[3, 24, 7, 7]",0.9089189213882523,47,Howard,,9,"[9, 0, 0, 0]",0.09108107861174775,3.00526081780838,,,
<cfbd.configuration.Configuration object at 0x00000231C05AEA60>,312470277,2011,1,regular,2011-09-04T19:30:00.000Z,,False,False,0,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big East,34,"[3, 17, 7, 7]",0.8661202458721599,276,Marshall,Conference USA,13,"[7, 3, 3, 0]",0.13387975412784014,4.94453403013026,,,
<cfbd.configuration.Configuration object at 0x00000231C05AEBE0>,312470245,2011,1,regular,2011-09-04T23:30:00.000Z,,False,False,0,3795,Kyle Field,245,Texas A&M,Big 12,46,"[20, 13, 10, 3]",0.9482689970028917,2567,SMU,Conference USA,14,"[7, 7, 0, 0]",0.05173100299710831,1.93214571516315,,,
<cfbd.configuration.Configuration object at 0x00000231C05AED60>,312480120,2011,1,regular,2011-09-06T00:00:00.000Z,,False,True,0,3665,Maryland Stadium,120,Maryland,ACC,32,"[7, 13, 3, 9]",0.9652876033103164,2390,Miami,ACC,24,"[0, 14, 7, 3]",0.03471239668968362,5.28838419692643,,,
<cfbd.configuration.Configuration object at 0x00000231C05AEEE0>,312510197,2011,2,regular,2011-09-09T00:00:00.000Z,,False,False,0,3646,Boone Pickens Stadium,197,Oklahoma State,Big 12,37,"[14, 7, 6, 10]",0.9470323013380455,12,Arizona,Pac-12,14,"[0, 0, 7, 7]",0.0529676986619545,2.43440283398424,,,
<cfbd.configuration.Configuration object at 0x00000231C05B40A0>,312520097,2011,2,regular,2011-09-09T23:00:00.000Z,,False,False,0,3873,Papa John's Cardinal Stadium,97,Louisville,Big East,17,"[0, 10, 0, 7]",0.7862661159403364,2229,Florida International,Sun Belt,24,"[7, 14, 3, 0]",0.21373388405966365,2.73772545328247,,,
<cfbd.configuration.Configuration object at 0x00000231C05B4220>,312520009,2011,2,regular,2011-09-10T02:30:00.000Z,,False,False,0,3947,Sun Devil Stadium,9,Arizona State,Pac-12,37,"[7, 9, 7, 7, 7]",0.8317076137366993,142,Missouri,Big 12,30,"[3, 7, 6, 14, 0]",0.16829238626330068,5.11387961725827,,,
<cfbd.configuration.Configuration object at 0x00000231C05B43A0>,312530275,2011,2,regular,2011-09-10T16:00:00.000Z,,False,False,0,347,Camp Randall Stadium,275,Wisconsin,Big Ten,35,"[7, 14, 7, 7]",0.9198491559192458,204,Oregon State,Pac-12,0,"[0, 0, 0, 0]",0.08015084408075424,1.88906455410366,,,
