_configuration,_id,_season,_week,_season_type,_start_date,_start_time_tbd,_neutral_site,_conference_game,_attendance,_venue_id,_venue,_home_id,_home_team,_home_conference,_home_points,_home_line_scores,_home_post_win_prob,_away_id,_away_team,_away_conference,_away_points,_away_line_scores,_away_post_win_prob,_excitement_index,_highlights,_notes,discriminator
<cfbd.configuration.Configuration object at 0x00000231C06FD220>,400603828,2015,1,regular,2015-09-05T19:30:00.000Z,,False,False,67708,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,48,"[14, 14, 17, 3]",0.9999817481673314,2638,UTEP,Conference USA,13,"[0, 10, 3, 0]",1.825183266856989e-05,0.142683040099999,,,
<cfbd.configuration.Configuration object at 0x00000231C0703A60>,400603829,2015,1,regular,2015-09-05T19:30:00.000Z,,True,False,73927,3495,Georgia Dome,2,Auburn,SEC,31,"[7, 10, 7, 7]",0.4455522525629152,97,Louisville,ACC,24,"[0, 0, 10, 14]",0.5544477474370848,2.8054821473,,,
<cfbd.configuration.Configuration object at 0x00000231C070F2E0>,400787111,2015,1,regular,2015-09-05T19:30:00.000Z,,False,False,33734,3713,Falcon Stadium,2005,Air Force,Mountain West,63,"[7, 21, 28, 7]",0.999965500597554,2415,Morgan State,,7,"[0, 7, 0, 0]",3.4499402446042104e-05,2.0252589326,,,
<cfbd.configuration.Configuration object at 0x00000231C0715B20>,400787303,2015,1,regular,2015-09-05T19:30:00.000Z,,False,False,20872,3965,UB Stadium,2084,Buffalo,Mid-American,51,"[7, 17, 14, 13]",0.9994177939163478,399,Albany,,14,"[7, 0, 0, 7]",0.0005822060836522258,2.5342659869,,,
<cfbd.configuration.Configuration object at 0x00000231C071F3A0>,400787304,2015,1,regular,2015-09-05T19:30:00.000Z,,False,False,14397,3996,Yager Stadium,193,Miami (OH),Mid-American,26,"[7, 6, 0, 13]",0.9995288153853598,2506,Presbyterian College,,7,"[0, 0, 7, 0]",0.000471184614640241,5.0541224538,,,
<cfbd.configuration.Configuration object at 0x00000231C0726BE0>,400787412,2015,1,regular,2015-09-05T19:30:00.000Z,,False,False,24314,3792,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,49,"[7, 21, 21, 0]",0.9999949723260483,47,Howard,,0,"[0, 0, 0, 0]",5.027673951718548e-06,1.72500081359999,,,
<cfbd.configuration.Configuration object at 0x00000231C0732460>,400763406,2015,1,regular,2015-09-05T19:30:00.000Z,,False,False,60073,3784,Jones AT&T Stadium,2641,Texas Tech,Big 12,59,"[14, 28, 17, 0]",0.2830810780654998,2534,Sam Houston State,,45,"[14, 17, 0, 14]",0.7169189219345002,4.79691612629999,,,
<cfbd.configuration.Configuration object at 0x00000231BF38AAF0>,400763495,2015,1,regular,2015-09-05T19:30:00.000Z,,False,False,89959,3834,Memorial Stadium,158,Nebraska,Big Ten,28,"[14, 0, 14, 0]",0.5220133742296728,252,BYU,FBS Independents,33,"[7, 17, 0, 9]",0.47798662577032724,7.5396838635,,,
<cfbd.configuration.Configuration object at 0x00000231C07E6EE0>,400763588,2015,1,regular,2015-09-05T19:30:00.000Z,,False,False,6474,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,34,"[14, 3, 14, 3]",0.5401587616144408,295,Old Dominion,Conference USA,38,"[7, 3, 21, 7]",0.45984123838555924,7.7497659326,,,
<cfbd.configuration.Configuration object at 0x00000231C063C520>,400763497,2015,1,regular,2015-09-05T19:30:00.000Z,,False,False,69176,3806,Lincoln Financial Field,218,Temple,American Athletic,27,"[0, 7, 10, 10]",0.9976601330366646,213,Penn State,Big Ten,10,"[10, 0, 0, 0]",0.002339866963335435,4.1035578849,,,
<cfbd.configuration.Configuration object at 0x00000231C063CB20>,400763592,2015,1,regular,2015-09-05T19:30:00.000Z,,False,False,0,3674,Skelly Field at H. A. Chapman Stadium,202,Tulsa,American Athletic,47,"[14, 7, 7, 13, 6]",0.5761552059149949,2226,Florida Atlantic,Conference USA,44,"[7, 10, 21, 3, 3]",0.4238447940850051,10.3803286388,,,
<cfbd.configuration.Configuration object at 0x00000231C0646160>,400787116,2015,1,regular,2015-09-05T20:00:00.000Z,,False,False,23669,3984,War Memorial Stadium,2751,Wyoming,Mountain West,13,"[0, 0, 0, 13]",0.017837248685188573,155,North Dakota,,24,"[7, 7, 0, 10]",0.9821627513148115,3.6184302914,,,
<cfbd.configuration.Configuration object at 0x00000231C0646760>,400763472,2015,1,regular,2015-09-05T20:00:00.000Z,,False,False,36071,3830,Memorial Stadium,84,Indiana,Big Ten,48,"[7, 14, 17, 10]",0.3151461488703864,79,Southern Illinois,,47,"[11, 21, 0, 15]",0.6848538511296136,9.5526425697,,,
<cfbd.configuration.Configuration object at 0x00000231C0646D60>,400787112,2015,1,regular,2015-09-05T20:00:00.000Z,,False,False,24571,3761,Sonny Lubick Field at Hughes Stadium,36,Colorado State,Mountain West,65,"[24, 21, 13, 7]",0.9999953304988869,2542,Savannah State,,13,"[0, 7, 0, 6]",4.669501113108154e-06,1.4340014957,,,
<cfbd.configuration.Configuration object at 0x00000231C064D3A0>,400834350,2015,1,regular,2015-09-05T20:00:00.000Z,,True,False,61323,3810,Nissan Stadium,2633,Tennessee,SEC,59,"[21, 14, 14, 10]",0.9105874027749374,189,Bowling Green,Mid-American,30,"[10, 10, 10, 0]",0.08941259722506256,2.23764243579999,,,
<cfbd.configuration.Configuration object at 0x00000231C064D9A0>,400603834,2015,1,regular,2015-09-05T20:00:00.000Z,,False,False,64670,3838,Faurot Field,142,Missouri,SEC,34,"[14, 3, 10, 7]",0.9955221414481773,2546,Southeast Missouri State,,3,"[0, 3, 0, 0]",0.0044778585518227,2.7986117194,,,
<cfbd.configuration.Configuration object at 0x00000231C064DFA0>,400763591,2015,1,regular,2015-09-05T20:40:00.000Z,,False,False,18296,3895,Rice Stadium,242,Rice,Conference USA,56,"[14, 21, 7, 14]",0.9997726805313012,2681,Wagner,,16,"[3, 0, 6, 7]",0.0002273194686988056,1.6098316806,,,
<cfbd.configuration.Configuration object at 0x00000231C06545E0>,400756890,2015,1,regular,2015-09-05T21:00:00.000Z,,False,False,60606,3831,California Memorial Stadium,25,California,Pac-12,73,"[35, 17, 14, 7]",0.9999975130957351,2755,Grambling,,14,"[0, 0, 0, 14]",2.486904264853429e-06,0.0383880520999994,,,
<cfbd.configuration.Configuration object at 0x00000231C0654BE0>,400756901,2015,1,regular,2015-09-05T22:00:00.000Z,,False,False,57451,3670,Carter-Finley Stadium,152,NC State,ACC,49,"[14, 14, 14, 7]",0.9973834773677397,2653,Troy,Sun Belt,21,"[7, 7, 7, 0]",0.0026165226322603097,0.855163850399998,,,
<cfbd.configuration.Configuration object at 0x00000231C0662220>,400764857,2015,1,regular,2015-09-05T22:00:00.000Z,,False,False,40712,3699,Dowdy-Ficklen Stadium,151,East Carolina,American Athletic,28,"[14, 0, 7, 7]",0.6204675150593444,119,Towson,,20,"[7, 3, 3, 7]",0.3795324849406556,1.5161786341,,,
<cfbd.configuration.Configuration object at 0x00000231C0662820>,400787414,2015,1,regular,2015-09-05T22:00:00.000Z,,False,False,12289,3797,Ladd Peebles Stadium,6,South Alabama,Sun Belt,33,"[13, 0, 10, 10]",0.5150031600572766,2241,Gardner-Webb,,23,"[0, 9, 7, 7]",0.48499683994272336,6.1527940817,,,
<cfbd.configuration.Configuration object at 0x00000231C0662E20>,400756900,2015,1,regular,2015-09-05T22:00:00.000Z,,False,False,43467,3948,Hard Rock Stadium,2390,Miami,ACC,45,"[7, 24, 7, 7]",0.9999915370494411,2065,Bethune-Cookman,,0,"[0, 0, 0, 0]",8.462950558896232e-06,0.144402864399999,,,
<cfbd.configuration.Configuration object at 0x00000231C0668460>,400603832,2015,1,regular,2015-09-05T23:00:00.000Z,,False,False,62933,3683,Commonwealth Stadium,96,Kentucky,SEC,40,"[14, 10, 9, 7]",0.972552919387981,309,Louisiana,Sun Belt,33,"[0, 7, 10, 16]",0.027447080612018948,4.5826612569,,,
<cfbd.configuration.Configuration object at 0x00000231C0668A60>,400603838,2015,1,regular,2015-09-05T23:00:00.000Z,,True,False,66308,3891,NRG Stadium,245,Texas A&M,SEC,38,"[7, 7, 3, 21]",0.9968752861141709,9,Arizona State,Pac-12,17,"[0, 7, 7, 3]",0.0031247138858291335,7.6177245484,,,
<cfbd.configuration.Configuration object at 0x00000231C06720A0>,400763589,2015,1,regular,2015-09-05T23:00:00.000Z,,False,False,27905,3776,Joe Aillet Stadium,2348,Louisiana Tech,Conference USA,62,"[24, 28, 7, 3]",0.9999590762500903,2582,Southern,,15,"[8, 0, 7, 0]",4.092374990971592e-05,2.03101894629999,,,
<cfbd.configuration.Configuration object at 0x00000231C06726A0>,400764861,2015,1,regular,2015-09-05T23:00:00.000Z,,False,False,30434,3886,Raymond James Stadium,58,South Florida,American Athletic,51,"[3, 13, 14, 21]",0.9999617623855066,50,Florida A&M,,3,"[0, 0, 3, 0]",3.823761449339713e-05,3.1526835614,,,
<cfbd.configuration.Configuration object at 0x00000231C0672CA0>,400764859,2015,1,regular,2015-09-05T23:00:00.000Z,,False,False,41730,3805,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,63,"[28, 14, 14, 7]",0.999957206553458,2623,Missouri State,,7,"[0, 0, 7, 0]",4.2793446542011004e-05,1.08445349479999,,,
<cfbd.configuration.Configuration object at 0x00000231C067A2E0>,400763404,2015,1,regular,2015-09-05T23:00:00.000Z,,False,False,85370,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,41,"[3, 14, 21, 3]",0.9999785062742874,2006,Akron,Mid-American,3,"[0, 3, 0, 0]",2.1493725712584677e-05,0.304607963699999,,,
<cfbd.configuration.Configuration object at 0x00000231C067A8E0>,400763590,2015,1,regular,2015-09-05T23:00:00.000Z,,False,False,15908,3725,"Johnny Red"""" Floyd Stadium""""",2393,Middle Tennessee,Conference USA,70,"[14, 28, 14, 14]",0.9999885332756349,2296,Jackson State,,14,"[0, 14, 0, 0]",1.1466724365138958e-05,2.66764578459999,,,
<cfbd.configuration.Configuration object at 0x00000231C067AEE0>,400763402,2015,1,regular,2015-09-05T23:10:00.000Z,,False,False,53297,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,34,"[7, 17, 3, 7]",0.9988119831767045,233,South Dakota,,0,"[0, 0, 0, 0]",0.0011880168232955013,1.9405406246,,,
<cfbd.configuration.Configuration object at 0x00000231C0683520>,400763403,2015,1,regular,2015-09-05T23:30:00.000Z,,False,False,0,3855,Notre Dame Stadium,87,Notre Dame,FBS Independents,38,"[14, 3, 14, 7]",0.9999803952329244,251,Texas,Big 12,3,"[0, 0, 3, 0]",1.9604767075631635e-05,1.4919953583,,,
<cfbd.configuration.Configuration object at 0x00000231C0683B20>,400763407,2015,1,regular,2015-09-05T23:30:00.000Z,,False,False,55182,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,44,"[10, 6, 14, 14]",0.9999686043355015,290,Georgia Southern,Sun Belt,0,"[0, 0, 0, 0]",3.13956644985014e-05,0.186293933499999,,,
<cfbd.configuration.Configuration object at 0x00000231C068E160>,400603830,2015,1,regular,2015-09-05T23:30:00.000Z,,False,False,90227,3634,Ben Hill Griffin Stadium,57,Florida,SEC,61,"[7, 27, 13, 14]",0.9999690831702176,166,New Mexico State,Sun Belt,13,"[0, 13, 0, 0]",3.09168297824014e-05,0.114491788199999,,,
<cfbd.configuration.Configuration object at 0x00000231C068E760>,400787115,2015,1,regular,2015-09-05T23:30:00.000Z,,False,False,15455,3764,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,38,"[3, 7, 14, 14]",0.9967923421465893,2439,UNLV,Mountain West,30,"[7, 10, 3, 10]",0.003207657853410706,6.47799940699999,,,
<cfbd.configuration.Configuration object at 0x00000231C068ED60>,400603827,2015,1,regular,2015-09-06T00:00:00.000Z,,True,False,64279,3687,AT&T Stadium,333,Alabama,SEC,35,"[7, 7, 14, 7]",0.9990319500049339,275,Wisconsin,Big Ten,17,"[0, 7, 3, 7]",0.0009680499950660559,2.3188703692,,,
<cfbd.configuration.Configuration object at 0x00000231C06933A0>,400791346,2015,1,regular,2015-09-06T00:00:00.000Z,,False,False,48785,3932,Qualcomm Stadium,21,San Diego State,Mountain West,37,"[14, 6, 7, 10]",0.9998320826982782,301,San Diego,,3,"[0, 0, 3, 0]",0.0001679173017218316,0.154819072799999,,,
<cfbd.configuration.Configuration object at 0x00000231C06939A0>,400763400,2015,1,regular,2015-09-06T00:00:00.000Z,,False,False,61500,3772,Jack Trice Stadium,66,Iowa State,Big 12,31,"[0, 10, 14, 7]",0.9991032856677085,2460,Northern Iowa,,7,"[0, 7, 0, 0]",0.0008967143322915483,4.0441584948,,,
<cfbd.configuration.Configuration object at 0x00000231C0693FA0>,400764858,2015,1,regular,2015-09-06T00:00:00.000Z,,False,False,30479,4728,John O'Quinn Field at TDECU Stadium,248,Houston,American Athletic,52,"[14, 10, 7, 21]",0.9987412075695923,2635,Tennessee Tech,,24,"[3, 7, 0, 14]",0.001258792430407718,0.2574621353,,,
<cfbd.configuration.Configuration object at 0x00000231C069D5E0>,400756886,2015,1,regular,2015-09-06T00:00:00.000Z,,False,False,58128,3626,Autzen Stadium,2483,Oregon,Pac-12,61,"[20, 17, 17, 7]",0.9968412511655457,331,Eastern Washington,,42,"[7, 14, 14, 7]",0.003158748834454328,0.380310328399999,,,
<cfbd.configuration.Configuration object at 0x00000231C069DBE0>,400787114,2015,1,regular,2015-09-06T00:05:00.000Z,,False,False,21930,3971,University Stadium,167,New Mexico,Mountain West,66,"[21, 17, 21, 7]",0.9999860058697845,2400,Mississippi Valley State,,0,"[0, 0, 0, 0]",1.3994130215522205e-05,0.0593646451000005,,,
<cfbd.configuration.Configuration object at 0x00000231C06A7220>,400764856,2015,1,regular,2015-09-06T00:45:00.000Z,,False,False,39095,3854,Nippert Stadium,2132,Cincinnati,American Athletic,52,"[7, 28, 17, 0]",0.9999741120231079,2010,Alabama A&M,,10,"[7, 0, 0, 3]",2.5887976892069453e-05,2.38585817809999,,,
<cfbd.configuration.Configuration object at 0x00000231C06A7820>,400756899,2015,1,regular,2015-09-06T01:03:00.000Z,,False,False,80917,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,59,"[14, 7, 14, 24]",0.9995339585462581,326,Texas State,Sun Belt,16,"[0, 10, 0, 6]",0.00046604145374185,0.335453698699999,,,
