_offense,_offense_conference,_defense,_defense_conference,_game_id,_id,_drive_number,_scoring,_start_period,_start_yardline,_start_yards_to_goal,_start_time,_end_period,_end_yardline,_end_yards_to_goal,_end_time,_plays,_yards,_drive_result,_is_home_offense,_start_offense_score,_start_defense_score,_end_offense_score,_end_defense_score,discriminator
Northwestern State,,Baylor,Big 12,400868876,40086887611,11,False,2,89,89,"{'minutes': 10, 'seconds': 19}",2,96,96,"{'minutes': 8, 'seconds': 34}",3,-7,PUNT,False,0,27,0,27,
Baylor,Big 12,Northwestern State,,400868876,40086887612,12,True,2,95,5,"{'minutes': 8, 'seconds': 34}",2,100,0,"{'minutes': 8, 'seconds': 3}",3,5,TD,True,27,0,34,0,
Northwestern State,,Baylor,Big 12,400868876,40086887613,13,False,2,65,65,"{'minutes': 8, 'seconds': 3}",2,61,61,"{'minutes': 5, 'seconds': 50}",3,4,PUNT,False,0,34,0,34,
Baylor,Big 12,Northwestern State,,400868876,40086887614,14,True,2,30,70,"{'minutes': 5, 'seconds': 50}",2,100,0,"{'minutes': 5, 'seconds': 0}",4,70,TD,True,34,0,41,0,
Northwestern State,,Baylor,Big 12,400868876,40086887615,15,False,2,75,75,"{'minutes': 5, 'seconds': 0}",2,74,74,"{'minutes': 2, 'seconds': 48}",3,1,PUNT,False,0,41,0,41,
Baylor,Big 12,Northwestern State,,400868876,40086887616,16,True,2,47,53,"{'minutes': 2, 'seconds': 48}",2,100,0,"{'minutes': 1, 'seconds': 7}",7,53,TD,True,41,0,48,0,
Northwestern State,,Baylor,Big 12,400868876,40086887617,17,False,2,79,79,"{'minutes': 1, 'seconds': 7}",2,61,61,"{'minutes': 0, 'seconds': 0}",3,18,END OF HALF,False,0,48,0,48,
Baylor,Big 12,Northwestern State,,400868876,40086887618,18,True,3,38,62,"{'minutes': 15, 'seconds': 0}",3,100,0,"{'minutes': 11, 'seconds': 13}",9,62,TD,True,48,0,55,0,
Northwestern State,,Baylor,Big 12,400868876,40086887619,19,False,3,75,75,"{'minutes': 11, 'seconds': 13}",3,49,49,"{'minutes': 7, 'seconds': 2}",9,26,PUNT,False,0,55,0,55,
Baylor,Big 12,Northwestern State,,400868876,40086887620,20,False,3,15,85,"{'minutes': 7, 'seconds': 2}",3,7,93,"{'minutes': 5, 'seconds': 3}",3,-8,PUNT,True,55,0,55,0,
Northwestern State,,Baylor,Big 12,400868876,40086887621,21,True,3,45,45,"{'minutes': 5, 'seconds': 3}",3,0,0,"{'seconds': 47, 'minutes': 0}",8,45,TD,False,0,55,7,55,
Baylor,Big 12,Northwestern State,,400868876,40086887622,22,False,3,36,64,"{'seconds': 47, 'minutes': 0}",3,42,58,"{'seconds': 41, 'minutes': 0}",1,6,FUMBLE,True,55,7,55,7,
Northwestern State,,Baylor,Big 12,400868876,40086887623,23,False,3,42,42,"{'seconds': 41, 'minutes': 0}",4,40,40,"{'minutes': 13, 'seconds': 52}",3,2,PUNT,False,7,55,7,55,
Baylor,Big 12,Northwestern State,,400868876,40086887624,24,False,4,32,68,"{'minutes': 13, 'seconds': 52}",4,34,66,"{'minutes': 12, 'seconds': 19}",3,2,PUNT,True,55,7,55,7,
Northwestern State,,Baylor,Big 12,400868876,40086887625,25,False,4,75,75,"{'minutes': 12, 'seconds': 19}",4,68,68,"{'minutes': 10, 'seconds': 46}",3,7,PUNT,False,7,55,7,55,
Baylor,Big 12,Northwestern State,,400868876,40086887626,26,False,4,19,81,"{'minutes': 10, 'seconds': 46}",4,15,85,"{'minutes': 8, 'seconds': 3}",3,-4,PUNT,True,55,7,55,7,
Northwestern State,,Baylor,Big 12,400868876,40086887627,27,False,4,51,51,"{'minutes': 8, 'seconds': 3}",4,46,46,"{'minutes': 5, 'seconds': 44}",3,5,PUNT,False,7,55,7,55,
Baylor,Big 12,Northwestern State,,400868876,40086887628,28,False,4,22,78,"{'minutes': 5, 'seconds': 44}",4,28,72,"{'minutes': 3, 'seconds': 29}",3,6,PUNT,True,55,7,55,7,
Northwestern State,,Baylor,Big 12,400868876,40086887629,29,False,4,62,62,"{'minutes': 3, 'seconds': 29}",4,63,63,"{'minutes': 1, 'seconds': 51}",3,-1,PUNT,False,7,55,7,55,
Baylor,Big 12,Northwestern State,,400868876,40086887630,30,False,4,24,76,"{'minutes': 1, 'seconds': 51}",4,42,58,"{'minutes': 0, 'seconds': 0}",4,18,END OF GAME,True,55,7,55,7,
SMU,American Athletic,Baylor,Big 12,400868877,4008688771,1,False,1,77,77,"{'minutes': 15, 'seconds': 0}",1,35,35,"{'minutes': 14, 'seconds': 2}",4,42,PUNT,False,0,0,0,0,
Baylor,Big 12,SMU,American Athletic,400868877,4008688772,2,False,1,21,79,"{'minutes': 14, 'seconds': 2}",1,37,63,"{'minutes': 11, 'seconds': 43}",6,16,PUNT,True,0,0,0,0,
SMU,American Athletic,Baylor,Big 12,400868877,4008688773,3,True,1,74,74,"{'minutes': 11, 'seconds': 43}",1,7,7,"{'minutes': 9, 'seconds': 12}",9,67,FG,False,0,0,3,0,
Baylor,Big 12,SMU,American Athletic,400868877,4008688774,4,False,1,33,67,"{'minutes': 9, 'seconds': 12}",1,49,51,"{'minutes': 8, 'seconds': 18}",4,16,PUNT,True,0,3,0,3,
SMU,American Athletic,Baylor,Big 12,400868877,4008688775,5,True,1,92,92,"{'minutes': 8, 'seconds': 18}",1,8,8,"{'minutes': 3, 'seconds': 39}",13,84,FG,False,3,0,6,0,
Baylor,Big 12,SMU,American Athletic,400868877,4008688776,6,True,1,27,73,"{'minutes': 3, 'seconds': 39}",2,82,18,"{'minutes': 13, 'seconds': 51}",15,55,FG,True,0,6,3,6,
SMU,American Athletic,Baylor,Big 12,400868877,4008688777,7,False,2,75,75,"{'minutes': 13, 'seconds': 51}",2,34,34,"{'minutes': 11, 'seconds': 0}",8,41,PUNT,False,6,3,6,3,
Baylor,Big 12,SMU,American Athletic,400868877,4008688778,8,False,2,20,80,"{'minutes': 11, 'seconds': 0}",2,21,79,"{'minutes': 10, 'seconds': 7}",3,1,PUNT,True,3,6,3,6,
SMU,American Athletic,Baylor,Big 12,400868877,4008688779,9,False,2,78,78,"{'minutes': 10, 'seconds': 7}",2,80,80,"{'minutes': 8, 'seconds': 47}",3,-2,PUNT,False,6,3,6,3,
Baylor,Big 12,SMU,American Athletic,400868877,40086887710,10,False,2,32,68,"{'minutes': 8, 'seconds': 47}",2,37,63,"{'minutes': 7, 'seconds': 50}",3,5,INT,True,3,6,3,6,
SMU,American Athletic,Baylor,Big 12,400868877,40086887711,11,False,2,12,12,"{'minutes': 7, 'seconds': 50}",2,12,12,"{'minutes': 7, 'seconds': 32}",3,0,INT,False,6,3,6,3,
Baylor,Big 12,SMU,American Athletic,400868877,40086887712,12,False,2,20,80,"{'minutes': 7, 'seconds': 32}",2,100,0,"{'minutes': 2, 'seconds': 26}",19,80,FUMBLE,True,3,6,3,6,
SMU,American Athletic,Baylor,Big 12,400868877,40086887713,13,False,2,80,80,"{'minutes': 2, 'seconds': 26}",2,75,75,"{'minutes': 2, 'seconds': 14}",1,5,FUMBLE,False,6,3,6,3,
Baylor,Big 12,SMU,American Athletic,400868877,40086887714,14,True,2,75,25,"{'minutes': 2, 'seconds': 14}",2,79,21,"{'minutes': 1, 'seconds': 15}",4,4,FG,True,3,6,6,6,
SMU,American Athletic,Baylor,Big 12,400868877,40086887715,15,False,2,89,89,"{'minutes': 1, 'seconds': 15}",2,73,73,"{'minutes': 0, 'seconds': 0}",3,16,END OF HALF,False,6,6,6,6,
Baylor,Big 12,SMU,American Athletic,400868877,40086887716,16,True,3,21,79,"{'minutes': 15, 'seconds': 0}",3,100,0,"{'minutes': 11, 'seconds': 54}",10,79,TD,True,6,6,13,6,
SMU,American Athletic,Baylor,Big 12,400868877,40086887717,17,False,3,85,85,"{'minutes': 11, 'seconds': 54}",3,47,47,"{'minutes': 9, 'seconds': 11}",8,38,PUNT,False,6,13,6,13,
Baylor,Big 12,SMU,American Athletic,400868877,40086887718,18,False,3,15,85,"{'minutes': 9, 'seconds': 11}",3,16,84,"{'minutes': 8, 'seconds': 40}",2,1,INT,True,13,6,13,6,
SMU,American Athletic,Baylor,Big 12,400868877,40086887719,19,False,3,18,18,"{'minutes': 8, 'seconds': 40}",3,5,5,"{'minutes': 7, 'seconds': 7}",4,13,INT,False,6,13,6,13,
Baylor,Big 12,SMU,American Athletic,400868877,40086887720,20,True,3,62,38,"{'minutes': 7, 'seconds': 7}",3,100,0,"{'minutes': 5, 'seconds': 43}",5,38,TD,True,13,6,20,6,
SMU,American Athletic,Baylor,Big 12,400868877,40086887721,21,True,3,80,80,"{'minutes': 5, 'seconds': 43}",3,68,68,"{'minutes': 4, 'seconds': 55}",3,12,INT TD,False,6,20,6,26,
SMU,American Athletic,Baylor,Big 12,400868877,40086887723,22,True,3,75,75,"{'minutes': 4, 'seconds': 55}",3,0,0,"{'minutes': 2, 'seconds': 40}",8,75,TD,False,6,26,13,26,
Baylor,Big 12,SMU,American Athletic,400868877,40086887724,23,False,3,22,78,"{'minutes': 2, 'seconds': 40}",3,24,76,"{'minutes': 1, 'seconds': 6}",3,2,PUNT,True,26,13,26,13,
SMU,American Athletic,Baylor,Big 12,400868877,40086887725,24,False,3,78,78,"{'minutes': 1, 'seconds': 6}",3,78,78,"{'seconds': 30, 'minutes': 0}",3,0,PUNT,False,13,26,13,26,
Baylor,Big 12,SMU,American Athletic,400868877,40086887726,25,True,3,31,69,"{'seconds': 30, 'minutes': 0}",4,100,0,"{'minutes': 13, 'seconds': 45}",8,69,TD,True,26,13,33,13,
SMU,American Athletic,Baylor,Big 12,400868877,40086887727,26,False,4,92,92,"{'minutes': 13, 'seconds': 45}",4,69,69,"{'minutes': 12, 'seconds': 4}",5,23,PUNT,False,13,33,13,33,
Baylor,Big 12,SMU,American Athletic,400868877,40086887728,27,False,4,33,67,"{'minutes': 12, 'seconds': 4}",4,99,1,"{'minutes': 6, 'seconds': 33}",16,66,DOWNS,True,33,13,33,13,
SMU,American Athletic,Baylor,Big 12,400868877,40086887729,28,False,4,99,99,"{'minutes': 6, 'seconds': 33}",4,95,95,"{'minutes': 4, 'seconds': 59}",3,4,PUNT,False,13,33,13,33,
Baylor,Big 12,SMU,American Athletic,400868877,40086887730,29,True,4,55,45,"{'minutes': 4, 'seconds': 59}",4,100,0,"{'minutes': 4, 'seconds': 16}",3,45,TD,True,33,13,40,13,
SMU,American Athletic,Baylor,Big 12,400868877,40086887731,30,False,4,75,75,"{'minutes': 4, 'seconds': 16}",4,75,75,"{'minutes': 3, 'seconds': 50}",3,0,PUNT,False,13,40,13,40,
Baylor,Big 12,SMU,American Athletic,400868877,40086887732,31,False,4,44,56,"{'minutes': 3, 'seconds': 50}",4,50,50,"{'minutes': 2, 'seconds': 19}",3,6,PUNT,True,40,13,40,13,
SMU,American Athletic,Baylor,Big 12,400868877,40086887733,32,False,4,97,97,"{'minutes': 2, 'seconds': 19}",4,91,91,"{'seconds': 25, 'minutes': 0}",3,6,PUNT,False,13,40,13,40,
Baylor,Big 12,SMU,American Athletic,400868877,40086887734,33,False,4,49,51,"{'seconds': 25, 'minutes': 0}",4,70,30,"{'minutes': 0, 'seconds': 0}",1,21,END OF GAME,True,40,13,40,13,
Baylor,Big 12,Oklahoma State,Big 12,400868878,4008688781,1,True,1,25,75,"{'minutes': 15, 'seconds': 0}",1,100,0,"{'minutes': 13, 'seconds': 22}",7,75,TD,True,0,0,7,0,
Oklahoma State,Big 12,Baylor,Big 12,400868878,4008688782,2,False,1,82,82,"{'minutes': 13, 'seconds': 22}",1,60,60,"{'minutes': 9, 'seconds': 48}",5,22,FUMBLE,False,0,7,0,7,
Oklahoma State,Big 12,Baylor,Big 12,400868878,4008688783,3,True,1,5,5,"{'minutes': 9, 'seconds': 48}",1,0,0,"{'minutes': 9, 'seconds': 44}",1,5,TD,False,7,7,7,7,
Baylor,Big 12,Oklahoma State,Big 12,400868878,4008688784,4,False,1,21,79,"{'minutes': 9, 'seconds': 44}",1,86,14,"{'minutes': 7, 'seconds': 27}",11,68,DOWNS,True,7,7,7,7,
Oklahoma State,Big 12,Baylor,Big 12,400868878,4008688785,5,False,1,89,89,"{'minutes': 7, 'seconds': 27}",1,62,62,"{'minutes': 5, 'seconds': 41}",6,22,FUMBLE,False,7,7,7,7,
Baylor,Big 12,Oklahoma State,Big 12,400868878,4008688786,6,False,1,67,33,"{'minutes': 5, 'seconds': 41}",1,78,22,"{'minutes': 4, 'seconds': 54}",4,11,INT,True,7,7,7,7,
Oklahoma State,Big 12,Baylor,Big 12,400868878,4008688787,7,False,1,87,87,"{'minutes': 4, 'seconds': 54}",2,27,27,"{'minutes': 14, 'seconds': 16}",13,60,MISSED FG,False,7,7,7,7,
Baylor,Big 12,Oklahoma State,Big 12,400868878,4008688788,8,True,2,27,73,"{'minutes': 14, 'seconds': 16}",2,100,0,"{'minutes': 12, 'seconds': 28}",8,73,TD,True,7,7,14,7,
Oklahoma State,Big 12,Baylor,Big 12,400868878,4008688789,9,True,2,75,75,"{'minutes': 12, 'seconds': 28}",2,0,0,"{'minutes': 5, 'seconds': 32}",14,75,TD,False,7,14,14,14,
Baylor,Big 12,Oklahoma State,Big 12,400868878,40086887810,10,False,2,16,84,"{'minutes': 5, 'seconds': 32}",2,12,88,"{'minutes': 4, 'seconds': 31}",3,-4,PUNT,True,14,14,14,14,
Oklahoma State,Big 12,Baylor,Big 12,400868878,40086887811,11,False,2,56,56,"{'minutes': 4, 'seconds': 31}",2,47,47,"{'minutes': 3, 'seconds': 50}",2,12,FUMBLE,False,14,14,14,14,
Baylor,Big 12,Oklahoma State,Big 12,400868878,40086887812,12,True,2,46,54,"{'minutes': 3, 'seconds': 50}",2,100,0,"{'minutes': 2, 'seconds': 41}",4,54,TD,True,14,14,21,14,
Oklahoma State,Big 12,Baylor,Big 12,400868878,40086887813,13,False,2,79,79,"{'minutes': 2, 'seconds': 41}",2,71,71,"{'minutes': 1, 'seconds': 30}",3,8,PUNT,False,14,21,14,21,
Baylor,Big 12,Oklahoma State,Big 12,400868878,40086887814,14,False,2,33,67,"{'minutes': 1, 'seconds': 30}",2,58,42,"{'seconds': 24, 'minutes': 0}",5,25,PUNT,True,21,14,21,14,
Oklahoma State,Big 12,Baylor,Big 12,400868878,40086887815,15,False,2,80,80,"{'seconds': 24, 'minutes': 0}",2,84,84,"{'minutes': 0, 'seconds': 0}",1,-4,END OF HALF,False,14,21,14,21,
Oklahoma State,Big 12,Baylor,Big 12,400868878,40086887816,16,True,3,75,75,"{'minutes': 15, 'seconds': 0}",3,0,0,"{'minutes': 7, 'seconds': 46}",16,75,TD,False,14,21,21,21,
Baylor,Big 12,Oklahoma State,Big 12,400868878,40086887817,17,True,3,11,89,"{'minutes': 7, 'seconds': 46}",3,100,0,"{'minutes': 6, 'seconds': 56}",2,89,TD,True,21,21,28,21,
Oklahoma State,Big 12,Baylor,Big 12,400868878,40086887818,18,True,3,75,75,"{'minutes': 6, 'seconds': 56}",3,11,11,"{'minutes': 2, 'seconds': 13}",11,64,FG,False,21,28,24,28,
Baylor,Big 12,Oklahoma State,Big 12,400868878,40086887819,19,False,3,15,85,"{'minutes': 2, 'seconds': 13}",3,24,76,"{'seconds': 46, 'minutes': 0}",4,9,DOWNS,True,28,24,28,24,
Oklahoma State,Big 12,Baylor,Big 12,400868878,40086887820,20,False,3,24,24,"{'seconds': 46, 'minutes': 0}",4,4,4,"{'minutes': 12, 'seconds': 59}",7,21,DOWNS,False,24,28,24,28,
Baylor,Big 12,Oklahoma State,Big 12,400868878,40086887821,21,False,4,3,97,"{'minutes': 12, 'seconds': 59}",4,24,76,"{'minutes': 11, 'seconds': 1}",5,21,PUNT,True,28,24,28,24,
Oklahoma State,Big 12,Baylor,Big 12,400868878,40086887822,22,False,4,77,77,"{'minutes': 11, 'seconds': 1}",4,14,14,"{'minutes': 9, 'seconds': 12}",6,76,FUMBLE,False,24,28,24,28,
Baylor,Big 12,Oklahoma State,Big 12,400868878,40086887823,23,True,4,1,99,"{'minutes': 9, 'seconds': 12}",4,100,0,"{'minutes': 5, 'seconds': 14}",9,99,TD,True,28,24,35,24,
Oklahoma State,Big 12,Baylor,Big 12,400868878,40086887824,24,False,4,85,85,"{'minutes': 5, 'seconds': 14}",4,60,60,"{'minutes': 2, 'seconds': 36}",9,25,INT,False,24,35,24,35,
Baylor,Big 12,Oklahoma State,Big 12,400868878,40086887825,25,False,4,48,52,"{'minutes': 2, 'seconds': 36}",4,46,54,"{'minutes': 2, 'seconds': 2}",3,-2,PUNT,True,35,24,35,24,
Oklahoma State,Big 12,Baylor,Big 12,400868878,40086887826,26,False,4,80,80,"{'minutes': 2, 'seconds': 2}",4,24,24,"{'minutes': 0, 'seconds': 0}",9,56,END OF GAME,False,24,35,24,35,
Baylor,Big 12,Iowa State,Big 12,400868879,4008688791,1,False,1,75,75,"{'minutes': 15, 'seconds': 0}",1,67,67,"{'minutes': 13, 'seconds': 17}",6,8,PUNT,False,0,0,0,0,
Iowa State,Big 12,Baylor,Big 12,400868879,4008688792,2,True,1,19,81,"{'minutes': 13, 'seconds': 17}",1,100,0,"{'minutes': 9, 'seconds': 36}",8,81,TD,True,0,0,7,0,
Baylor,Big 12,Iowa State,Big 12,400868879,4008688793,3,False,1,75,75,"{'minutes': 9, 'seconds': 36}",1,30,30,"{'minutes': 6, 'seconds': 27}",10,45,DOWNS,False,0,7,0,7,
Iowa State,Big 12,Baylor,Big 12,400868879,4008688794,4,True,1,30,70,"{'minutes': 6, 'seconds': 27}",1,100,0,"{'minutes': 3, 'seconds': 6}",8,70,TD,True,7,0,14,0,
Baylor,Big 12,Iowa State,Big 12,400868879,4008688795,5,True,1,75,75,"{'minutes': 3, 'seconds': 6}",1,0,0,"{'minutes': 1, 'seconds': 12}",8,75,TD,False,0,14,7,14,
Iowa State,Big 12,Baylor,Big 12,400868879,4008688796,6,True,1,22,78,"{'minutes': 1, 'seconds': 12}",2,100,0,"{'minutes': 11, 'seconds': 40}",13,78,TD,True,14,7,21,7,
Baylor,Big 12,Iowa State,Big 12,400868879,4008688797,7,True,2,85,85,"{'minutes': 11, 'seconds': 40}",2,0,0,"{'minutes': 10, 'seconds': 28}",5,85,TD,False,7,21,14,21,
Iowa State,Big 12,Baylor,Big 12,400868879,4008688798,8,True,2,25,75,"{'minutes': 10, 'seconds': 28}",2,100,0,"{'minutes': 2, 'seconds': 48}",16,75,TD,True,21,14,28,14,
Baylor,Big 12,Iowa State,Big 12,400868879,4008688799,9,True,2,75,75,"{'minutes': 2, 'seconds': 48}",2,0,0,"{'seconds': 53, 'minutes': 0}",6,75,TD,False,14,28,21,28,
Iowa State,Big 12,Baylor,Big 12,400868879,40086887910,10,False,2,26,74,"{'seconds': 53, 'minutes': 0}",2,18,82,"{'minutes': 0, 'seconds': 0}",2,-8,END OF HALF,True,28,21,28,21,
Iowa State,Big 12,Baylor,Big 12,400868879,40086887911,11,True,3,45,55,"{'minutes': 15, 'seconds': 0}",3,100,0,"{'minutes': 9, 'seconds': 44}",13,55,TD,True,28,21,35,21,
Baylor,Big 12,Iowa State,Big 12,400868879,40086887912,12,True,3,75,75,"{'minutes': 9, 'seconds': 44}",3,0,0,"{'minutes': 6, 'seconds': 48}",9,75,TD,False,21,35,28,35,
Iowa State,Big 12,Baylor,Big 12,400868879,40086887913,13,True,3,25,75,"{'minutes': 6, 'seconds': 48}",3,100,0,"{'minutes': 4, 'seconds': 31}",5,75,TD,True,35,28,42,28,
Baylor,Big 12,Iowa State,Big 12,400868879,40086887914,14,False,3,75,75,"{'minutes': 4, 'seconds': 31}",3,64,64,"{'minutes': 1, 'seconds': 57}",5,11,PUNT,False,28,42,28,42,
Iowa State,Big 12,Baylor,Big 12,400868879,40086887915,15,False,3,24,76,"{'minutes': 1, 'seconds': 57}",4,36,64,"{'minutes': 13, 'seconds': 43}",6,12,PUNT,True,42,28,42,28,
Baylor,Big 12,Iowa State,Big 12,400868879,40086887916,16,True,4,86,86,"{'minutes': 13, 'seconds': 43}",4,0,0,"{'minutes': 11, 'seconds': 40}",8,86,TD,False,28,42,35,42,
Iowa State,Big 12,Baylor,Big 12,400868879,40086887917,17,False,4,10,90,"{'minutes': 11, 'seconds': 40}",4,17,83,"{'minutes': 10, 'seconds': 7}",3,7,PUNT,True,42,35,42,35,
Baylor,Big 12,Iowa State,Big 12,400868879,40086887918,18,True,4,84,84,"{'minutes': 10, 'seconds': 7}",4,0,0,"{'minutes': 6, 'seconds': 27}",10,84,TD,False,35,42,42,42,
Iowa State,Big 12,Baylor,Big 12,400868879,40086887919,19,False,4,50,50,"{'minutes': 6, 'seconds': 27}",4,49,51,"{'minutes': 4, 'seconds': 54}",3,-1,PUNT,True,42,42,42,42,
Baylor,Big 12,Iowa State,Big 12,400868879,40086887920,20,True,4,85,85,"{'minutes': 4, 'seconds': 54}",4,65,65,"{'minutes': 0, 'seconds': 0}",18,83,END OF GAME,False,42,42,45,42,
Baylor,Big 12,Kansas,Big 12,400868880,4008688801,1,True,1,25,75,"{'minutes': 15, 'seconds': 0}",1,100,0,"{'minutes': 11, 'seconds': 55}",11,75,TD,True,0,0,7,0,
Kansas,Big 12,Baylor,Big 12,400868880,4008688802,2,True,1,80,80,"{'minutes': 11, 'seconds': 55}",1,42,42,"{'minutes': 8, 'seconds': 40}",9,38,INT TD,False,0,7,0,14,
Kansas,Big 12,Baylor,Big 12,400868880,4008688803,3,False,1,84,84,"{'minutes': 8, 'seconds': 40}",1,85,85,"{'minutes': 6, 'seconds': 56}",3,-1,PUNT,False,0,14,0,14,
Baylor,Big 12,Kansas,Big 12,400868880,4008688804,4,False,1,3,97,"{'minutes': 6, 'seconds': 56}",1,12,88,"{'minutes': 5, 'seconds': 49}",3,9,PUNT,True,14,0,14,0,
Kansas,Big 12,Baylor,Big 12,400868880,4008688805,5,False,1,49,49,"{'minutes': 5, 'seconds': 49}",1,42,42,"{'minutes': 4, 'seconds': 20}",4,7,DOWNS,False,0,14,0,14,
Baylor,Big 12,Kansas,Big 12,400868880,4008688806,6,True,1,42,58,"{'minutes': 4, 'seconds': 20}",1,100,0,"{'minutes': 2, 'seconds': 47}",6,58,TD,True,14,0,21,0,
Kansas,Big 12,Baylor,Big 12,400868880,4008688807,7,False,1,65,65,"{'minutes': 2, 'seconds': 47}",1,79,79,"{'seconds': 40, 'minutes': 0}",5,13,PUNT,False,0,21,0,21,
Baylor,Big 12,Kansas,Big 12,400868880,4008688808,8,False,1,44,56,"{'seconds': 40, 'minutes': 0}",1,44,56,"{'seconds': 27, 'minutes': 0}",3,0,PUNT,True,21,0,21,0,
Kansas,Big 12,Baylor,Big 12,400868880,4008688809,9,False,1,92,92,"{'seconds': 27, 'minutes': 0}",2,92,92,"{'minutes': 12, 'seconds': 25}",5,0,PUNT,False,0,21,0,21,
Baylor,Big 12,Kansas,Big 12,400868880,40086888010,10,False,2,63,37,"{'minutes': 12, 'seconds': 25}",2,81,19,"{'minutes': 11, 'seconds': 0}",7,18,MISSED FG,True,21,0,21,0,
Kansas,Big 12,Baylor,Big 12,400868880,40086888011,11,False,2,80,80,"{'minutes': 11, 'seconds': 0}",2,42,42,"{'minutes': 9, 'seconds': 27}",4,38,INT,False,0,21,0,21,
Baylor,Big 12,Kansas,Big 12,400868880,40086888012,12,False,2,81,19,"{'minutes': 9, 'seconds': 27}",2,83,17,"{'minutes': 8, 'seconds': 31}",4,2,MISSED FG,True,21,0,21,0,
Kansas,Big 12,Baylor,Big 12,400868880,40086888013,13,False,2,80,80,"{'minutes': 8, 'seconds': 31}",2,83,83,"{'minutes': 6, 'seconds': 37}",3,-3,PUNT,False,0,21,0,21,
Baylor,Big 12,Kansas,Big 12,400868880,40086888014,14,True,2,41,59,"{'minutes': 6, 'seconds': 37}",2,100,0,"{'minutes': 6, 'seconds': 26}",1,59,TD,True,28,0,28,0,
Kansas,Big 12,Baylor,Big 12,400868880,40086888015,15,False,2,86,86,"{'minutes': 6, 'seconds': 26}",2,93,93,"{'minutes': 5, 'seconds': 53}",1,-10,FUMBLE,False,0,28,0,28,
Baylor,Big 12,Kansas,Big 12,400868880,40086888016,16,True,2,96,4,"{'minutes': 5, 'seconds': 53}",2,100,0,"{'minutes': 5, 'seconds': 49}",1,4,TD,True,28,0,35,0,
Kansas,Big 12,Baylor,Big 12,400868880,40086888017,17,False,2,75,75,"{'minutes': 5, 'seconds': 49}",2,58,58,"{'minutes': 3, 'seconds': 48}",4,17,PUNT,False,0,35,0,35,
Baylor,Big 12,Kansas,Big 12,400868880,40086888018,18,True,2,27,73,"{'minutes': 3, 'seconds': 48}",2,100,0,"{'minutes': 1, 'seconds': 45}",10,73,TD,True,35,0,42,0,
Kansas,Big 12,Baylor,Big 12,400868880,40086888019,19,False,2,75,75,"{'minutes': 1, 'seconds': 45}",2,59,59,"{'minutes': 0, 'seconds': 0}",4,16,END OF HALF,False,0,42,0,42,
Kansas,Big 12,Baylor,Big 12,400868880,40086888020,20,False,3,84,84,"{'minutes': 15, 'seconds': 0}",3,66,66,"{'minutes': 14, 'seconds': 4}",3,18,INT,False,0,42,0,42,
Baylor,Big 12,Kansas,Big 12,400868880,40086888021,21,True,3,29,71,"{'minutes': 14, 'seconds': 4}",3,100,0,"{'minutes': 11, 'seconds': 0}",10,71,TD,True,42,0,49,0,
