_offense,_offense_conference,_defense,_defense_conference,_game_id,_id,_drive_number,_scoring,_start_period,_start_yardline,_start_yards_to_goal,_start_time,_end_period,_end_yardline,_end_yards_to_goal,_end_time,_plays,_yards,_drive_result,_is_home_offense,_start_offense_score,_start_defense_score,_end_offense_score,_end_defense_score,discriminator
Temple,American Athletic,Vanderbilt,SEC,400547640,4005476401,1,False,1,35,35,"{'minutes': 15, 'seconds': 0}",1,63,63,"{'minutes': 12, 'seconds': 7}",6,18,PUNT,False,0,0,0,0,
Vanderbilt,SEC,Temple,American Athletic,400547640,4005476402,2,False,1,28,72,"{'minutes': 12, 'seconds': 7}",1,31,69,"{'minutes': 10, 'seconds': 4}",3,3,PUNT,True,0,0,0,0,
Temple,American Athletic,Vanderbilt,SEC,400547640,4005476403,3,False,1,73,73,"{'minutes': 10, 'seconds': 4}",1,64,64,"{'minutes': 8, 'seconds': 26}",3,9,PUNT,False,0,0,0,0,
Vanderbilt,SEC,Temple,American Athletic,400547640,4005476404,4,False,1,21,79,"{'minutes': 8, 'seconds': 26}",1,25,75,"{'minutes': 6, 'seconds': 44}",3,4,PUNT,True,0,0,0,0,
Temple,American Athletic,Vanderbilt,SEC,400547640,4005476405,5,False,1,64,64,"{'minutes': 6, 'seconds': 44}",1,75,75,"{'minutes': 5, 'seconds': 36}",3,-11,PUNT,False,0,0,0,0,
Vanderbilt,SEC,Temple,American Athletic,400547640,4005476406,6,False,1,46,54,"{'minutes': 5, 'seconds': 36}",1,40,60,"{'minutes': 5, 'seconds': 25}",1,-6,FUMBLE,True,0,0,0,0,
Temple,American Athletic,Vanderbilt,SEC,400547640,4005476407,7,True,1,40,40,"{'minutes': 5, 'seconds': 25}",1,0,0,"{'minutes': 3, 'seconds': 39}",4,40,TD,False,0,0,7,0,
Vanderbilt,SEC,Temple,American Athletic,400547640,4005476408,8,False,1,65,35,"{'minutes': 3, 'seconds': 39}",1,45,55,"{'seconds': 41, 'minutes': 0}",6,24,PUNT,True,0,7,0,7,
Temple,American Athletic,Vanderbilt,SEC,400547640,4005476409,9,False,1,98,98,"{'seconds': 41, 'minutes': 0}",2,78,78,"{'minutes': 14, 'seconds': 4}",5,20,PUNT,False,7,0,7,0,
Vanderbilt,SEC,Temple,American Athletic,400547640,40054764010,10,False,2,34,66,"{'minutes': 14, 'seconds': 4}",2,46,54,"{'minutes': 11, 'seconds': 56}",4,12,PUNT,True,0,7,0,7,
