_offense,_offense_conference,_defense,_defense_conference,_game_id,_id,_drive_number,_scoring,_start_period,_start_yardline,_start_yards_to_goal,_start_time,_end_period,_end_yardline,_end_yards_to_goal,_end_time,_plays,_yards,_drive_result,_is_home_offense,_start_offense_score,_start_defense_score,_end_offense_score,_end_defense_score,discriminator
Southern Utah,,South Alabama,Sun Belt,332410006,33241000616,16,False,3,73,73,"{'minutes': 5, 'seconds': 23}",3,76,76,"{'minutes': 1, 'seconds': 23}",3,-3,PUNT,False,13,14,13,14,
South Alabama,Sun Belt,Southern Utah,,332410006,33241000617,17,True,3,36,64,"{'minutes': 1, 'seconds': 23}",4,100,0,"{'minutes': 14, 'seconds': 47}",7,64,PASSING TD,True,14,13,21,13,
Southern Utah,,South Alabama,Sun Belt,332410006,33241000618,18,False,4,81,81,"{'minutes': 14, 'seconds': 47}",4,77,77,"{'minutes': 13, 'seconds': 22}",3,4,PUNT,False,13,21,13,21,
South Alabama,Sun Belt,Southern Utah,,332410006,33241000619,19,False,4,32,68,"{'minutes': 13, 'seconds': 22}",4,50,50,"{'minutes': 13, 'seconds': 22}",6,18,PUNT,True,21,13,21,13,
Southern Utah,,South Alabama,Sun Belt,332410006,33241000620,20,False,4,83,83,"{'minutes': 13, 'seconds': 22}",4,74,74,"{'minutes': 9, 'seconds': 24}",3,9,PUNT,False,19,21,19,21,
South Alabama,Sun Belt,Southern Utah,,332410006,33241000621,21,False,4,22,78,"{'minutes': 9, 'seconds': 24}",4,23,77,"{'minutes': 8, 'seconds': 28}",3,1,INT,True,21,19,21,19,
Southern Utah,,South Alabama,Sun Belt,332410006,33241000622,22,True,4,50,50,"{'minutes': 8, 'seconds': 28}",4,0,0,"{'minutes': 6, 'seconds': 13}",5,43,PASSING TD,False,19,21,19,21,
South Alabama,Sun Belt,Southern Utah,,332410006,33241000623,23,False,4,25,75,"{'minutes': 6, 'seconds': 13}",4,26,74,"{'minutes': 6, 'seconds': 13}",3,1,PUNT,True,21,19,21,19,
Southern Utah,,South Alabama,Sun Belt,332410006,33241000624,24,True,4,65,65,"{'minutes': 6, 'seconds': 13}",4,11,11,"{'minutes': 0, 'seconds': 0}",11,54,FG GOOD,False,19,21,22,21,
San José State,Mountain West,Sacramento State,,332410023,33241002301,1,False,1,25,75,"{'minutes': 15, 'seconds': 0}",1,27,73,"{'minutes': 14, 'seconds': 0}",3,2,PUNT,True,0,0,0,0,
Sacramento State,,San José State,Mountain West,332410023,33241002302,2,False,1,65,65,"{'minutes': 14, 'seconds': 0}",1,3,3,"{'minutes': 11, 'seconds': 30}",6,18,INT,False,0,0,0,0,
San José State,Mountain West,Sacramento State,,332410023,33241002303,3,True,1,68,32,"{'minutes': 11, 'seconds': 30}",1,70,30,"{'minutes': 8, 'seconds': 57}",6,12,FG GOOD,True,0,0,3,0,
Sacramento State,,San José State,Mountain West,332410023,33241002304,4,False,1,79,79,"{'minutes': 8, 'seconds': 57}",1,76,76,"{'minutes': 6, 'seconds': 53}",3,3,PUNT,False,0,3,0,3,
San José State,Mountain West,Sacramento State,,332410023,33241002305,5,False,1,20,80,"{'minutes': 6, 'seconds': 53}",1,22,78,"{'minutes': 5, 'seconds': 21}",3,-4,PUNT,True,3,0,3,0,
Sacramento State,,San José State,Mountain West,332410023,33241002306,6,False,1,55,55,"{'minutes': 5, 'seconds': 21}",1,57,57,"{'minutes': 3, 'seconds': 26}",3,-2,PUNT,False,0,3,0,3,
San José State,Mountain West,Sacramento State,,332410023,33241002307,7,False,1,17,83,"{'minutes': 3, 'seconds': 26}",1,84,16,"{'seconds': 8, 'minutes': 0}",9,49,TURNOVER ON DOWNS,True,3,0,3,0,
Sacramento State,,San José State,Mountain West,332410023,33241002308,8,False,1,66,66,"{'seconds': 8, 'minutes': 0}",2,60,60,"{'minutes': 14, 'seconds': 30}",3,6,INT,False,0,3,0,3,
San José State,Mountain West,Sacramento State,,332410023,33241002309,9,True,2,17,83,"{'minutes': 14, 'seconds': 30}",2,100,0,"{'minutes': 12, 'seconds': 43}",5,83,PASSING TD,True,3,0,10,0,
Sacramento State,,San José State,Mountain West,332410023,33241002310,10,False,2,85,85,"{'minutes': 12, 'seconds': 43}",2,73,73,"{'minutes': 9, 'seconds': 48}",5,12,PUNT,False,0,10,0,10,
San José State,Mountain West,Sacramento State,,332410023,33241002311,11,False,2,26,74,"{'minutes': 9, 'seconds': 48}",2,34,66,"{'minutes': 8, 'seconds': 10}",3,8,PUNT,True,10,0,10,0,
Sacramento State,,San José State,Mountain West,332410023,33241002312,12,False,2,89,89,"{'minutes': 8, 'seconds': 10}",2,21,21,"{'minutes': 2, 'seconds': 0}",12,60,FG MISSED,False,0,10,0,10,
San José State,Mountain West,Sacramento State,,332410023,33241002313,13,True,2,29,71,"{'minutes': 2, 'seconds': 0}",2,100,0,"{'seconds': 26, 'minutes': 0}",9,70,PASSING TD,True,10,0,17,0,
Sacramento State,,San José State,Mountain West,332410023,33241002314,14,False,2,75,75,"{'seconds': 26, 'minutes': 0}",2,75,75,"{'minutes': 0, 'seconds': 0}",1,0,END OF HALF,False,0,17,0,17,
Sacramento State,,San José State,Mountain West,332410023,33241002315,15,False,3,75,75,"{'minutes': 15, 'seconds': 0}",3,22,22,"{'minutes': 9, 'seconds': 34}",14,47,FG MISSED,False,0,17,0,17,
San José State,Mountain West,Sacramento State,,332410023,33241002316,16,True,3,28,72,"{'minutes': 9, 'seconds': 34}",3,100,0,"{'minutes': 8, 'seconds': 9}",7,72,RUSHING TD,True,17,0,24,0,
Sacramento State,,San José State,Mountain West,332410023,33241002317,17,False,3,70,70,"{'minutes': 8, 'seconds': 9}",3,48,48,"{'minutes': 2, 'seconds': 20}",13,68,TURNOVER ON DOWNS,False,0,24,0,24,
San José State,Mountain West,Sacramento State,,332410023,33241002318,18,False,3,2,98,"{'minutes': 2, 'seconds': 20}",3,10,90,"{'minutes': 1, 'seconds': 20}",3,8,PUNT,True,24,0,24,0,
Sacramento State,,San José State,Mountain West,332410023,33241002319,19,False,3,47,47,"{'minutes': 1, 'seconds': 20}",4,42,42,"{'minutes': 11, 'seconds': 40}",13,39,TURNOVER ON DOWNS,False,0,24,0,24,
San José State,Mountain West,Sacramento State,,332410023,33241002320,20,False,4,8,92,"{'minutes': 11, 'seconds': 40}",4,16,84,"{'minutes': 8, 'seconds': 40}",3,8,PUNT,True,24,0,24,0,
Sacramento State,,San José State,Mountain West,332410023,33241002321,21,False,4,51,51,"{'minutes': 8, 'seconds': 40}",4,51,51,"{'minutes': 7, 'seconds': 52}",3,0,PUNT,False,0,24,0,24,
San José State,Mountain West,Sacramento State,,332410023,33241002322,22,False,4,3,97,"{'minutes': 7, 'seconds': 52}",4,94,6,"{'minutes': 2, 'seconds': 6}",10,53,PUNT,True,24,0,24,0,
Sacramento State,,San José State,Mountain West,332410023,33241002323,23,False,4,97,97,"{'minutes': 2, 'seconds': 6}",4,95,95,"{'minutes': 0, 'seconds': 0}",3,2,PUNT,False,0,24,0,24,
Connecticut,American Athletic,Towson,,332410041,33241004101,1,False,1,25,75,"{'minutes': 15, 'seconds': 0}",1,34,66,"{'minutes': 13, 'seconds': 42}",3,9,PUNT,True,0,0,0,0,
Towson,,Connecticut,American Athletic,332410041,33241004102,2,False,1,73,73,"{'minutes': 13, 'seconds': 42}",1,14,14,"{'minutes': 8, 'seconds': 56}",8,38,INT,False,0,0,0,0,
Connecticut,American Athletic,Towson,,332410041,33241004103,3,True,1,8,92,"{'minutes': 8, 'seconds': 56}",1,100,0,"{'minutes': 4, 'seconds': 55}",9,92,PASSING TD,True,0,0,7,0,
Towson,,Connecticut,American Athletic,332410041,33241004104,4,True,1,66,66,"{'minutes': 4, 'seconds': 55}",1,0,0,"{'minutes': 2, 'seconds': 51}",4,66,PASSING TD,False,0,7,7,7,
Connecticut,American Athletic,Towson,,332410041,33241004105,5,False,1,16,84,"{'minutes': 2, 'seconds': 51}",1,21,79,"{'seconds': 59, 'minutes': 0}",3,5,PUNT,True,7,7,7,7,
Towson,,Connecticut,American Athletic,332410041,33241004106,6,False,1,63,63,"{'seconds': 59, 'minutes': 0}",2,2,2,"{'minutes': 13, 'seconds': 27}",5,15,PUNT,False,0,0,7,7,
Connecticut,American Athletic,Towson,,332410041,33241004107,7,False,2,16,84,"{'minutes': 13, 'seconds': 27}",2,25,75,"{'minutes': 11, 'seconds': 28}",3,9,PUNT,True,7,7,7,7,
Towson,,Connecticut,American Athletic,332410041,33241004108,8,False,2,58,58,"{'minutes': 11, 'seconds': 28}",2,12,12,"{'minutes': 7, 'seconds': 48}",7,21,TURNOVER ON DOWNS,False,7,7,7,7,
Connecticut,American Athletic,Towson,,332410041,33241004109,9,False,2,37,63,"{'minutes': 7, 'seconds': 48}",2,37,63,"{'minutes': 7, 'seconds': 40}",1,0,INT,True,7,13,7,13,
Towson,,Connecticut,American Athletic,332410041,33241004110,10,True,2,29,29,"{'minutes': 7, 'seconds': 40}",2,0,0,"{'minutes': 7, 'seconds': 4}",2,29,RUSHING TD,False,13,7,13,7,
Connecticut,American Athletic,Towson,,332410041,33241004111,11,True,2,24,76,"{'minutes': 7, 'seconds': 4}",2,55,45,"{'minutes': 1, 'seconds': 48}",11,71,FG GOOD,True,7,13,10,13,
Towson,,Connecticut,American Athletic,332410041,33241004112,12,False,2,76,76,"{'minutes': 1, 'seconds': 48}",2,74,74,"{'seconds': 11, 'minutes': 0}",3,2,PUNT,False,13,10,13,10,
Connecticut,American Athletic,Towson,,332410041,33241004113,13,False,2,61,39,"{'seconds': 11, 'minutes': 0}",2,94,6,"{'minutes': 0, 'seconds': 0}",2,-5,END OF HALF,True,10,13,10,13,
Towson,,Connecticut,American Athletic,332410041,33241004114,14,False,3,75,75,"{'minutes': 15, 'seconds': 0}",3,70,70,"{'minutes': 13, 'seconds': 33}",3,5,PUNT,False,13,10,13,10,
Connecticut,American Athletic,Towson,,332410041,33241004115,15,False,3,37,63,"{'minutes': 13, 'seconds': 33}",3,41,59,"{'minutes': 12, 'seconds': 44}",3,4,PUNT,True,10,13,10,13,
Towson,,Connecticut,American Athletic,332410041,33241004116,16,True,3,95,95,"{'minutes': 12, 'seconds': 44}",3,0,0,"{'minutes': 5, 'seconds': 9}",13,95,RUSHING TD,False,13,10,19,10,
Connecticut,American Athletic,Towson,,332410041,33241004117,17,False,3,24,76,"{'minutes': 5, 'seconds': 9}",3,25,75,"{'minutes': 2, 'seconds': 43}",4,1,PUNT,True,10,19,10,19,
Towson,,Connecticut,American Athletic,332410041,33241004118,18,False,3,70,70,"{'minutes': 2, 'seconds': 43}",3,62,62,"{'seconds': 55, 'minutes': 0}",3,8,PUNT,False,19,10,19,10,
Connecticut,American Athletic,Towson,,332410041,33241004119,19,False,3,25,75,"{'seconds': 55, 'minutes': 0}",4,82,18,"{'minutes': 13, 'seconds': 38}",6,42,FUMBLE,True,10,19,10,19,
Towson,,Connecticut,American Athletic,332410041,33241004120,20,False,4,67,67,"{'minutes': 13, 'seconds': 38}",4,67,67,"{'minutes': 12, 'seconds': 35}",3,0,PUNT,False,19,10,19,10,
Connecticut,American Athletic,Towson,,332410041,33241004121,21,False,4,32,68,"{'minutes': 12, 'seconds': 35}",4,35,65,"{'minutes': 11, 'seconds': 16}",3,3,PUNT,True,10,19,10,19,
Towson,,Connecticut,American Athletic,332410041,33241004122,22,True,4,68,68,"{'minutes': 11, 'seconds': 16}",4,0,0,"{'minutes': 5, 'seconds': 14}",10,68,RUSHING TD,False,19,10,26,10,
Connecticut,American Athletic,Towson,,332410041,33241004123,23,True,4,32,68,"{'minutes': 5, 'seconds': 14}",4,100,0,"{'minutes': 3, 'seconds': 29}",7,68,PASSING TD,True,16,26,18,26,
Towson,,Connecticut,American Athletic,332410041,33241004124,24,False,4,80,80,"{'minutes': 3, 'seconds': 29}",4,73,73,"{'minutes': 2, 'seconds': 56}",3,7,FUMBLE,False,26,18,26,18,
Towson,,Connecticut,American Athletic,332410041,33241004125,25,True,4,30,30,"{'minutes': 2, 'seconds': 56}",4,0,0,"{'seconds': 16, 'minutes': 0}",6,30,RUSHING TD,False,26,18,33,18,
Connecticut,American Athletic,Towson,,332410041,33241004126,26,False,4,31,69,"{'seconds': 16, 'minutes': 0}",4,38,62,"{'minutes': 0, 'seconds': 0}",1,7,END OF GAME,True,18,33,18,33,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006201,1,False,1,12,88,"{'minutes': 15, 'seconds': 0}",1,7,93,"{'minutes': 13, 'seconds': 16}",3,-10,PUNT,True,0,0,0,0,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006202,2,False,1,52,52,"{'minutes': 13, 'seconds': 16}",1,24,24,"{'minutes': 9, 'seconds': 44}",7,26,TURNOVER ON DOWNS,False,0,0,0,0,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006203,3,False,1,26,74,"{'minutes': 9, 'seconds': 44}",1,26,74,"{'minutes': 9, 'seconds': 38}",1,0,INT,True,0,0,0,0,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006204,4,True,1,38,38,"{'minutes': 9, 'seconds': 38}",1,47,47,"{'minutes': 7, 'seconds': 5}",8,35,FG GOOD,False,0,0,3,0,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006205,5,False,1,20,80,"{'minutes': 7, 'seconds': 5}",1,47,53,"{'minutes': 3, 'seconds': 1}",8,27,PUNT,True,0,0,0,3,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006206,6,False,1,89,89,"{'minutes': 3, 'seconds': 1}",1,69,69,"{'seconds': 39, 'minutes': 0}",4,20,PUNT,False,3,0,3,0,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006207,7,False,1,35,65,"{'seconds': 39, 'minutes': 0}",2,88,12,"{'minutes': 14, 'seconds': 11}",4,27,PUNT,True,0,3,0,3,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006208,8,True,2,99,99,"{'minutes': 14, 'seconds': 11}",2,98,98,"{'minutes': 13, 'seconds': 58}",1,-1,Uncategorized,False,3,0,3,2,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006209,9,True,2,59,41,"{'minutes': 13, 'seconds': 58}",2,74,26,"{'minutes': 11, 'seconds': 43}",7,17,FG GOOD,True,2,3,5,3,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006210,10,False,2,78,78,"{'minutes': 11, 'seconds': 43}",2,71,71,"{'minutes': 10, 'seconds': 38}",3,7,PUNT,False,3,5,3,5,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006211,11,False,2,36,64,"{'minutes': 10, 'seconds': 38}",2,38,62,"{'minutes': 9, 'seconds': 16}",3,2,PUNT,True,5,3,5,3,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006212,12,False,2,65,65,"{'minutes': 9, 'seconds': 16}",2,20,20,"{'minutes': 6, 'seconds': 46}",5,35,INT,False,3,5,3,5,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006213,13,False,2,25,75,"{'minutes': 6, 'seconds': 46}",2,23,77,"{'minutes': 6, 'seconds': 4}",3,-2,INT,True,0,0,5,3,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006214,14,True,2,30,30,"{'minutes': 6, 'seconds': 4}",2,0,0,"{'minutes': 4, 'seconds': 18}",5,30,PASSING TD,False,3,5,10,5,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006215,15,True,2,17,83,"{'minutes': 4, 'seconds': 18}",2,31,69,"{'minutes': 2, 'seconds': 49}",6,14,INT TD,True,5,10,5,17,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006216,16,False,2,23,77,"{'minutes': 2, 'seconds': 49}",2,25,75,"{'minutes': 1, 'seconds': 12}",3,2,FUMBLE,True,5,17,5,17,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006217,17,False,2,67,33,"{'minutes': 1, 'seconds': 12}",2,90,10,"{'seconds': 22, 'minutes': 0}",4,-7,TURNOVER ON DOWNS,True,5,17,5,17,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006218,18,True,2,60,60,"{'seconds': 22, 'minutes': 0}",2,65,65,"{'minutes': 0, 'seconds': 0}",4,25,END OF HALF,False,17,5,20,5,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006219,19,False,3,65,65,"{'minutes': 15, 'seconds': 0}",3,65,65,"{'minutes': 14, 'seconds': 2}",3,0,PUNT,False,20,5,20,5,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006220,20,False,3,1,99,"{'minutes': 14, 'seconds': 2}",3,7,93,"{'minutes': 12, 'seconds': 21}",3,6,PUNT,True,5,20,5,20,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006221,21,False,3,44,44,"{'minutes': 12, 'seconds': 21}",3,2,2,"{'minutes': 10, 'seconds': 37}",3,-4,PUNT,False,20,5,20,5,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006222,22,False,3,12,88,"{'minutes': 10, 'seconds': 37}",3,39,61,"{'minutes': 8, 'seconds': 51}",5,27,PUNT,True,5,20,5,20,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006223,23,False,3,71,71,"{'minutes': 8, 'seconds': 51}",3,61,61,"{'minutes': 6, 'seconds': 33}",3,7,PUNT,False,20,5,20,5,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006224,24,False,3,17,83,"{'minutes': 6, 'seconds': 33}",3,75,25,"{'minutes': 3, 'seconds': 16}",8,58,INT,True,5,20,5,20,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006225,25,True,3,90,90,"{'minutes': 3, 'seconds': 16}",4,45,45,"{'minutes': 13, 'seconds': 10}",13,85,FG GOOD,False,20,5,23,5,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006226,26,False,4,31,69,"{'minutes': 13, 'seconds': 10}",4,44,56,"{'minutes': 11, 'seconds': 52}",5,13,PUNT,True,5,23,5,23,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006227,27,False,4,85,85,"{'minutes': 11, 'seconds': 52}",4,52,52,"{'minutes': 8, 'seconds': 0}",7,33,PUNT,False,23,5,23,5,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006228,28,False,4,11,89,"{'minutes': 8, 'seconds': 0}",4,44,56,"{'minutes': 5, 'seconds': 27}",7,27,PUNT,True,5,23,5,23,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006229,29,True,4,80,80,"{'minutes': 5, 'seconds': 27}",4,0,0,"{'seconds': 42, 'minutes': 0}",10,80,RUSHING TD,False,23,5,30,5,
Hawai'i,Mountain West,USC,Pac-12,332410062,33241006230,30,True,4,40,60,"{'seconds': 42, 'minutes': 0}",4,100,0,"{'seconds': 30, 'minutes': 0}",2,60,PASSING TD,True,5,30,13,30,
USC,Pac-12,Hawai'i,Mountain West,332410062,33241006231,31,False,4,43,43,"{'seconds': 30, 'minutes': 0}",4,11,11,"{'minutes': 0, 'seconds': 0}",1,4,END OF HALF,False,30,13,30,13,
Indiana State,,Indiana,Big Ten,332410084,33241008421,1,True,0,3,3,"{'minutes': 0, 'seconds': 0}",2,0,0,"{'seconds': 8, 'minutes': 0}",7,-10,FUMBLE RETURN TD,False,20,45,21,45,
Indiana State,,Indiana,Big Ten,332410084,33241008401,2,False,1,75,75,"{'minutes': 15, 'seconds': 0}",1,68,68,"{'minutes': 13, 'seconds': 33}",4,-7,TURNOVER ON DOWNS,False,0,0,0,0,
Indiana,Big Ten,Indiana State,,332410084,33241008402,3,True,1,86,14,"{'minutes': 13, 'seconds': 33}",1,100,0,"{'minutes': 12, 'seconds': 32}",3,18,PASSING TD,True,0,0,7,0,
Indiana State,,Indiana,Big Ten,332410084,33241008403,4,True,1,64,64,"{'minutes': 12, 'seconds': 32}",1,0,0,"{'minutes': 8, 'seconds': 27}",10,75,PASSING TD,False,0,7,7,7,
Indiana,Big Ten,Indiana State,,332410084,33241008404,5,False,1,32,68,"{'minutes': 8, 'seconds': 27}",1,84,16,"{'minutes': 6, 'seconds': 10}",7,38,TURNOVER ON DOWNS,True,7,7,7,7,
Indiana State,,Indiana,Big Ten,332410084,33241008405,6,False,1,66,66,"{'minutes': 6, 'seconds': 10}",1,71,71,"{'minutes': 4, 'seconds': 35}",3,-5,PUNT,False,7,7,7,7,
Indiana,Big Ten,Indiana State,,332410084,33241008406,7,True,1,36,64,"{'minutes': 4, 'seconds': 35}",1,100,0,"{'minutes': 3, 'seconds': 44}",4,64,PASSING TD,True,7,7,14,7,
Indiana State,,Indiana,Big Ten,332410084,33241008407,8,False,1,75,75,"{'minutes': 3, 'seconds': 44}",1,60,60,"{'minutes': 3, 'seconds': 37}",1,17,FUMBLE,False,7,14,7,14,
Indiana,Big Ten,Indiana State,,332410084,33241008408,9,True,1,59,41,"{'minutes': 3, 'seconds': 37}",1,100,0,"{'minutes': 2, 'seconds': 46}",4,41,RUSHING TD,True,14,7,21,7,
Indiana State,,Indiana,Big Ten,332410084,33241008409,10,False,1,91,91,"{'minutes': 2, 'seconds': 46}",1,79,79,"{'seconds': 54, 'minutes': 0}",4,12,INT,False,7,21,7,21,
Indiana,Big Ten,Indiana State,,332410084,33241008410,11,True,1,85,15,"{'seconds': 54, 'minutes': 0}",2,100,0,"{'minutes': 14, 'seconds': 47}",3,15,PASSING TD,True,21,7,28,7,
Indiana State,,Indiana,Big Ten,332410084,33241008411,12,True,2,76,76,"{'minutes': 14, 'seconds': 47}",2,80,80,"{'minutes': 13, 'seconds': 15}",3,-4,PUNT RETURN TD,False,7,28,7,35,
Indiana State,,Indiana,Big Ten,332410084,33241008412,13,False,2,75,75,"{'minutes': 13, 'seconds': 15}",2,56,56,"{'minutes': 11, 'seconds': 7}",6,19,TURNOVER ON DOWNS,False,7,35,7,35,
Indiana,Big Ten,Indiana State,,332410084,33241008413,14,True,2,56,44,"{'minutes': 11, 'seconds': 7}",2,100,0,"{'minutes': 11, 'seconds': 0}",1,44,PASSING TD,True,41,7,42,7,
Indiana State,,Indiana,Big Ten,332410084,33241008414,15,False,2,75,75,"{'minutes': 11, 'seconds': 0}",2,69,69,"{'minutes': 10, 'seconds': 5}",3,6,PUNT,False,7,42,7,42,
Indiana,Big Ten,Indiana State,,332410084,33241008415,16,False,2,41,59,"{'minutes': 10, 'seconds': 5}",2,90,10,"{'minutes': 7, 'seconds': 10}",6,19,PUNT,True,42,7,42,7,
Indiana State,,Indiana,Big Ten,332410084,33241008416,17,False,2,99,99,"{'minutes': 7, 'seconds': 10}",2,98,98,"{'minutes': 6, 'seconds': 23}",3,1,PUNT,False,7,42,7,42,
Indiana,Big Ten,Indiana State,,332410084,33241008417,18,True,2,57,43,"{'minutes': 6, 'seconds': 23}",2,59,41,"{'minutes': 5, 'seconds': 0}",5,34,FG GOOD,True,42,7,45,7,
Indiana State,,Indiana,Big Ten,332410084,33241008418,19,False,2,75,75,"{'minutes': 5, 'seconds': 0}",2,67,67,"{'minutes': 3, 'seconds': 10}",3,8,PUNT,False,7,45,7,45,
Indiana,Big Ten,Indiana State,,332410084,33241008419,20,False,2,32,68,"{'minutes': 3, 'seconds': 10}",2,43,57,"{'minutes': 1, 'seconds': 31}",6,11,PUNT,True,45,7,45,7,
Indiana State,,Indiana,Big Ten,332410084,33241008420,21,True,2,78,78,"{'minutes': 1, 'seconds': 31}",2,0,0,"{'minutes': 0, 'seconds': 0}",7,78,PASSING TD,False,7,45,14,45,
Indiana,Big Ten,Indiana State,,332410084,33241008422,22,False,2,31,69,"{'seconds': 8, 'minutes': 0}",2,29,71,"{'minutes': 0, 'seconds': 0}",1,-2,END OF HALF,True,45,21,45,21,
Indiana,Big Ten,Indiana State,,332410084,33241008423,23,True,3,20,80,"{'minutes': 15, 'seconds': 0}",3,25,75,"{'minutes': 14, 'seconds': 17}",3,5,INT TD,True,45,21,45,28,
Indiana,Big Ten,Indiana State,,332410084,33241008424,24,True,3,25,75,"{'minutes': 14, 'seconds': 17}",3,100,0,"{'minutes': 11, 'seconds': 48}",7,75,PASSING TD,True,45,28,52,28,
Indiana State,,Indiana,Big Ten,332410084,33241008425,25,False,3,77,77,"{'minutes': 11, 'seconds': 48}",3,52,52,"{'minutes': 9, 'seconds': 4}",8,25,PUNT,False,28,52,28,52,
