_offense,_offense_conference,_defense,_defense_conference,_game_id,_id,_drive_number,_scoring,_start_period,_start_yardline,_start_yards_to_goal,_start_time,_end_period,_end_yardline,_end_yards_to_goal,_end_time,_plays,_yards,_drive_result,_is_home_offense,_start_offense_score,_start_defense_score,_end_offense_score,_end_defense_score,discriminator
UC Davis,,Arizona State,Pac-12,312440009,31244000919,18,False,3,70,70,"{'minutes': 13, 'seconds': 31}",3,62,62,"{'minutes': 10, 'seconds': 8}",3,8,PUNT,False,0,31,0,31,
Arizona State,Pac-12,UC Davis,,312440009,31244000920,19,True,3,19,81,"{'minutes': 10, 'seconds': 8}",3,100,0,"{'minutes': 6, 'seconds': 3}",9,81,PASSING TD,True,31,0,38,0,
UC Davis,,Arizona State,Pac-12,312440009,31244000921,20,False,3,89,89,"{'minutes': 6, 'seconds': 3}",3,99,99,"{'minutes': 5, 'seconds': 57}",3,-10,PUNT,False,0,38,0,38,
Arizona State,Pac-12,UC Davis,,312440009,31244000922,21,True,3,59,41,"{'minutes': 5, 'seconds': 57}",3,93,7,"{'seconds': 41, 'minutes': 0}",8,34,FG GOOD,True,38,0,41,0,
UC Davis,,Arizona State,Pac-12,312440009,31244000923,22,True,3,69,69,"{'seconds': 41, 'minutes': 0}",4,0,0,"{'minutes': 12, 'seconds': 21}",7,69,RUSHING TD,False,0,41,7,41,
Arizona State,Pac-12,UC Davis,,312440009,31244000924,23,True,4,69,31,"{'minutes': 12, 'seconds': 21}",4,100,0,"{'minutes': 9, 'seconds': 43}",6,31,RUSHING TD,True,41,7,48,7,
UC Davis,,Arizona State,Pac-12,312440009,31244000925,24,True,4,71,71,"{'minutes': 9, 'seconds': 43}",4,0,0,"{'minutes': 6, 'seconds': 26}",9,71,RUSHING TD,False,7,48,14,48,
Arizona State,Pac-12,UC Davis,,312440009,31244000926,25,False,4,34,66,"{'minutes': 6, 'seconds': 26}",4,83,17,"{'seconds': 8, 'minutes': 0}",12,49,TURNOVER ON DOWNS,True,48,14,48,14,
UC Davis,,Arizona State,Pac-12,312440009,31244000927,26,False,4,83,83,"{'seconds': 8, 'minutes': 0}",4,58,58,"{'minutes': 0, 'seconds': 0}",2,25,END OF GAME,False,14,48,14,48,
Western Carolina,,Georgia Tech,ACC,312440059,31244005901,1,False,1,91,91,"{'minutes': 14, 'seconds': 54}",1,95,95,"{'minutes': 14, 'seconds': 54}",3,-4,FUMBLE,False,0,0,0,0,
Georgia Tech,ACC,Western Carolina,,312440059,31244005902,2,True,1,95,5,"{'minutes': 14, 'seconds': 54}",1,100,0,"{'minutes': 13, 'seconds': 42}",1,5,RUSHING TD,True,6,0,7,0,
Western Carolina,,Georgia Tech,ACC,312440059,31244005903,3,False,1,76,76,"{'minutes': 13, 'seconds': 42}",1,51,51,"{'minutes': 13, 'seconds': 35}",5,25,PUNT,False,0,7,0,7,
Georgia Tech,ACC,Western Carolina,,312440059,31244005904,4,True,1,5,95,"{'minutes': 13, 'seconds': 35}",1,100,0,"{'minutes': 10, 'seconds': 7}",4,95,PASSING TD,True,7,0,14,0,
Western Carolina,,Georgia Tech,ACC,312440059,31244005905,5,False,1,75,75,"{'minutes': 10, 'seconds': 7}",1,55,55,"{'minutes': 9, 'seconds': 59}",5,20,PUNT,False,0,14,0,14,
Georgia Tech,ACC,Western Carolina,,312440059,31244005906,6,True,1,20,80,"{'minutes': 9, 'seconds': 59}",1,100,0,"{'minutes': 6, 'seconds': 29}",2,80,RUSHING TD,True,14,0,21,0,
Western Carolina,,Georgia Tech,ACC,312440059,31244005907,7,False,1,73,73,"{'minutes': 6, 'seconds': 29}",1,59,59,"{'minutes': 6, 'seconds': 29}",6,14,PUNT,False,0,21,0,21,
Georgia Tech,ACC,Western Carolina,,312440059,31244005908,8,True,1,25,75,"{'minutes': 6, 'seconds': 29}",1,100,0,"{'minutes': 3, 'seconds': 2}",3,75,RUSHING TD,True,27,0,28,0,
Western Carolina,,Georgia Tech,ACC,312440059,31244005909,9,False,1,66,66,"{'minutes': 3, 'seconds': 2}",1,63,63,"{'minutes': 2, 'seconds': 52}",3,3,PUNT,False,0,28,0,28,
Georgia Tech,ACC,Western Carolina,,312440059,31244005910,10,False,1,30,70,"{'minutes': 2, 'seconds': 52}",1,31,69,"{'minutes': 1, 'seconds': 21}",1,1,FUMBLE,True,28,0,28,0,
Western Carolina,,Georgia Tech,ACC,312440059,31244005911,11,False,1,31,31,"{'minutes': 1, 'seconds': 21}",2,34,34,"{'minutes': 15, 'seconds': 0}",3,-3,PUNT,False,0,28,0,28,
Western Carolina,,Georgia Tech,ACC,312440059,31244005913,12,True,2,4,4,"{'minutes': 15, 'seconds': 0}",2,0,0,"{'minutes': 14, 'seconds': 32}",1,4,RUSHING TD,False,0,28,7,28,
Georgia Tech,ACC,Western Carolina,,312440059,31244005914,13,False,2,36,64,"{'minutes': 14, 'seconds': 32}",2,35,65,"{'minutes': 12, 'seconds': 36}",3,-1,PUNT,True,28,7,28,7,
Western Carolina,,Georgia Tech,ACC,312440059,31244005915,14,False,2,74,74,"{'minutes': 12, 'seconds': 36}",2,59,59,"{'minutes': 10, 'seconds': 52}",4,15,FUMBLE,False,7,28,7,28,
Georgia Tech,ACC,Western Carolina,,312440059,31244005916,15,True,2,59,41,"{'minutes': 10, 'seconds': 52}",2,100,0,"{'minutes': 7, 'seconds': 57}",7,41,RUSHING TD,True,28,7,35,7,
Western Carolina,,Georgia Tech,ACC,312440059,31244005917,16,True,2,64,64,"{'minutes': 7, 'seconds': 57}",2,0,0,"{'minutes': 3, 'seconds': 34}",13,64,RUSHING TD,False,7,35,14,35,
Georgia Tech,ACC,Western Carolina,,312440059,31244005918,17,True,2,40,60,"{'minutes': 3, 'seconds': 34}",2,100,0,"{'minutes': 2, 'seconds': 21}",4,60,PASSING TD,True,35,14,42,14,
Western Carolina,,Georgia Tech,ACC,312440059,31244005919,18,False,2,79,79,"{'minutes': 2, 'seconds': 21}",2,65,65,"{'seconds': 35, 'minutes': 0}",4,14,PUNT,False,14,42,14,42,
Georgia Tech,ACC,Western Carolina,,312440059,31244005920,19,True,2,29,71,"{'seconds': 35, 'minutes': 0}",2,71,29,"{'seconds': 1, 'minutes': 0}",5,42,FG MISSED TD,True,42,14,42,14,
Western Carolina,,Georgia Tech,ACC,312440059,31244005921,20,True,2,31,31,"{'seconds': 1, 'minutes': 0}",2,100,100,"{'minutes': 0, 'seconds': 0}",0,69,Uncategorized,False,14,42,21,42,
Georgia Tech,ACC,Western Carolina,,312440059,31244005922,21,True,3,42,58,"{'minutes': 14, 'seconds': 53}",3,100,0,"{'minutes': 12, 'seconds': 17}",6,58,RUSHING TD,True,42,21,49,21,
Western Carolina,,Georgia Tech,ACC,312440059,31244005923,22,False,3,75,75,"{'minutes': 12, 'seconds': 17}",3,15,15,"{'minutes': 12, 'seconds': 9}",11,60,TURNOVER ON DOWNS,False,21,49,21,49,
Georgia Tech,ACC,Western Carolina,,312440059,31244005924,23,False,3,16,84,"{'minutes': 12, 'seconds': 9}",3,34,66,"{'minutes': 9, 'seconds': 22}",6,18,PUNT,True,49,21,49,21,
Western Carolina,,Georgia Tech,ACC,312440059,31244005925,24,False,3,61,61,"{'minutes': 9, 'seconds': 22}",3,55,55,"{'minutes': 3, 'seconds': 52}",3,6,PUNT,False,21,49,21,49,
Georgia Tech,ACC,Western Carolina,,312440059,31244005926,25,True,3,19,81,"{'minutes': 3, 'seconds': 52}",3,15,85,"{'minutes': 3, 'seconds': 0}",3,81,PASSING TD,True,49,21,56,21,
Western Carolina,,Georgia Tech,ACC,312440059,31244005927,26,False,3,62,62,"{'minutes': 3, 'seconds': 0}",3,49,49,"{'minutes': 2, 'seconds': 53}",5,13,PUNT,False,21,56,21,56,
Georgia Tech,ACC,Western Carolina,,312440059,31244005928,27,True,3,26,74,"{'minutes': 2, 'seconds': 53}",4,100,0,"{'minutes': 7, 'seconds': 18}",15,74,RUSHING TD,True,56,21,63,21,
Western Carolina,,Georgia Tech,ACC,312440059,31244005929,28,False,4,69,69,"{'minutes': 7, 'seconds': 18}",4,24,24,"{'minutes': 3, 'seconds': 50}",8,45,INT,False,21,63,21,63,
Georgia Tech,ACC,Western Carolina,,312440059,31244005930,29,False,4,30,70,"{'minutes': 3, 'seconds': 50}",4,67,33,"{'seconds': 53, 'minutes': 0}",5,37,TURNOVER ON DOWNS,True,63,21,63,21,
Western Carolina,,Georgia Tech,ACC,312440059,31244005931,30,False,4,67,67,"{'seconds': 53, 'minutes': 0}",4,39,39,"{'minutes': 0, 'seconds': 0}",3,28,END OF GAME,False,21,63,21,63,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007001,1,True,1,22,78,"{'minutes': 15, 'seconds': 0}",1,100,0,"{'minutes': 12, 'seconds': 35}",6,78,PASSING TD,True,7,0,7,7,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007002,2,False,1,74,74,"{'minutes': 12, 'seconds': 35}",1,39,39,"{'minutes': 8, 'seconds': 31}",9,35,TURNOVER ON DOWNS,False,7,7,7,7,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007003,3,False,1,39,61,"{'minutes': 8, 'seconds': 31}",1,41,59,"{'minutes': 7, 'seconds': 50}",3,2,PUNT,True,7,7,7,7,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007004,4,True,1,76,76,"{'minutes': 7, 'seconds': 50}",1,0,0,"{'minutes': 7, 'seconds': 33}",1,76,PASSING TD,False,7,7,7,7,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007005,5,False,1,23,77,"{'minutes': 7, 'seconds': 33}",1,51,49,"{'minutes': 5, 'seconds': 46}",6,28,PUNT,True,7,7,7,7,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007006,6,True,1,80,80,"{'minutes': 5, 'seconds': 46}",1,17,17,"{'minutes': 1, 'seconds': 33}",10,80,PASSING TD,False,7,7,14,7,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007007,7,False,1,16,84,"{'minutes': 1, 'seconds': 33}",1,30,70,"{'seconds': 22, 'minutes': 0}",5,14,PUNT,True,7,14,7,14,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007008,8,True,1,71,71,"{'seconds': 22, 'minutes': 0}",2,0,0,"{'minutes': 14, 'seconds': 54}",2,71,RUSHING TD,False,14,7,20,7,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007009,9,False,2,3,97,"{'minutes': 14, 'seconds': 54}",2,13,87,"{'minutes': 12, 'seconds': 52}",5,10,PUNT,True,7,20,7,20,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007010,10,True,2,53,53,"{'minutes': 12, 'seconds': 52}",2,0,0,"{'minutes': 11, 'seconds': 4}",4,53,RUSHING TD,False,20,7,27,7,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007011,11,False,2,24,76,"{'minutes': 11, 'seconds': 4}",2,41,59,"{'minutes': 11, 'seconds': 4}",3,17,PUNT,True,7,27,7,27,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007012,12,True,2,81,81,"{'minutes': 11, 'seconds': 4}",2,20,20,"{'minutes': 4, 'seconds': 21}",9,61,FG GOOD,False,27,7,30,7,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007013,13,False,2,27,73,"{'minutes': 4, 'seconds': 21}",2,67,33,"{'minutes': 2, 'seconds': 27}",7,40,INT,True,7,30,7,30,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007014,14,False,2,81,81,"{'minutes': 2, 'seconds': 27}",2,90,90,"{'minutes': 0, 'seconds': 0}",4,-9,END OF HALF,False,30,7,30,7,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007015,15,False,3,79,79,"{'minutes': 14, 'seconds': 54}",3,80,80,"{'minutes': 14, 'seconds': 54}",3,-1,PUNT,False,30,7,30,7,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007016,16,False,3,28,72,"{'minutes': 14, 'seconds': 54}",3,29,71,"{'minutes': 12, 'seconds': 15}",3,1,PUNT,True,7,30,7,30,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007017,17,False,3,80,80,"{'minutes': 12, 'seconds': 15}",3,34,34,"{'minutes': 5, 'seconds': 19}",14,46,TURNOVER ON DOWNS,False,30,7,30,7,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007018,18,False,3,34,66,"{'minutes': 5, 'seconds': 19}",3,34,66,"{'minutes': 5, 'seconds': 19}",3,0,PUNT,True,7,30,7,30,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007019,19,False,3,87,87,"{'minutes': 5, 'seconds': 19}",3,81,81,"{'minutes': 3, 'seconds': 1}",3,6,PUNT,False,30,7,30,7,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007020,20,False,3,20,80,"{'minutes': 3, 'seconds': 1}",3,33,67,"{'minutes': 2, 'seconds': 3}",5,13,PUNT,True,7,30,7,30,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007021,21,False,3,71,71,"{'minutes': 2, 'seconds': 3}",3,77,77,"{'seconds': 59, 'minutes': 0}",3,-6,PUNT,False,30,7,30,7,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007022,22,True,3,37,63,"{'seconds': 59, 'minutes': 0}",4,100,0,"{'minutes': 14, 'seconds': 44}",7,63,PASSING TD,True,7,30,15,30,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007023,23,False,4,60,60,"{'minutes': 14, 'seconds': 44}",4,47,47,"{'minutes': 11, 'seconds': 14}",6,13,PUNT,False,30,15,30,15,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007024,24,True,4,2,98,"{'minutes': 11, 'seconds': 14}",4,0,100,"{'minutes': 11, 'seconds': 0}",1,-2,SF,True,15,32,15,32,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007025,25,False,4,66,66,"{'minutes': 11, 'seconds': 0}",4,57,57,"{'minutes': 11, 'seconds': 0}",3,9,PUNT,False,32,15,32,15,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007026,26,False,4,4,96,"{'minutes': 11, 'seconds': 0}",4,2,98,"{'minutes': 7, 'seconds': 42}",3,-2,PUNT,True,15,32,15,32,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007027,27,False,4,50,50,"{'minutes': 7, 'seconds': 42}",4,46,46,"{'minutes': 5, 'seconds': 11}",3,4,PUNT,False,32,15,32,15,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007028,28,False,4,20,80,"{'minutes': 5, 'seconds': 11}",4,30,70,"{'minutes': 5, 'seconds': 11}",4,10,FUMBLE,True,15,32,15,32,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007029,29,False,4,30,30,"{'minutes': 5, 'seconds': 11}",4,21,21,"{'minutes': 4, 'seconds': 22}",4,9,TURNOVER ON DOWNS,False,32,15,32,15,
Idaho,Western Athletic,Bowling Green,Mid-American,312440070,31244007030,30,False,4,21,79,"{'minutes': 4, 'seconds': 22}",4,49,51,"{'seconds': 46, 'minutes': 0}",4,28,FUMBLE,True,15,32,15,32,
Bowling Green,Mid-American,Idaho,Western Athletic,312440070,31244007031,31,False,4,49,49,"{'seconds': 46, 'minutes': 0}",4,53,53,"{'minutes': 0, 'seconds': 0}",2,-4,END OF GAME,False,32,15,32,15,
Murray State,,Louisville,Big East,312440097,31244009701,1,False,1,83,83,"{'minutes': 15, 'seconds': 0}",1,23,23,"{'minutes': 13, 'seconds': 27}",6,13,PUNT,False,0,0,0,0,
Louisville,Big East,Murray State,,312440097,31244009702,2,False,1,27,73,"{'minutes': 13, 'seconds': 27}",1,68,32,"{'minutes': 10, 'seconds': 59}",7,63,FUMBLE,True,0,0,0,0,
Murray State,,Louisville,Big East,312440097,31244009703,3,False,1,82,82,"{'minutes': 10, 'seconds': 59}",1,20,20,"{'minutes': 9, 'seconds': 16}",6,14,PUNT,False,0,0,0,0,
Louisville,Big East,Murray State,,312440097,31244009704,4,True,1,30,70,"{'minutes': 9, 'seconds': 16}",1,100,0,"{'minutes': 5, 'seconds': 10}",13,70,PASSING TD,True,0,0,7,0,
Murray State,,Louisville,Big East,312440097,31244009705,5,False,1,80,80,"{'minutes': 5, 'seconds': 10}",1,87,87,"{'minutes': 3, 'seconds': 44}",6,-7,TURNOVER ON DOWNS,False,0,7,0,7,
Louisville,Big East,Murray State,,312440097,31244009706,6,True,1,87,13,"{'minutes': 3, 'seconds': 44}",1,100,0,"{'minutes': 3, 'seconds': 12}",2,13,RUSHING TD,True,7,0,14,0,
Murray State,,Louisville,Big East,312440097,31244009707,7,False,1,86,86,"{'minutes': 3, 'seconds': 12}",1,31,31,"{'minutes': 1, 'seconds': 17}",5,29,PUNT,False,0,14,0,14,
Louisville,Big East,Murray State,,312440097,31244009708,8,True,1,19,81,"{'minutes': 1, 'seconds': 17}",2,100,0,"{'minutes': 13, 'seconds': 20}",5,73,PASSING TD,True,14,0,21,0,
Murray State,,Louisville,Big East,312440097,31244009709,9,False,2,80,80,"{'minutes': 13, 'seconds': 20}",2,26,26,"{'minutes': 9, 'seconds': 41}",10,46,INT,False,0,21,0,21,
Louisville,Big East,Murray State,,312440097,31244009710,10,False,2,24,76,"{'minutes': 9, 'seconds': 41}",2,24,76,"{'minutes': 6, 'seconds': 49}",4,15,INT,True,21,0,21,0,
Murray State,,Louisville,Big East,312440097,31244009711,11,False,2,76,76,"{'minutes': 6, 'seconds': 49}",2,13,13,"{'minutes': 5, 'seconds': 30}",3,-7,PUNT,False,0,21,0,21,
Louisville,Big East,Murray State,,312440097,31244009712,12,False,2,37,63,"{'minutes': 5, 'seconds': 30}",2,71,29,"{'minutes': 3, 'seconds': 10}",3,-5,PUNT,True,21,0,21,0,
Murray State,,Louisville,Big East,312440097,31244009713,13,False,2,79,79,"{'minutes': 3, 'seconds': 10}",2,37,37,"{'minutes': 0, 'seconds': 0}",10,66,FG GOOD,False,0,21,3,21,
Louisville,Big East,Murray State,,312440097,31244009714,14,False,2,35,65,"{'minutes': 0, 'seconds': 0}",2,36,64,"{'minutes': 0, 'seconds': 0}",0,0,END OF HALF,True,21,3,21,3,
Louisville,Big East,Murray State,,312440097,31244009715,15,False,3,50,50,"{'minutes': 14, 'seconds': 55}",3,91,9,"{'minutes': 13, 'seconds': 53}",4,9,TURNOVER ON DOWNS,True,21,3,21,3,
Murray State,,Louisville,Big East,312440097,31244009716,16,False,3,59,59,"{'minutes': 13, 'seconds': 53}",3,39,39,"{'minutes': 10, 'seconds': 46}",6,6,PUNT,False,0,0,3,21,
Louisville,Big East,Murray State,,312440097,31244009717,17,False,3,11,89,"{'minutes': 10, 'seconds': 46}",3,86,14,"{'minutes': 9, 'seconds': 20}",5,17,PUNT,True,21,3,21,3,
Murray State,,Louisville,Big East,312440097,31244009718,18,False,3,65,65,"{'minutes': 9, 'seconds': 20}",3,6,6,"{'minutes': 7, 'seconds': 19}",3,-20,PUNT,False,3,21,3,21,
Louisville,Big East,Murray State,,312440097,31244009719,19,False,3,44,56,"{'minutes': 7, 'seconds': 19}",3,34,66,"{'minutes': 6, 'seconds': 33}",2,-10,FUMBLE,True,21,3,21,3,
Murray State,,Louisville,Big East,312440097,31244009720,20,False,3,34,34,"{'minutes': 6, 'seconds': 33}",3,19,19,"{'minutes': 6, 'seconds': 20}",1,0,INT,False,3,21,3,21,
Louisville,Big East,Murray State,,312440097,31244009721,21,False,3,31,69,"{'minutes': 6, 'seconds': 20}",3,76,24,"{'minutes': 3, 'seconds': 17}",6,43,FUMBLE,True,21,3,21,3,
Murray State,,Louisville,Big East,312440097,31244009722,22,True,3,74,74,"{'minutes': 3, 'seconds': 17}",4,0,0,"{'minutes': 14, 'seconds': 4}",13,74,RUSHING TD,False,3,21,9,21,
Louisville,Big East,Murray State,,312440097,31244009723,23,False,4,44,56,"{'minutes': 14, 'seconds': 4}",4,58,42,"{'minutes': 13, 'seconds': 5}",3,4,FUMBLE,True,21,9,21,9,
Murray State,,Louisville,Big East,312440097,31244009724,24,False,4,92,92,"{'minutes': 13, 'seconds': 5}",4,52,52,"{'minutes': 11, 'seconds': 30}",3,0,PUNT,False,9,21,9,21,
Louisville,Big East,Murray State,,312440097,31244009725,25,False,4,52,48,"{'minutes': 11, 'seconds': 30}",4,64,36,"{'minutes': 8, 'seconds': 22}",6,8,PUNT,True,21,9,21,9,
Murray State,,Louisville,Big East,312440097,31244009726,26,False,4,86,86,"{'minutes': 8, 'seconds': 22}",4,21,21,"{'minutes': 6, 'seconds': 2}",6,16,PUNT,False,9,21,9,21,
Louisville,Big East,Murray State,,312440097,31244009727,27,False,4,29,71,"{'minutes': 6, 'seconds': 2}",4,61,39,"{'minutes': 2, 'seconds': 24}",9,30,PUNT,True,21,9,21,9,
Murray State,,Louisville,Big East,312440097,31244009728,28,False,4,89,89,"{'minutes': 2, 'seconds': 24}",4,2,2,"{'seconds': 39, 'minutes': 0}",5,36,INT,False,9,21,9,21,
Louisville,Big East,Murray State,,312440097,31244009729,29,False,4,48,52,"{'seconds': 39, 'minutes': 0}",4,48,52,"{'minutes': 0, 'seconds': 0}",1,0,END OF GAME,True,21,9,21,9,
Kentucky,SEC,Western Kentucky,Sun Belt,312440098,31244009801,1,False,1,84,84,"{'minutes': 15, 'seconds': 0}",1,7,7,"{'minutes': 14, 'seconds': 1}",3,1,PUNT,False,0,0,0,0,
Western Kentucky,Sun Belt,Kentucky,SEC,312440098,31244009802,2,False,1,43,57,"{'minutes': 14, 'seconds': 1}",1,70,30,"{'minutes': 11, 'seconds': 17}",5,10,PUNT,True,0,0,0,0,
Kentucky,SEC,Western Kentucky,Sun Belt,312440098,31244009803,3,False,1,80,80,"{'minutes': 11, 'seconds': 17}",1,68,68,"{'minutes': 10, 'seconds': 7}",3,5,INT,False,0,0,0,0,
Western Kentucky,Sun Belt,Kentucky,SEC,312440098,31244009804,4,True,1,68,32,"{'minutes': 10, 'seconds': 7}",1,74,26,"{'minutes': 6, 'seconds': 40}",7,8,FG GOOD,True,0,0,3,0,
Kentucky,SEC,Western Kentucky,Sun Belt,312440098,31244009805,5,False,1,79,79,"{'minutes': 6, 'seconds': 40}",1,13,13,"{'minutes': 5, 'seconds': 9}",3,-1,PUNT,False,0,3,0,3,
Western Kentucky,Sun Belt,Kentucky,SEC,312440098,31244009806,6,False,1,37,63,"{'minutes': 5, 'seconds': 9}",1,59,41,"{'minutes': 2, 'seconds': 16}",6,21,PUNT,True,3,0,3,0,
Kentucky,SEC,Western Kentucky,Sun Belt,312440098,31244009807,7,False,1,90,90,"{'minutes': 2, 'seconds': 16}",2,51,51,"{'minutes': 14, 'seconds': 52}",6,-4,PUNT,False,0,3,0,3,
Western Kentucky,Sun Belt,Kentucky,SEC,312440098,31244009808,8,False,2,51,49,"{'minutes': 14, 'seconds': 52}",2,70,30,"{'minutes': 11, 'seconds': 39}",6,33,FG MISSED,True,3,0,3,0,
Kentucky,SEC,Western Kentucky,Sun Belt,312440098,31244009809,9,False,2,80,80,"{'minutes': 11, 'seconds': 39}",2,43,43,"{'minutes': 9, 'seconds': 42}",4,14,PUNT,False,0,3,0,3,
Western Kentucky,Sun Belt,Kentucky,SEC,312440098,31244009810,10,False,2,7,93,"{'minutes': 9, 'seconds': 42}",2,22,78,"{'minutes': 7, 'seconds': 32}",4,11,INT,True,3,0,3,0,
Kentucky,SEC,Western Kentucky,Sun Belt,312440098,31244009811,11,True,2,22,22,"{'minutes': 7, 'seconds': 32}",2,0,0,"{'minutes': 5, 'seconds': 46}",3,22,RUSHING TD,False,0,3,7,3,
