_season,_id,_name,_position,_team,_conference,_usage,discriminator
2017,3916387,Lamar Jackson,QB,Louisville,ACC,"{'overall': 0.6774, 'pass': 0.922, 'rush': 0.4435, 'firstDown': 0.6396, 'secondDown': 0.689, 'thirdDown': 0.804, 'standardDowns': 0.644, 'passingDowns': 0.75}",
2017,3123047,Malik Rosier,QB,Miami,ACC,"{'overall': 0.6382, 'pass': 0.9756, 'rush': 0.2746, 'firstDown': 0.5974, 'secondDown': 0.619, 'thirdDown': 0.832, 'standardDowns': 0.578, 'passingDowns': 0.751}",
2017,549804,Mike White,QB,Western Kentucky,Conference USA,"{'overall': 0.6381, 'pass': 0.9674, 'rush': 0.0669, 'firstDown': 0.5442, 'secondDown': 0.657, 'thirdDown': 0.845, 'standardDowns': 0.538, 'passingDowns': 0.869}",
2017,3124981,Tyler Rogers,QB,New Mexico State,FBS Independents,"{'overall': 0.6329, 'pass': 0.8813, 'rush': 0.159, 'firstDown': 0.6133, 'secondDown': 0.611, 'thirdDown': 0.738, 'standardDowns': 0.576, 'passingDowns': 0.732}",
2017,3125813,Hayden Moore,QB,Cincinnati,American Athletic,"{'overall': 0.6329, 'pass': 0.9754, 'rush': 0.2159, 'firstDown': 0.5726, 'secondDown': 0.62, 'thirdDown': 0.802, 'standardDowns': 0.559, 'passingDowns': 0.773}",
2017,3116172,Trace McSorley,QB,Penn State,Big Ten,"{'overall': 0.6283, 'pass': 0.9381, 'rush': 0.286, 'firstDown': 0.5497, 'secondDown': 0.677, 'thirdDown': 0.751, 'standardDowns': 0.563, 'passingDowns': 0.782}",
2017,545645,Kurt Benkert,QB,Virginia,ACC,"{'overall': 0.6261, 'pass': 0.9816, 'rush': 0.1056, 'firstDown': 0.5775, 'secondDown': 0.637, 'thirdDown': 0.725, 'standardDowns': 0.574, 'passingDowns': 0.732}",
2017,3116379,Justice Hansen,QB,Arkansas State,Sun Belt,"{'overall': 0.6247, 'pass': 0.9539, 'rush': 0.2319, 'firstDown': 0.5774, 'secondDown': 0.639, 'thirdDown': 0.774, 'standardDowns': 0.587, 'passingDowns': 0.718}",
2017,4029885,Stephen Calvert,QB,Liberty,FBS Independents,"{'overall': 0.6168, 'pass': 1, 'rush': 0.1395, 'firstDown': 0.5476, 'secondDown': 0.629, 'thirdDown': 0.833, 'standardDowns': 0.549, 'passingDowns': 0.75}",
2017,3917792,Daniel Jones,QB,Duke,ACC,"{'overall': 0.5949, 'pass': 0.9653, 'rush': 0.2659, 'firstDown': 0.5822, 'secondDown': 0.531, 'thirdDown': 0.758, 'standardDowns': 0.538, 'passingDowns': 0.714}",
2017,4039073,Mason Fine,QB,North Texas,Conference USA,"{'overall': 0.5805, 'pass': 0.9834, 'rush': 0.1535, 'firstDown': 0.5641, 'secondDown': 0.553, 'thirdDown': 0.734, 'standardDowns': 0.529, 'passingDowns': 0.701}",
2017,550629,Luke Falk,QB,Washington State,Pac-12,"{'overall': 0.5781, 'pass': 0.756, 'rush': 0.1085, 'firstDown': 0.5282, 'secondDown': 0.609, 'thirdDown': 0.706, 'standardDowns': 0.524, 'passingDowns': 0.705}",
2017,4038809,Jake Bentley,QB,South Carolina,SEC,"{'overall': 0.5737, 'pass': 0.9929, 'rush': 0.1203, 'firstDown': 0.4786, 'secondDown': 0.591, 'thirdDown': 0.789, 'standardDowns': 0.479, 'passingDowns': 0.78}",
2017,546706,Shane Morris,QB,Central Michigan,Mid-American,"{'overall': 0.5724, 'pass': 0.9507, 'rush': 0.1482, 'firstDown': 0.4885, 'secondDown': 0.554, 'thirdDown': 0.801, 'standardDowns': 0.489, 'passingDowns': 0.735}",
2017,3858269,Ross Bowers,QB,California,Pac-12,"{'overall': 0.5722, 'pass': 0.9687, 'rush': 0.0731, 'firstDown': 0.5052, 'secondDown': 0.57, 'thirdDown': 0.789, 'standardDowns': 0.467, 'passingDowns': 0.768}",
2017,3914382,J'Mar Smith,QB,Louisiana Tech,Conference USA,"{'overall': 0.5609, 'pass': 0.9772, 'rush': 0.2034, 'firstDown': 0.5, 'secondDown': 0.574, 'thirdDown': 0.74, 'standardDowns': 0.462, 'passingDowns': 0.776}",
2017,3139889,Hasaan Klugh,QB,Charlotte,Conference USA,"{'overall': 0.5604, 'pass': 0.8947, 'rush': 0.285, 'firstDown': 0.4821, 'secondDown': 0.531, 'thirdDown': 0.72, 'standardDowns': 0.488, 'passingDowns': 0.68}",
2017,546145,Brandon Silvers,QB,Troy,Sun Belt,"{'overall': 0.5558, 'pass': 0.9634, 'rush': 0.087, 'firstDown': 0.474, 'secondDown': 0.579, 'thirdDown': 0.697, 'standardDowns': 0.486, 'passingDowns': 0.71}",
2017,3728240,Kelly Bryant,QB,Clemson,ACC,"{'overall': 0.5552, 'pass': 0.8455, 'rush': 0.3059, 'firstDown': 0.4489, 'secondDown': 0.599, 'thirdDown': 0.743, 'standardDowns': 0.509, 'passingDowns': 0.676}",
2017,546539,Riley Ferguson,QB,Memphis,American Athletic,"{'overall': 0.555, 'pass': 0.9742, 'rush': 0.0818, 'firstDown': 0.4775, 'secondDown': 0.582, 'thirdDown': 0.759, 'standardDowns': 0.489, 'passingDowns': 0.698}",
2017,3929824,Brian Lewerke,QB,Michigan State,Big Ten,"{'overall': 0.5541, 'pass': 0.9818, 'rush': 0.2054, 'firstDown': 0.441, 'secondDown': 0.563, 'thirdDown': 0.787, 'standardDowns': 0.461, 'passingDowns': 0.765}",
2017,4036585,Caleb Evans,QB,Louisiana Monroe,Sun Belt,"{'overall': 0.5539, 'pass': 0.8507, 'rush': 0.2812, 'firstDown': 0.4987, 'secondDown': 0.544, 'thirdDown': 0.713, 'standardDowns': 0.487, 'passingDowns': 0.701}",
2017,546288,Ryan Finley,QB,NC State,ACC,"{'overall': 0.5518, 'pass': 0.9879, 'rush': 0.1148, 'firstDown': 0.4709, 'secondDown': 0.521, 'thirdDown': 0.822, 'standardDowns': 0.468, 'passingDowns': 0.73}",
2017,3915436,Steven Montez,QB,Colorado,Pac-12,"{'overall': 0.5499, 'pass': 0.9193, 'rush': 0.2109, 'firstDown': 0.5241, 'secondDown': 0.55, 'thirdDown': 0.661, 'standardDowns': 0.47, 'passingDowns': 0.719}",
2017,3915776,Kyle Shurmur,QB,Vanderbilt,SEC,"{'overall': 0.5486, 'pass': 0.945, 'rush': 0.0517, 'firstDown': 0.5165, 'secondDown': 0.436, 'thirdDown': 0.75, 'standardDowns': 0.488, 'passingDowns': 0.69}",
2017,545364,Nic Shimonek,QB,Texas Tech,Big 12,"{'overall': 0.5463, 'pass': 0.9115, 'rush': 0.0794, 'firstDown': 0.4934, 'secondDown': 0.576, 'thirdDown': 0.66, 'standardDowns': 0.486, 'passingDowns': 0.684}",
