_season,_id,_name,_position,_team,_conference,_usage,discriminator
2019,4046678,Ian Book,QB,Notre Dame,FBS Independents,"{'overall': 0.5633, 'pass': 0.9577, 'rush': 0.2166, 'firstDown': 0.4899, 'secondDown': 0.577, 'thirdDown': 0.724, 'standardDowns': 0.499, 'passingDowns': 0.705}",
2019,4259127,Mike Glass III,QB,Eastern Michigan,Mid-American,"{'overall': 0.5628, 'pass': 0.8288, 'rush': 0.2638, 'firstDown': 0.515, 'secondDown': 0.558, 'thirdDown': 0.728, 'standardDowns': 0.526, 'passingDowns': 0.646}",
2019,3917957,Carter Stanley,QB,Kansas,Big 12,"{'overall': 0.5606, 'pass': 0.9459, 'rush': 0.1397, 'firstDown': 0.5, 'secondDown': 0.551, 'thirdDown': 0.724, 'standardDowns': 0.492, 'passingDowns': 0.693}",
2019,4241222,Charlie Brewer,QB,Baylor,Big 12,"{'overall': 0.5576, 'pass': 0.8729, 'rush': 0.2516, 'firstDown': 0.4907, 'secondDown': 0.565, 'thirdDown': 0.756, 'standardDowns': 0.496, 'passingDowns': 0.675}",
2019,4244688,Nathan Rourke,QB,Ohio,Mid-American,"{'overall': 0.5518, 'pass': 0.983, 'rush': 0.2644, 'firstDown': 0.5237, 'secondDown': 0.554, 'thirdDown': 0.659, 'standardDowns': 0.474, 'passingDowns': 0.742}",
2019,4040407,Jack Abraham,QB,Southern Mississippi,Conference USA,"{'overall': 0.5471, 'pass': 0.9272, 'rush': 0.1516, 'firstDown': 0.381, 'secondDown': 0.652, 'thirdDown': 0.785, 'standardDowns': 0.447, 'passingDowns': 0.73}",
2019,4039073,Mason Fine,QB,North Texas,Conference USA,"{'overall': 0.5436, 'pass': 0.9142, 'rush': 0.0845, 'firstDown': 0.485, 'secondDown': 0.522, 'thirdDown': 0.741, 'standardDowns': 0.479, 'passingDowns': 0.674}",
2019,3915436,Steven Montez,QB,Colorado,Pac-12,"{'overall': 0.5423, 'pass': 0.9837, 'rush': 0.1103, 'firstDown': 0.4514, 'secondDown': 0.566, 'thirdDown': 0.753, 'standardDowns': 0.457, 'passingDowns': 0.735}",
2019,4426348,Jayden Daniels,QB,Arizona State,Pac-12,"{'overall': 0.5423, 'pass': 0.8916, 'rush': 0.23, 'firstDown': 0.4972, 'secondDown': 0.543, 'thirdDown': 0.684, 'standardDowns': 0.475, 'passingDowns': 0.676}",
2019,4036149,Nathan Stanley,QB,Iowa,Big Ten,"{'overall': 0.5339, 'pass': 0.9722, 'rush': 0.1268, 'firstDown': 0.4216, 'secondDown': 0.555, 'thirdDown': 0.772, 'standardDowns': 0.461, 'passingDowns': 0.697}",
2019,4038741,Kato Nelson,QB,Akron,Mid-American,"{'overall': 0.531, 'pass': 0.7073, 'rush': 0.2472, 'firstDown': 0.473, 'secondDown': 0.576, 'thirdDown': 0.579, 'standardDowns': 0.485, 'passingDowns': 0.597}",
2019,4426875,Sam Howell,QB,North Carolina,ACC,"{'overall': 0.5309, 'pass': 0.9828, 'rush': 0.1209, 'firstDown': 0.4886, 'secondDown': 0.522, 'thirdDown': 0.689, 'standardDowns': 0.459, 'passingDowns': 0.68}",
2019,4039034,Shane Buechele,QB,SMU,American Athletic,"{'overall': 0.5269, 'pass': 0.9747, 'rush': 0.095, 'firstDown': 0.4459, 'secondDown': 0.53, 'thirdDown': 0.71, 'standardDowns': 0.419, 'passingDowns': 0.765}",
2019,4029885,Stephen Calvert,QB,Liberty,FBS Independents,"{'overall': 0.5267, 'pass': 0.9502, 'rush': 0.0394, 'firstDown': 0.4798, 'secondDown': 0.514, 'thirdDown': 0.696, 'standardDowns': 0.458, 'passingDowns': 0.677}",
2019,4035409,Zach Smith,QB,Tulsa,American Athletic,"{'overall': 0.5241, 'pass': 0.9706, 'rush': 0.0801, 'firstDown': 0.4518, 'secondDown': 0.498, 'thirdDown': 0.741, 'standardDowns': 0.418, 'passingDowns': 0.701}",
2019,4259269,Chris Reynolds,QB,Charlotte,Conference USA,"{'overall': 0.5193, 'pass': 0.9064, 'rush': 0.2673, 'firstDown': 0.4333, 'secondDown': 0.59, 'thirdDown': 0.635, 'standardDowns': 0.469, 'passingDowns': 0.632}",
2019,4244068,Dustin Crum,QB,Kent State,Mid-American,"{'overall': 0.5172, 'pass': 0.888, 'rush': 0.2589, 'firstDown': 0.5348, 'secondDown': 0.485, 'thirdDown': 0.59, 'standardDowns': 0.496, 'passingDowns': 0.561}",
2019,4241399,Chris Robison,QB,Florida Atlantic,Conference USA,"{'overall': 0.516, 'pass': 0.9347, 'rush': 0.1183, 'firstDown': 0.4948, 'secondDown': 0.477, 'thirdDown': 0.677, 'standardDowns': 0.461, 'passingDowns': 0.614}",
2019,4367178,Dorian Thompson-Robinson,QB,UCLA,Pac-12,"{'overall': 0.5141, 'pass': 0.8534, 'rush': 0.1852, 'firstDown': 0.5137, 'secondDown': 0.458, 'thirdDown': 0.635, 'standardDowns': 0.456, 'passingDowns': 0.634}",
2019,3916726,Jon Wassink,QB,Western Michigan,Mid-American,"{'overall': 0.5141, 'pass': 0.986, 'rush': 0.1072, 'firstDown': 0.458, 'secondDown': 0.502, 'thirdDown': 0.668, 'standardDowns': 0.43, 'passingDowns': 0.702}",
2019,4035292,Shea Patterson,QB,Michigan,Big Ten,"{'overall': 0.5115, 'pass': 0.9329, 'rush': 0.1352, 'firstDown': 0.473, 'secondDown': 0.488, 'thirdDown': 0.682, 'standardDowns': 0.45, 'passingDowns': 0.658}",
2019,3886621,Ty Storey,QB,Western Kentucky,Conference USA,"{'overall': 0.511, 'pass': 0.7464, 'rush': 0.2512, 'firstDown': 0.4377, 'secondDown': 0.546, 'thirdDown': 0.637, 'standardDowns': 0.479, 'passingDowns': 0.584}",
2019,4361902,Dan Ellington,QB,Georgia State,Sun Belt,"{'overall': 0.5089, 'pass': 0.9194, 'rush': 0.2366, 'firstDown': 0.4072, 'secondDown': 0.569, 'thirdDown': 0.649, 'standardDowns': 0.452, 'passingDowns': 0.66}",
2019,4035003,Jacob Eason,QB,Washington,Pac-12,"{'overall': 0.5068, 'pass': 0.9838, 'rush': 0.0573, 'firstDown': 0.4226, 'secondDown': 0.525, 'thirdDown': 0.69, 'standardDowns': 0.426, 'passingDowns': 0.678}",
2019,4427105,Max Duggan,QB,TCU,Big 12,"{'overall': 0.5038, 'pass': 0.8578, 'rush': 0.218, 'firstDown': 0.4513, 'secondDown': 0.503, 'thirdDown': 0.645, 'standardDowns': 0.438, 'passingDowns': 0.634}",
2019,3843247,Justin McMillan,QB,Tulane,American Athletic,"{'overall': 0.5037, 'pass': 0.9418, 'rush': 0.2405, 'firstDown': 0.4476, 'secondDown': 0.485, 'thirdDown': 0.648, 'standardDowns': 0.448, 'passingDowns': 0.624}",
2019,4038941,Justin Herbert,QB,Oregon,Pac-12,"{'overall': 0.5036, 'pass': 0.9594, 'rush': 0.0705, 'firstDown': 0.4074, 'secondDown': 0.528, 'thirdDown': 0.723, 'standardDowns': 0.422, 'passingDowns': 0.701}",
2019,4037213,Jamie Newman,QB,Wake Forest,ACC,"{'overall': 0.5014, 'pass': 0.7782, 'rush': 0.2837, 'firstDown': 0.4508, 'secondDown': 0.491, 'thirdDown': 0.652, 'standardDowns': 0.464, 'passingDowns': 0.58}",
2019,4039210,Drew Plitt,QB,Ball State,Mid-American,"{'overall': 0.5005, 'pass': 0.9924, 'rush': 0.1307, 'firstDown': 0.4187, 'secondDown': 0.477, 'thirdDown': 0.751, 'standardDowns': 0.429, 'passingDowns': 0.673}",
2019,4426657,Ryan Hilinski,QB,South Carolina,SEC,"{'overall': 0.4989, 'pass': 0.8645, 'rush': 0.0407, 'firstDown': 0.4132, 'secondDown': 0.513, 'thirdDown': 0.688, 'standardDowns': 0.431, 'passingDowns': 0.631}",
2019,4261909,Isaiah Green,QB,Marshall,Conference USA,"{'overall': 0.4972, 'pass': 0.9469, 'rush': 0.1786, 'firstDown': 0.4354, 'secondDown': 0.536, 'thirdDown': 0.617, 'standardDowns': 0.426, 'passingDowns': 0.654}",
2019,4567218,Bo Nix,QB,Auburn,SEC,"{'overall': 0.4958, 'pass': 0.9535, 'rush': 0.1546, 'firstDown': 0.4282, 'secondDown': 0.489, 'thirdDown': 0.697, 'standardDowns': 0.412, 'passingDowns': 0.69}",
2019,3914382,J'Mar Smith,QB,Louisiana Tech,Conference USA,"{'overall': 0.4957, 'pass': 0.8054, 'rush': 0.1742, 'firstDown': 0.4491, 'secondDown': 0.49, 'thirdDown': 0.648, 'standardDowns': 0.433, 'passingDowns': 0.633}",
2019,4259592,Sean Clifford,QB,Penn State,Big Ten,"{'overall': 0.4871, 'pass': 0.8648, 'rush': 0.1942, 'firstDown': 0.3924, 'secondDown': 0.525, 'thirdDown': 0.69, 'standardDowns': 0.414, 'passingDowns': 0.656}",
2019,4240391,Tommy DeVito,QB,Syracuse,ACC,"{'overall': 0.4853, 'pass': 0.8333, 'rush': 0.1483, 'firstDown': 0.424, 'secondDown': 0.497, 'thirdDown': 0.624, 'standardDowns': 0.426, 'passingDowns': 0.597}",
2019,3124900,Jake Luton,QB,Oregon State,Pac-12,"{'overall': 0.4833, 'pass': 0.861, 'rush': 0.0518, 'firstDown': 0.4528, 'secondDown': 0.447, 'thirdDown': 0.604, 'standardDowns': 0.416, 'passingDowns': 0.632}",
2019,4034946,Kyle Trask,QB,Florida,SEC,"{'overall': 0.4771, 'pass': 0.768, 'rush': 0.1162, 'firstDown': 0.4652, 'secondDown': 0.462, 'thirdDown': 0.596, 'standardDowns': 0.438, 'passingDowns': 0.572}",
2019,4428512,Kedon Slovis,QB,USC,Pac-12,"{'overall': 0.4764, 'pass': 0.7659, 'rush': 0.0689, 'firstDown': 0.4659, 'secondDown': 0.476, 'thirdDown': 0.542, 'standardDowns': 0.454, 'passingDowns': 0.536}",
2019,4036419,Skylar John Thompson,QB,Kansas State,Big 12,"{'overall': 0.4758, 'pass': 0.978, 'rush': 0.1804, 'firstDown': 0.3736, 'secondDown': 0.456, 'thirdDown': 0.754, 'standardDowns': 0.391, 'passingDowns': 0.65}",
2019,3893630,Brady White,QB,Memphis,American Athletic,"{'overall': 0.4751, 'pass': 0.9587, 'rush': 0.0691, 'firstDown': 0.405, 'secondDown': 0.475, 'thirdDown': 0.668, 'standardDowns': 0.416, 'passingDowns': 0.599}",
2019,4036429,Zac Thomas,QB,Appalachian State,Sun Belt,"{'overall': 0.4738, 'pass': 0.9766, 'rush': 0.1473, 'firstDown': 0.3668, 'secondDown': 0.467, 'thirdDown': 0.721, 'standardDowns': 0.406, 'passingDowns': 0.616}",
2019,4044122,Anthony Russo,QB,Temple,American Athletic,"{'overall': 0.4717, 'pass': 0.8834, 'rush': 0.0398, 'firstDown': 0.4364, 'secondDown': 0.455, 'thirdDown': 0.605, 'standardDowns': 0.408, 'passingDowns': 0.607}",
2019,4034857,Patrick O'Brien,QB,Colorado State,Mountain West,"{'overall': 0.471, 'pass': 0.7661, 'rush': 0.1123, 'firstDown': 0.4336, 'secondDown': 0.414, 'thirdDown': 0.679, 'standardDowns': 0.407, 'passingDowns': 0.604}",
2019,4360310,Trevor Lawrence,QB,Clemson,ACC,"{'overall': 0.4689, 'pass': 0.8058, 'rush': 0.1581, 'firstDown': 0.4062, 'secondDown': 0.504, 'thirdDown': 0.619, 'standardDowns': 0.405, 'passingDowns': 0.636}",
2019,4239086,Desmond Ridder,QB,Cincinnati,American Athletic,"{'overall': 0.4635, 'pass': 0.8543, 'rush': 0.2021, 'firstDown': 0.3908, 'secondDown': 0.464, 'thirdDown': 0.632, 'standardDowns': 0.38, 'passingDowns': 0.64}",
2019,3921648,Ryan Agnew,QB,San Diego State,Mountain West,"{'overall': 0.4622, 'pass': 0.9325, 'rush': 0.1029, 'firstDown': 0.3367, 'secondDown': 0.485, 'thirdDown': 0.717, 'standardDowns': 0.338, 'passingDowns': 0.679}",
2019,4043136,Jett Duffey,QB,Texas Tech,Big 12,"{'overall': 0.46, 'pass': 0.6998, 'rush': 0.1473, 'firstDown': 0.4455, 'secondDown': 0.472, 'thirdDown': 0.534, 'standardDowns': 0.422, 'passingDowns': 0.549}",
2019,4427238,Dillon Gabriel,QB,UCF,American Athletic,"{'overall': 0.4555, 'pass': 0.8761, 'rush': 0.0921, 'firstDown': 0.4418, 'secondDown': 0.43, 'thirdDown': 0.565, 'standardDowns': 0.401, 'passingDowns': 0.571}",
2019,3728240,Kelly Bryant,QB,Missouri,SEC,"{'overall': 0.4535, 'pass': 0.7708, 'rush': 0.1879, 'firstDown': 0.4135, 'secondDown': 0.47, 'thirdDown': 0.565, 'standardDowns': 0.416, 'passingDowns': 0.53}",
2019,4362887,Justin Fields,QB,Ohio State,Big Ten,"{'overall': 0.4528, 'pass': 0.8716, 'rush': 0.1691, 'firstDown': 0.4004, 'secondDown': 0.491, 'thirdDown': 0.553, 'standardDowns': 0.401, 'passingDowns': 0.591}",
2019,4361182,Adrian Martinez,QB,Nebraska,Big Ten,"{'overall': 0.4516, 'pass': 0.7895, 'rush': 0.2378, 'firstDown': 0.3836, 'secondDown': 0.454, 'thirdDown': 0.608, 'standardDowns': 0.396, 'passingDowns': 0.576}",
2019,4427243,Brett Gabbert,QB,Miami (OH),Mid-American,"{'overall': 0.4512, 'pass': 0.9262, 'rush': 0.126, 'firstDown': 0.4363, 'secondDown': 0.427, 'thirdDown': 0.567, 'standardDowns': 0.417, 'passingDowns': 0.516}",
2019,4241556,Levi Lewis,QB,Louisiana,Sun Belt,"{'overall': 0.4418, 'pass': 0.9161, 'rush': 0.0963, 'firstDown': 0.4029, 'secondDown': 0.453, 'thirdDown': 0.567, 'standardDowns': 0.376, 'passingDowns': 0.63}",
2019,4361435,Carson Strong,QB,Nevada,Mountain West,"{'overall': 0.4403, 'pass': 0.7442, 'rush': 0.0721, 'firstDown': 0.4127, 'secondDown': 0.457, 'thirdDown': 0.522, 'standardDowns': 0.385, 'passingDowns': 0.537}",
2019,4035671,Tyler Huntley,QB,Utah,Pac-12,"{'overall': 0.437, 'pass': 0.9302, 'rush': 0.1416, 'firstDown': 0.4101, 'secondDown': 0.375, 'thirdDown': 0.607, 'standardDowns': 0.391, 'passingDowns': 0.56}",
2019,4240689,Jake Fromm,QB,Georgia,SEC,"{'overall': 0.4369, 'pass': 0.9296, 'rush': 0.0453, 'firstDown': 0.3986, 'secondDown': 0.343, 'thirdDown': 0.72, 'standardDowns': 0.379, 'passingDowns': 0.563}",
2019,4037642,Austin Kendall,QB,West Virginia,Big 12,"{'overall': 0.4366, 'pass': 0.6667, 'rush': 0.1086, 'firstDown': 0.4212, 'secondDown': 0.405, 'thirdDown': 0.514, 'standardDowns': 0.402, 'passingDowns': 0.49}",
2019,3914395,James Morgan,QB,Florida International,Conference USA,"{'overall': 0.4318, 'pass': 0.9141, 'rush': 0.0447, 'firstDown': 0.3783, 'secondDown': 0.392, 'thirdDown': 0.648, 'standardDowns': 0.378, 'passingDowns': 0.543}",
2019,4039436,Malcolm Perry,QB,Navy,American Athletic,"{'overall': 0.4279, 'pass': 0.8333, 'rush': 0.3698, 'firstDown': 0.4215, 'secondDown': 0.396, 'thirdDown': 0.488, 'standardDowns': 0.412, 'passingDowns': 0.469}",
2019,4360890,Jordan McCloud,QB,South Florida,American Athletic,"{'overall': 0.4214, 'pass': 0.6883, 'rush': 0.1825, 'firstDown': 0.3427, 'secondDown': 0.421, 'thirdDown': 0.571, 'standardDowns': 0.339, 'passingDowns': 0.576}",
2019,4240756,Tanner Morgan,QB,Minnesota,Big Ten,"{'overall': 0.4211, 'pass': 0.9885, 'rush': 0.0617, 'firstDown': 0.3722, 'secondDown': 0.423, 'thirdDown': 0.576, 'standardDowns': 0.334, 'passingDowns': 0.617}",
2019,4361566,Kenyon Oblad,QB,UNLV,Mountain West,"{'overall': 0.4209, 'pass': 0.784, 'rush': 0.0681, 'firstDown': 0.3838, 'secondDown': 0.414, 'thirdDown': 0.512, 'standardDowns': 0.344, 'passingDowns': 0.571}",
2019,4045290,Peyton Ramsey,QB,Indiana,Big Ten,"{'overall': 0.4143, 'pass': 0.6465, 'rush': 0.1682, 'firstDown': 0.3536, 'secondDown': 0.446, 'thirdDown': 0.539, 'standardDowns': 0.356, 'passingDowns': 0.546}",
2019,3915468,Riley Neal,QB,Vanderbilt,SEC,"{'overall': 0.4122, 'pass': 0.6806, 'rush': 0.0988, 'firstDown': 0.3524, 'secondDown': 0.388, 'thirdDown': 0.563, 'standardDowns': 0.356, 'passingDowns': 0.503}",
2019,4361222,Layne Hatcher,QB,Arkansas State,Sun Belt,"{'overall': 0.4109, 'pass': 0.6647, 'rush': 0.1211, 'firstDown': 0.3792, 'secondDown': 0.408, 'thirdDown': 0.542, 'standardDowns': 0.375, 'passingDowns': 0.475}",
2019,4362667,Tyler Vitt,QB,Texas State,Sun Belt,"{'overall': 0.41, 'pass': 0.5541, 'rush': 0.1667, 'firstDown': 0.37, 'secondDown': 0.425, 'thirdDown': 0.497, 'standardDowns': 0.38, 'passingDowns': 0.46}",
2019,4361825,Spencer Sanders,QB,Oklahoma State,Big 12,"{'overall': 0.4077, 'pass': 0.6832, 'rush': 0.2262, 'firstDown': 0.3527, 'secondDown': 0.454, 'thirdDown': 0.497, 'standardDowns': 0.343, 'passingDowns': 0.552}",
2019,4360578,James Graham,WR,Georgia Tech,ACC,"{'overall': 0.4073, 'pass': 0.7113, 'rush': 0.1986, 'firstDown': 0.3531, 'secondDown': 0.412, 'thirdDown': 0.537, 'standardDowns': 0.35, 'passingDowns': 0.508}",
2019,4361259,Zach Wilson,QB,BYU,FBS Independents,"{'overall': 0.4058, 'pass': 0.6761, 'rush': 0.1098, 'firstDown': 0.3835, 'secondDown': 0.394, 'thirdDown': 0.492, 'standardDowns': 0.39, 'passingDowns': 0.439}",
2019,4242331,Jack Coan,QB,Wisconsin,Big Ten,"{'overall': 0.4054, 'pass': 0.9643, 'rush': 0.0666, 'firstDown': 0.3234, 'secondDown': 0.431, 'thirdDown': 0.567, 'standardDowns': 0.312, 'passingDowns': 0.676}",
2019,4036262,Brandon Peters,QB,Illinois,Big Ten,"{'overall': 0.404, 'pass': 0.7449, 'rush': 0.1149, 'firstDown': 0.3151, 'secondDown': 0.415, 'thirdDown': 0.593, 'standardDowns': 0.338, 'passingDowns': 0.529}",
2019,4039602,Khalil Tate,QB,Arizona,Pac-12,"{'overall': 0.4, 'pass': 0.625, 'rush': 0.1675, 'firstDown': 0.3553, 'secondDown': 0.377, 'thirdDown': 0.548, 'standardDowns': 0.342, 'passingDowns': 0.514}",
2019,4362507,Jarren Williams,QB,Miami,ACC,"{'overall': 0.3995, 'pass': 0.6326, 'rush': 0.1031, 'firstDown': 0.3307, 'secondDown': 0.451, 'thirdDown': 0.491, 'standardDowns': 0.34, 'passingDowns': 0.516}",
2019,4240020,James Blackman,QB,Florida State,ACC,"{'overall': 0.3934, 'pass': 0.6646, 'rush': 0.1, 'firstDown': 0.3375, 'secondDown': 0.39, 'thirdDown': 0.537, 'standardDowns': 0.333, 'passingDowns': 0.51}",
2019,4362029,Kai Locksley,QB,UTEP,Conference USA,"{'overall': 0.392, 'pass': 0.5565, 'rush': 0.2575, 'firstDown': 0.3604, 'secondDown': 0.389, 'thirdDown': 0.482, 'standardDowns': 0.357, 'passingDowns': 0.46}",
2019,4360204,Johnny Langan,QB,Rutgers,Big Ten,"{'overall': 0.3871, 'pass': 0.59, 'rush': 0.2564, 'firstDown': 0.3356, 'secondDown': 0.38, 'thirdDown': 0.492, 'standardDowns': 0.337, 'passingDowns': 0.479}",
2019,4242203,Lowell Narcisse,QB,UT San Antonio,Conference USA,"{'overall': 0.3868, 'pass': 0.5587, 'rush': 0.2332, 'firstDown': 0.3216, 'secondDown': 0.42, 'thirdDown': 0.489, 'standardDowns': 0.327, 'passingDowns': 0.504}",
2019,3858269,Ross Bowers,QB,Northern Illinois,Mid-American,"{'overall': 0.3851, 'pass': 0.7758, 'rush': 0.0443, 'firstDown': 0.3352, 'secondDown': 0.379, 'thirdDown': 0.528, 'standardDowns': 0.326, 'passingDowns': 0.495}",
2019,4241416,Chuba Hubbard,RB,Oklahoma State,Big 12,"{'overall': 0.381, 'pass': 0.0785, 'rush': 0.6112, 'firstDown': 0.442, 'secondDown': 0.369, 'thirdDown': 0.31, 'standardDowns': 0.445, 'passingDowns': 0.238}",
2019,4259979,Lynn Bowden Jr.,WR,Kentucky,SEC,"{'overall': 0.3721, 'pass': 0.4963, 'rush': 0.3175, 'firstDown': 0.3352, 'secondDown': 0.363, 'thirdDown': 0.472, 'standardDowns': 0.349, 'passingDowns': 0.422}",
2019,4242335,Jonathan Taylor,RB,Wisconsin,Big Ten,"{'overall': 0.3669, 'pass': 0.1016, 'rush': 0.5392, 'firstDown': 0.4495, 'secondDown': 0.359, 'thirdDown': 0.219, 'standardDowns': 0.441, 'passingDowns': 0.154}",
2019,4428977,Jack Zergiotis,QB,Connecticut,American Athletic,"{'overall': 0.366, 'pass': 0.678, 'rush': 0.0482, 'firstDown': 0.3112, 'secondDown': 0.361, 'thirdDown': 0.5, 'standardDowns': 0.309, 'passingDowns': 0.465}",
2019,4035167,Jarrett Guarantano,QB,Tennessee,SEC,"{'overall': 0.3658, 'pass': 0.7135, 'rush': 0.0805, 'firstDown': 0.307, 'secondDown': 0.343, 'thirdDown': 0.546, 'standardDowns': 0.306, 'passingDowns': 0.479}",
2019,4046743,Grant Loy,QB,Bowling Green,Mid-American,"{'overall': 0.3616, 'pass': 0.6034, 'rush': 0.1921, 'firstDown': 0.3041, 'secondDown': 0.366, 'thirdDown': 0.449, 'standardDowns': 0.308, 'passingDowns': 0.471}",
2019,4239793,Tyler Johnston III,QB,UAB,Conference USA,"{'overall': 0.358, 'pass': 0.7191, 'rush': 0.1281, 'firstDown': 0.2886, 'secondDown': 0.403, 'thirdDown': 0.469, 'standardDowns': 0.292, 'passingDowns': 0.487}",
2019,4036650,Shai Werts,WR,Georgia Southern,Sun Belt,"{'overall': 0.358, 'pass': 0.8444, 'rush': 0.2316, 'firstDown': 0.3277, 'secondDown': 0.338, 'thirdDown': 0.479, 'standardDowns': 0.313, 'passingDowns': 0.452}",
2019,4242408,Chase Garbers,QB,California,Pac-12,"{'overall': 0.357, 'pass': 0.5817, 'rush': 0.1555, 'firstDown': 0.3194, 'secondDown': 0.346, 'thirdDown': 0.483, 'standardDowns': 0.33, 'passingDowns': 0.41}",
2019,4242873,Eno Benjamin,RB,Arizona State,Pac-12,"{'overall': 0.3511, 'pass': 0.1277, 'rush': 0.5869, 'firstDown': 0.3867, 'secondDown': 0.378, 'thirdDown': 0.273, 'standardDowns': 0.408, 'passingDowns': 0.238}",
