_id,_season,_week,_season_type,_home_team,_home_conference,_home_score,_away_team,_away_conference,_away_score,_lines,discriminator
400945031,2017,1,regular,BYU,FBS Independents,20,Portland State,,6,"[{'provider': 'consensus', 'spread': None, 'formattedSpread': 'Portland State -null', 'spreadOpen': None, 'overUnder': '60', 'overUnderOpen': None}]",
400938887,2017,1,regular,UMass,FBS Independents,35,Hawai'i,Mountain West,38,"[{'provider': 'consensus', 'spread': None, 'formattedSpread': ""Hawai'i -null"", 'spreadOpen': None, 'overUnder': '60', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-2', 'formattedSpread': 'UMass -2', 'spreadOpen': None, 'overUnder': '61.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-3', 'formattedSpread': 'UMass -3', 'spreadOpen': None, 'overUnder': '60', 'overUnderOpen': None}]",
400935229,2017,1,regular,Indiana,Big Ten,21,Ohio State,Big Ten,49,"[{'provider': 'consensus', 'spread': '21', 'formattedSpread': 'Ohio State -21', 'spreadOpen': None, 'overUnder': '56.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '20.5', 'formattedSpread': 'Ohio State -20.5', 'spreadOpen': None, 'overUnder': '56.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '20', 'formattedSpread': 'Ohio State -20', 'spreadOpen': None, 'overUnder': '55', 'overUnderOpen': None}]",
400934493,2017,1,regular,Oklahoma State,Big 12,59,Tulsa,American Athletic,24,"[{'provider': 'consensus', 'spread': '-19.5', 'formattedSpread': 'Oklahoma State -19.5', 'spreadOpen': None, 'overUnder': '71.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-17', 'formattedSpread': 'Oklahoma State -17', 'spreadOpen': None, 'overUnder': '74', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-19.5', 'formattedSpread': 'Oklahoma State -19.5', 'spreadOpen': None, 'overUnder': '70.5', 'overUnderOpen': None}]",
400938591,2017,1,regular,UCF,American Athletic,61,Florida International,Conference USA,17,"[{'provider': 'consensus', 'spread': '-17', 'formattedSpread': 'UCF -17', 'spreadOpen': None, 'overUnder': '56.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-17.5', 'formattedSpread': 'UCF -17.5', 'spreadOpen': None, 'overUnder': '56.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-17.5', 'formattedSpread': 'UCF -17.5', 'spreadOpen': None, 'overUnder': '57', 'overUnderOpen': None}]",
400937445,2017,1,regular,Wake Forest,ACC,51,Presbyterian College,,7,"[{'provider': 'consensus', 'spread': '-42.5', 'formattedSpread': 'Wake Forest -42.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400941787,2017,1,regular,Cincinnati,American Athletic,26,Austin Peay,,14,"[{'provider': 'consensus', 'spread': '-43', 'formattedSpread': 'Cincinnati -43', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400935230,2017,1,regular,Minnesota,Big Ten,17,Buffalo,Mid-American,7,"[{'provider': 'consensus', 'spread': '-23', 'formattedSpread': 'Minnesota -23', 'spreadOpen': None, 'overUnder': '51', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-26', 'formattedSpread': 'Minnesota -26', 'spreadOpen': None, 'overUnder': '50.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-22.5', 'formattedSpread': 'Minnesota -22.5', 'spreadOpen': None, 'overUnder': '51', 'overUnderOpen': None}]",
400944826,2017,1,regular,Georgia State,Sun Belt,10,Tennessee State,,17,"[{'provider': 'consensus', 'spread': '-15', 'formattedSpread': 'Georgia State -15', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400944889,2017,1,regular,Toledo,Mid-American,47,Elon,,13,"[{'provider': 'consensus', 'spread': '-44.5', 'formattedSpread': 'Toledo -44.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400944890,2017,1,regular,Central Michigan,Mid-American,30,Rhode Island,,27,"[{'provider': 'consensus', 'spread': '-34.5', 'formattedSpread': 'Central Michigan -34.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400941788,2017,1,regular,Connecticut,American Athletic,27,Holy Cross,,20,"[{'provider': 'consensus', 'spread': '-22.5', 'formattedSpread': 'Connecticut -22.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400935248,2017,1,regular,Utah,Pac-12,37,North Dakota,,16,"[{'provider': 'consensus', 'spread': '-21', 'formattedSpread': 'Utah -21', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400933828,2017,1,regular,Arkansas,SEC,49,Florida A&M,,7,"[{'provider': 'consensus', 'spread': '-47', 'formattedSpread': 'Arkansas -47', 'spreadOpen': None, 'overUnder': '55.5', 'overUnderOpen': None}]",
400944827,2017,1,regular,Idaho,Sun Belt,28,Sacramento State,,6,"[{'provider': 'consensus', 'spread': '-23.5', 'formattedSpread': 'Idaho -23.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400941789,2017,1,regular,Memphis,American Athletic,37,Louisiana Monroe,Sun Belt,29,"[{'provider': 'consensus', 'spread': '-27', 'formattedSpread': 'Memphis -27', 'spreadOpen': None, 'overUnder': '61.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-27', 'formattedSpread': 'Memphis -27', 'spreadOpen': None, 'overUnder': '67', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-27.5', 'formattedSpread': 'Memphis -27.5', 'spreadOpen': None, 'overUnder': '61.5', 'overUnderOpen': None}]",
400935247,2017,1,regular,Arizona State,Pac-12,37,New Mexico State,Sun Belt,31,"[{'provider': 'consensus', 'spread': '-24', 'formattedSpread': 'Arizona State -24', 'spreadOpen': None, 'overUnder': '69', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-23.5', 'formattedSpread': 'Arizona State -23.5', 'spreadOpen': None, 'overUnder': '71', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-26.5', 'formattedSpread': 'Arizona State -26.5', 'spreadOpen': None, 'overUnder': '69', 'overUnderOpen': None}]",
400935250,2017,1,regular,Rutgers,Big Ten,14,Washington,Pac-12,30,"[{'provider': 'consensus', 'spread': '28', 'formattedSpread': 'Washington -28', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '28', 'formattedSpread': 'Washington -28', 'spreadOpen': None, 'overUnder': '53.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '28', 'formattedSpread': 'Washington -28', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}]",
400935231,2017,1,regular,Wisconsin,Big Ten,59,Utah State,Mountain West,10,"[{'provider': 'consensus', 'spread': '-27.5', 'formattedSpread': 'Wisconsin -27.5', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-27.5', 'formattedSpread': 'Wisconsin -27.5', 'spreadOpen': None, 'overUnder': '51.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-27', 'formattedSpread': 'Wisconsin -27', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}]",
400934570,2017,1,regular,Army,FBS Independents,64,Fordham,,6,"[{'provider': 'consensus', 'spread': '-18', 'formattedSpread': 'Army -18', 'spreadOpen': None, 'overUnder': '69.5', 'overUnderOpen': None}]",
400944891,2017,1,regular,Eastern Michigan,Mid-American,24,Charlotte,Conference USA,7,"[{'provider': 'consensus', 'spread': '-14', 'formattedSpread': 'Eastern Michigan -14', 'spreadOpen': None, 'overUnder': '59', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-14', 'formattedSpread': 'Eastern Michigan -14', 'spreadOpen': None, 'overUnder': '58', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-14', 'formattedSpread': 'Eastern Michigan -14', 'spreadOpen': None, 'overUnder': '59', 'overUnderOpen': None}]",
400937451,2017,1,regular,Syracuse,ACC,50,Central Connecticut,,7,"[{'provider': 'consensus', 'spread': '-46', 'formattedSpread': 'Syracuse -46', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400938592,2017,1,regular,Florida Atlantic,Conference USA,19,Navy,American Athletic,42,"[{'provider': 'consensus', 'spread': '9', 'formattedSpread': 'Navy -9', 'spreadOpen': None, 'overUnder': '64', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '9', 'formattedSpread': 'Navy -9', 'spreadOpen': None, 'overUnder': '66', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '8', 'formattedSpread': 'Navy -8', 'spreadOpen': None, 'overUnder': '64', 'overUnderOpen': None}]",
400935249,2017,1,regular,Colorado,Pac-12,17,Colorado State,Mountain West,3,"[{'provider': 'consensus', 'spread': '-3', 'formattedSpread': 'Colorado -3', 'spreadOpen': None, 'overUnder': '69.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-3', 'formattedSpread': 'Colorado -3', 'spreadOpen': None, 'overUnder': '68.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-3', 'formattedSpread': 'Colorado -3', 'spreadOpen': None, 'overUnder': '68.5', 'overUnderOpen': None}]",
400937446,2017,1,regular,Northern Illinois,Mid-American,20,Boston College,ACC,23,"[{'provider': 'consensus', 'spread': '3.5', 'formattedSpread': 'Boston College -3.5', 'spreadOpen': None, 'overUnder': '47', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '3.5', 'formattedSpread': 'Boston College -3.5', 'spreadOpen': None, 'overUnder': '47', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '3.5', 'formattedSpread': 'Boston College -3.5', 'spreadOpen': None, 'overUnder': '46.5', 'overUnderOpen': None}]",
400933827,2017,1,regular,Alabama,SEC,24,Florida State,ACC,7,"[{'provider': 'consensus', 'spread': '-7.5', 'formattedSpread': 'Alabama -7.5', 'spreadOpen': None, 'overUnder': '51', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-7.5', 'formattedSpread': 'Alabama -7.5', 'spreadOpen': None, 'overUnder': '51.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-7', 'formattedSpread': 'Alabama -7', 'spreadOpen': None, 'overUnder': '51', 'overUnderOpen': None}]",
400935252,2017,1,regular,USC,Pac-12,49,Western Michigan,Mid-American,31,"[{'provider': 'consensus', 'spread': '-28', 'formattedSpread': 'USC -28', 'spreadOpen': None, 'overUnder': '59', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-28', 'formattedSpread': 'USC -28', 'spreadOpen': None, 'overUnder': '59.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-28', 'formattedSpread': 'USC -28', 'spreadOpen': None, 'overUnder': '58.5', 'overUnderOpen': None}]",
400937447,2017,1,regular,Clemson,ACC,56,Kent State,Mid-American,3,"[{'provider': 'consensus', 'spread': '-38', 'formattedSpread': 'Clemson -38', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-38.5', 'formattedSpread': 'Clemson -38.5', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-38', 'formattedSpread': 'Clemson -38', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}]",
400935237,2017,1,regular,Penn State,Big Ten,52,Akron,Mid-American,0,"[{'provider': 'consensus', 'spread': '-30', 'formattedSpread': 'Penn State -30', 'spreadOpen': None, 'overUnder': '63.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-30', 'formattedSpread': 'Penn State -30', 'spreadOpen': None, 'overUnder': '62.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-29.5', 'formattedSpread': 'Penn State -29.5', 'spreadOpen': None, 'overUnder': '64.5', 'overUnderOpen': None}]",
400934492,2017,1,regular,Oklahoma,Big 12,56,UTEP,Conference USA,7,"[{'provider': 'consensus', 'spread': '-43.5', 'formattedSpread': 'Oklahoma -43.5', 'spreadOpen': None, 'overUnder': '63', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-43', 'formattedSpread': 'Oklahoma -43', 'spreadOpen': None, 'overUnder': '63', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-43', 'formattedSpread': 'Oklahoma -43', 'spreadOpen': None, 'overUnder': '62.5', 'overUnderOpen': None}]",
400933830,2017,1,regular,Florida,SEC,17,Michigan,Big Ten,33,"[{'provider': 'consensus', 'spread': '4.5', 'formattedSpread': 'Michigan -4.5', 'spreadOpen': None, 'overUnder': '45.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '5', 'formattedSpread': 'Michigan -5', 'spreadOpen': None, 'overUnder': '45.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '4', 'formattedSpread': 'Michigan -4', 'spreadOpen': None, 'overUnder': '46.5', 'overUnderOpen': None}]",
400933829,2017,1,regular,Auburn,SEC,41,Georgia Southern,Sun Belt,7,"[{'provider': 'consensus', 'spread': '-34.5', 'formattedSpread': 'Auburn -34.5', 'spreadOpen': None, 'overUnder': '59', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-34', 'formattedSpread': 'Auburn -34', 'spreadOpen': None, 'overUnder': '59', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-34.5', 'formattedSpread': 'Auburn -34.5', 'spreadOpen': None, 'overUnder': '59', 'overUnderOpen': None}]",
400933833,2017,1,regular,LSU,SEC,27,BYU,FBS Independents,0,"[{'provider': 'consensus', 'spread': '-14.5', 'formattedSpread': 'LSU -14.5', 'spreadOpen': None, 'overUnder': '47.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-14.5', 'formattedSpread': 'LSU -14.5', 'spreadOpen': None, 'overUnder': '47', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-15', 'formattedSpread': 'LSU -15', 'spreadOpen': None, 'overUnder': '47', 'overUnderOpen': None}]",
