_id,_season,_week,_season_type,_home_team,_home_conference,_home_score,_away_team,_away_conference,_away_score,_lines,discriminator
332412579,2013,1,regular,South Carolina,SEC,27,North Carolina,ACC,10,"[{'provider': 'consensus', 'spread': '-11.5', 'formattedSpread': 'South Carolina -11.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-11', 'formattedSpread': 'South Carolina -11', 'spreadOpen': None, 'overUnder': '56', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-11', 'formattedSpread': 'South Carolina -11', 'spreadOpen': None, 'overUnder': '56', 'overUnderOpen': None}]",
332410062,2013,1,regular,Hawai'i,Mountain West,13,USC,Pac-12,30,"[{'provider': 'consensus', 'spread': '21.5', 'formattedSpread': 'USC -21.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '23.5', 'formattedSpread': 'USC -23.5', 'spreadOpen': None, 'overUnder': '51.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '23.5', 'formattedSpread': 'USC -23.5', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}]",
332412309,2013,1,regular,Kent State,Mid-American,17,Liberty,,10,"[{'provider': 'consensus', 'spread': '2', 'formattedSpread': 'Liberty -2', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332410154,2013,1,regular,Wake Forest,ACC,31,Presbyterian College,,7,"[{'provider': 'consensus', 'spread': '-30', 'formattedSpread': 'Wake Forest -30', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332410189,2013,1,regular,Bowling Green,Mid-American,34,Tulsa,Conference USA,7,"[{'provider': 'consensus', 'spread': '3', 'formattedSpread': 'Tulsa -3', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-2.5', 'formattedSpread': 'Bowling Green -2.5', 'spreadOpen': None, 'overUnder': '50', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-3', 'formattedSpread': 'Bowling Green -3', 'spreadOpen': None, 'overUnder': '50.5', 'overUnderOpen': None}]",
332410084,2013,1,regular,Indiana,Big Ten,73,Indiana State,,35,"[{'provider': 'consensus', 'spread': '-30.5', 'formattedSpread': 'Indiana -30.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332410135,2013,1,regular,Minnesota,Big Ten,51,UNLV,Mountain West,23,"[{'provider': 'consensus', 'spread': '-17', 'formattedSpread': 'Minnesota -17', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-13.5', 'formattedSpread': 'Minnesota -13.5', 'spreadOpen': None, 'overUnder': '52.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-13.5', 'formattedSpread': 'Minnesota -13.5', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}]",
332412050,2013,1,regular,Ball State,Mid-American,51,Illinois State,,28,"[{'provider': 'consensus', 'spread': '-30.5', 'formattedSpread': 'Ball State -30.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332412116,2013,1,regular,UCF,American Athletic,38,Akron,Mid-American,7,"[{'provider': 'consensus', 'spread': '-28', 'formattedSpread': 'UCF -28', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-23.5', 'formattedSpread': 'UCF -23.5', 'spreadOpen': None, 'overUnder': '55.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-24', 'formattedSpread': 'UCF -24', 'spreadOpen': None, 'overUnder': '55.5', 'overUnderOpen': None}]",
332412393,2013,1,regular,Middle Tennessee,Conference USA,45,Western Carolina,,24,"[{'provider': 'consensus', 'spread': '-12', 'formattedSpread': 'Middle Tennessee -12', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332410006,2013,1,regular,South Alabama,Sun Belt,21,Southern Utah,,22,"[{'provider': 'consensus', 'spread': '-41', 'formattedSpread': 'South Alabama -41', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332410041,2013,1,regular,Connecticut,American Athletic,18,Towson,,33,"[{'provider': 'consensus', 'spread': '-20', 'formattedSpread': 'Connecticut -20', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332412655,2013,1,regular,Tulane,Conference USA,34,Jackson State,,7,"[{'provider': 'consensus', 'spread': '-15', 'formattedSpread': 'Tulane -15', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332410254,2013,1,regular,Utah,Pac-12,30,Utah State,Mountain West,26,"[{'provider': 'consensus', 'spread': '-4.5', 'formattedSpread': 'Utah -4.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-1', 'formattedSpread': 'Utah -1', 'spreadOpen': None, 'overUnder': '52.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-2', 'formattedSpread': 'Utah -2', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}]",
332410238,2013,1,regular,Vanderbilt,SEC,35,Ole Miss,SEC,39,"[{'provider': 'consensus', 'spread': '-1.5', 'formattedSpread': 'Vanderbilt -1.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '3', 'formattedSpread': 'Ole Miss -3', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '3', 'formattedSpread': 'Ole Miss -3', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}]",
332410023,2013,1,regular,San José State,Mountain West,24,Sacramento State,,0,"[{'provider': 'consensus', 'spread': '-33', 'formattedSpread': 'San José State -33', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332410278,2013,1,regular,Fresno State,Mountain West,52,Rutgers,American Athletic,51,"[{'provider': 'consensus', 'spread': '-8.5', 'formattedSpread': 'Fresno State -8.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-10.5', 'formattedSpread': 'Fresno State -10.5', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-10', 'formattedSpread': 'Fresno State -10', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}]",
332420349,2013,1,regular,Army,FBS Independents,28,Morgan State,,12,"[{'provider': 'consensus', 'spread': '-31', 'formattedSpread': 'Army -31', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332422247,2013,1,regular,Georgia State,Sun Belt,21,Samford,,31,"[{'provider': 'consensus', 'spread': '7', 'formattedSpread': 'Samford -7', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332420127,2013,1,regular,Michigan State,Big Ten,26,Western Michigan,Mid-American,13,"[{'provider': 'consensus', 'spread': '-24', 'formattedSpread': 'Michigan State -24', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-28', 'formattedSpread': 'Michigan State -28', 'spreadOpen': None, 'overUnder': '44.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-27.5', 'formattedSpread': 'Michigan State -27.5', 'spreadOpen': None, 'overUnder': '44', 'overUnderOpen': None}]",
332422390,2013,1,regular,Miami,ACC,34,Florida Atlantic,Conference USA,6,"[{'provider': 'consensus', 'spread': '-31', 'formattedSpread': 'Miami -31', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-31', 'formattedSpread': 'Miami -31', 'spreadOpen': None, 'overUnder': '54', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-31', 'formattedSpread': 'Miami -31', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}]",
332422567,2013,1,regular,SMU,American Athletic,23,Texas Tech,Big 12,41,"[{'provider': 'consensus', 'spread': '2.5', 'formattedSpread': 'Texas Tech -2.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '4.5', 'formattedSpread': 'Texas Tech -4.5', 'spreadOpen': None, 'overUnder': '59.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '4', 'formattedSpread': 'Texas Tech -4', 'spreadOpen': None, 'overUnder': '59.5', 'overUnderOpen': None}]",
332420248,2013,1,regular,Houston,American Athletic,62,Southern,,13,"[{'provider': 'consensus', 'spread': '-38.5', 'formattedSpread': 'Houston -38.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332422306,2013,1,regular,Kansas State,Big 12,21,North Dakota State,,24,"[{'provider': 'consensus', 'spread': '-14.5', 'formattedSpread': 'Kansas State -14.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332420012,2013,1,regular,Arizona,Pac-12,35,Northern Arizona,,0,"[{'provider': 'consensus', 'spread': '-35', 'formattedSpread': 'Arizona -35', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332430259,2013,1,regular,Virginia Tech,ACC,10,Alabama,SEC,35,"[{'provider': 'consensus', 'spread': '18.5', 'formattedSpread': 'Alabama -18.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '21.5', 'formattedSpread': 'Alabama -21.5', 'spreadOpen': None, 'overUnder': '44.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '21.5', 'formattedSpread': 'Alabama -21.5', 'spreadOpen': None, 'overUnder': '45', 'overUnderOpen': None}]",
332430194,2013,1,regular,Ohio State,Big Ten,40,Buffalo,Mid-American,20,"[{'provider': 'consensus', 'spread': '-33.5', 'formattedSpread': 'Ohio State -33.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-33.5', 'formattedSpread': 'Ohio State -33.5', 'spreadOpen': None, 'overUnder': '56', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-34', 'formattedSpread': 'Ohio State -34', 'spreadOpen': None, 'overUnder': '55.5', 'overUnderOpen': None}]",
332432483,2013,1,regular,Oregon,Pac-12,66,Nicholls,,3,"[{'provider': 'consensus', 'spread': '-58.5', 'formattedSpread': 'Oregon -58.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
332430228,2013,1,regular,Clemson,ACC,38,Georgia,SEC,35,"[{'provider': 'consensus', 'spread': '-2', 'formattedSpread': 'Clemson -2', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '1.5', 'formattedSpread': 'Georgia -1.5', 'spreadOpen': None, 'overUnder': '71', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '1.5', 'formattedSpread': 'Georgia -1.5', 'spreadOpen': None, 'overUnder': '70.5', 'overUnderOpen': None}]",
332430245,2013,1,regular,Texas A&M,SEC,52,Rice,Conference USA,31,"[{'provider': 'consensus', 'spread': '-28', 'formattedSpread': 'Texas A&M -28', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-28', 'formattedSpread': 'Texas A&M -28', 'spreadOpen': None, 'overUnder': '69.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-28', 'formattedSpread': 'Texas A&M -28', 'spreadOpen': None, 'overUnder': '69', 'overUnderOpen': None}]",
332430057,2013,1,regular,Florida,SEC,24,Toledo,Mid-American,6,"[{'provider': 'consensus', 'spread': '-21', 'formattedSpread': 'Florida -21', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-22', 'formattedSpread': 'Florida -22', 'spreadOpen': None, 'overUnder': '55', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-23.5', 'formattedSpread': 'Florida -23.5', 'spreadOpen': None, 'overUnder': '55.5', 'overUnderOpen': None}]",
332432628,2013,1,regular,TCU,Big 12,27,LSU,SEC,37,"[{'provider': 'consensus', 'spread': '5', 'formattedSpread': 'LSU -5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '4', 'formattedSpread': 'LSU -4', 'spreadOpen': None, 'overUnder': '47.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '4', 'formattedSpread': 'LSU -4', 'spreadOpen': None, 'overUnder': '47.5', 'overUnderOpen': None}]",
332430197,2013,1,regular,Oklahoma State,Big 12,21,Mississippi State,SEC,3,"[{'provider': 'consensus', 'spread': '-13', 'formattedSpread': 'Oklahoma State -13', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-12.5', 'formattedSpread': 'Oklahoma State -12.5', 'spreadOpen': None, 'overUnder': '63', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-12', 'formattedSpread': 'Oklahoma State -12', 'spreadOpen': None, 'overUnder': '63', 'overUnderOpen': None}]",
332430087,2013,1,regular,Notre Dame,FBS Independents,28,Temple,American Athletic,6,"[{'provider': 'consensus', 'spread': '-24.5', 'formattedSpread': 'Notre Dame -24.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-27.5', 'formattedSpread': 'Notre Dame -27.5', 'spreadOpen': None, 'overUnder': '52.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-27.5', 'formattedSpread': 'Notre Dame -27.5', 'spreadOpen': None, 'overUnder': '53', 'overUnderOpen': None}]",
332430251,2013,1,regular,Texas,Big 12,56,New Mexico State,FBS Independents,7,"[{'provider': 'consensus', 'spread': '-42', 'formattedSpread': 'Texas -42', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-43.5', 'formattedSpread': 'Texas -43.5', 'spreadOpen': None, 'overUnder': '53.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-44.5', 'formattedSpread': 'Texas -44.5', 'spreadOpen': None, 'overUnder': '54', 'overUnderOpen': None}]",
332430201,2013,1,regular,Oklahoma,Big 12,34,Louisiana Monroe,Sun Belt,0,"[{'provider': 'consensus', 'spread': '-23', 'formattedSpread': 'Oklahoma -23', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-22.5', 'formattedSpread': 'Oklahoma -22.5', 'spreadOpen': None, 'overUnder': '60.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-21.5', 'formattedSpread': 'Oklahoma -21.5', 'spreadOpen': None, 'overUnder': '61', 'overUnderOpen': None}]",
332430130,2013,1,regular,Michigan,Big Ten,59,Central Michigan,Mid-American,9,"[{'provider': 'consensus', 'spread': '-26', 'formattedSpread': 'Michigan -26', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-31.5', 'formattedSpread': 'Michigan -31.5', 'spreadOpen': None, 'overUnder': '52.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-31.5', 'formattedSpread': 'Michigan -31.5', 'spreadOpen': None, 'overUnder': '53.5', 'overUnderOpen': None}]",
332430158,2013,1,regular,Nebraska,Big Ten,37,Wyoming,Mountain West,34,"[{'provider': 'consensus', 'spread': '-21.5', 'formattedSpread': 'Nebraska -21.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-31', 'formattedSpread': 'Nebraska -31', 'spreadOpen': None, 'overUnder': '65.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-31', 'formattedSpread': 'Nebraska -31', 'spreadOpen': None, 'overUnder': '65.5', 'overUnderOpen': None}]",
