_id,_season,_week,_season_type,_home_team,_home_conference,_home_score,_away_team,_away_conference,_away_score,_lines,discriminator
401236221,2020,2,regular,Iowa State,Big 12,14,Louisiana,Sun Belt,31,"[{'provider': 'Caesars', 'spread': '-13', 'formattedSpread': 'Iowa State -13', 'spreadOpen': None, 'overUnder': '56.5', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '-13.5', 'formattedSpread': 'Iowa State -13.5', 'spreadOpen': None, 'overUnder': '56', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-12.5', 'formattedSpread': 'Iowa State -12.5', 'spreadOpen': None, 'overUnder': '55.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-13', 'formattedSpread': 'Iowa State -13', 'spreadOpen': None, 'overUnder': '56.5', 'overUnderOpen': None}, {'provider': 'Bovada', 'spread': '-11.0', 'formattedSpread': 'Iowa State -11.0', 'spreadOpen': None, 'overUnder': '56.5', 'overUnderOpen': None}]",
401238035,2020,1,regular,UAB,Conference USA,45,Central Arkansas,,35,"[{'provider': 'Bovada', 'spread': '-21.0', 'formattedSpread': 'UAB -21.0', 'spreadOpen': None, 'overUnder': '50.0', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '-21', 'formattedSpread': 'UAB -21', 'spreadOpen': None, 'overUnder': '49.5', 'overUnderOpen': None}]",
401234562,2020,2,regular,Wake Forest,ACC,13,Clemson,ACC,37,"[{'provider': 'Bovada', 'spread': '36.0', 'formattedSpread': 'Clemson -36.0', 'spreadOpen': None, 'overUnder': '59.0', 'overUnderOpen': None}, {'provider': 'Caesars', 'spread': '34', 'formattedSpread': 'Clemson -34', 'spreadOpen': None, 'overUnder': '59', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '34.5', 'formattedSpread': 'Clemson -34.5', 'spreadOpen': None, 'overUnder': '58.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '34.5', 'formattedSpread': 'Clemson -34.5', 'spreadOpen': None, 'overUnder': '58.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '34.5', 'formattedSpread': 'Clemson -34.5', 'spreadOpen': None, 'overUnder': '58.5', 'overUnderOpen': None}]",
401207101,2020,1,regular,Southern Mississippi,Conference USA,21,South Alabama,Sun Belt,32,"[{'provider': 'Bovada', 'spread': '-12.0', 'formattedSpread': 'Southern Mississippi -12.0', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}, {'provider': 'Caesars', 'spread': '-12.5', 'formattedSpread': 'Southern Mississippi -12.5', 'spreadOpen': None, 'overUnder': '55', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '-12.5', 'formattedSpread': 'Southern Mississippi -12.5', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-12.5', 'formattedSpread': 'Southern Mississippi -12.5', 'spreadOpen': None, 'overUnder': '55.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-12.5', 'formattedSpread': 'Southern Mississippi -12.5', 'spreadOpen': None, 'overUnder': '55', 'overUnderOpen': None}]",
401236081,2020,2,regular,Appalachian State,Sun Belt,35,Charlotte,Conference USA,20,"[{'provider': 'Caesars', 'spread': '-16.5', 'formattedSpread': 'Appalachian State -16.5', 'spreadOpen': None, 'overUnder': '60', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '-16.5', 'formattedSpread': 'Appalachian State -16.5', 'spreadOpen': None, 'overUnder': '59.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-16.5', 'formattedSpread': 'Appalachian State -16.5', 'spreadOpen': None, 'overUnder': '59.5', 'overUnderOpen': None}, {'provider': 'Bovada', 'spread': '-17.0', 'formattedSpread': 'Appalachian State -17.0', 'spreadOpen': None, 'overUnder': '60.0', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-17', 'formattedSpread': 'Appalachian State -17', 'spreadOpen': None, 'overUnder': '59', 'overUnderOpen': None}]",
401237353,2020,1,regular,Marshall,Conference USA,59,Eastern Kentucky,,0,"[{'provider': 'Bovada', 'spread': '-26.0', 'formattedSpread': 'Marshall -26.0', 'spreadOpen': None, 'overUnder': '55.0', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '-25.5', 'formattedSpread': 'Marshall -25.5', 'spreadOpen': None, 'overUnder': '55', 'overUnderOpen': None}]",
401236054,2020,2,regular,Oklahoma,Big 12,48,Missouri State,,0,"[{'provider': 'Bovada', 'spread': '-48.0', 'formattedSpread': 'Oklahoma -48.0', 'spreadOpen': None, 'overUnder': '72.0', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '-50.5', 'formattedSpread': 'Oklahoma -50.5', 'spreadOpen': None, 'overUnder': '72', 'overUnderOpen': None}]",
401235700,2020,1,regular,Army,FBS Independents,42,Middle Tennessee,Conference USA,0,"[{'provider': 'Bovada', 'spread': '-4.0', 'formattedSpread': 'Army -4.0', 'spreadOpen': None, 'overUnder': '54.0', 'overUnderOpen': None}, {'provider': 'Caesars', 'spread': '-3.5', 'formattedSpread': 'Army -3.5', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '-3.5', 'formattedSpread': 'Army -3.5', 'spreadOpen': None, 'overUnder': '54', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-3.5', 'formattedSpread': 'Army -3.5', 'spreadOpen': None, 'overUnder': '53.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-3.5', 'formattedSpread': 'Army -3.5', 'spreadOpen': None, 'overUnder': '53', 'overUnderOpen': None}]",
401236038,2020,2,regular,West Virginia,Big 12,56,Eastern Kentucky,,10,"[{'provider': 'consensus', 'spread': '-41', 'formattedSpread': 'West Virginia -41', 'spreadOpen': None, 'overUnder': '58.5', 'overUnderOpen': None}, {'provider': 'Bovada', 'spread': '-41.0', 'formattedSpread': 'West Virginia -41.0', 'spreadOpen': None, 'overUnder': '59.5', 'overUnderOpen': None}]",
401212484,2020,1,regular,Texas State,Sun Belt,24,SMU,American Athletic,31,"[{'provider': 'Bovada', 'spread': '25.5', 'formattedSpread': 'SMU -25.5', 'spreadOpen': None, 'overUnder': '70.0', 'overUnderOpen': None}, {'provider': 'Caesars', 'spread': '25', 'formattedSpread': 'SMU -25', 'spreadOpen': None, 'overUnder': '70', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '24.5', 'formattedSpread': 'SMU -24.5', 'spreadOpen': None, 'overUnder': '70.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '24.5', 'formattedSpread': 'SMU -24.5', 'spreadOpen': None, 'overUnder': '69.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '24.5', 'formattedSpread': 'SMU -24.5', 'spreadOpen': None, 'overUnder': '70', 'overUnderOpen': None}]",
