_id,_season,_week,_season_type,_home_team,_home_conference,_home_score,_away_team,_away_conference,_away_score,_lines,discriminator
400756904,2015,1,regular,UCLA,Pac-12,34,Virginia,ACC,16,"[{'provider': 'consensus', 'spread': '-14.5', 'formattedSpread': 'UCLA -14.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-17.5', 'formattedSpread': 'UCLA -17.5', 'spreadOpen': None, 'overUnder': '52.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-17.5', 'formattedSpread': 'UCLA -17.5', 'spreadOpen': None, 'overUnder': '53', 'overUnderOpen': None}]",
400603838,2015,1,regular,Texas A&M,SEC,38,Arizona State,Pac-12,17,"[{'provider': 'consensus', 'spread': '-3', 'formattedSpread': 'Texas A&M -3', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-3', 'formattedSpread': 'Texas A&M -3', 'spreadOpen': None, 'overUnder': '64.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-3', 'formattedSpread': 'Texas A&M -3', 'spreadOpen': None, 'overUnder': '64.5', 'overUnderOpen': None}]",
400603835,2015,1,regular,Ole Miss,SEC,76,UT Martin,,3,[],
400603828,2015,1,regular,Arkansas,SEC,48,UTEP,Conference USA,13,"[{'provider': 'consensus', 'spread': '-35', 'formattedSpread': 'Arkansas -35', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-31.5', 'formattedSpread': 'Arkansas -31.5', 'spreadOpen': None, 'overUnder': '49.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-32.5', 'formattedSpread': 'Arkansas -32.5', 'spreadOpen': None, 'overUnder': '49.5', 'overUnderOpen': None}]",
400763404,2015,1,regular,Oklahoma,Big 12,41,Akron,Mid-American,3,"[{'provider': 'consensus', 'spread': '-38', 'formattedSpread': 'Oklahoma -38', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-31', 'formattedSpread': 'Oklahoma -31', 'spreadOpen': None, 'overUnder': '57', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-31', 'formattedSpread': 'Oklahoma -31', 'spreadOpen': None, 'overUnder': '57', 'overUnderOpen': None}]",
400756891,2015,1,regular,Northwestern,Big Ten,16,Stanford,Pac-12,6,"[{'provider': 'consensus', 'spread': '10', 'formattedSpread': 'Stanford -10', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '10', 'formattedSpread': 'Stanford -10', 'spreadOpen': None, 'overUnder': '48', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '10', 'formattedSpread': 'Stanford -10', 'spreadOpen': None, 'overUnder': '48.5', 'overUnderOpen': None}]",
400603834,2015,1,regular,Missouri,SEC,34,Southeast Missouri State,,3,[],
400834350,2015,1,regular,Tennessee,SEC,59,Bowling Green,Mid-American,30,"[{'provider': 'consensus', 'spread': '-17', 'formattedSpread': 'Tennessee -17', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-22', 'formattedSpread': 'Tennessee -22', 'spreadOpen': None, 'overUnder': '67.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-21.5', 'formattedSpread': 'Tennessee -21.5', 'spreadOpen': None, 'overUnder': '67.5', 'overUnderOpen': None}]",
400787107,2015,1,regular,Hawai'i,Mountain West,28,Colorado,Pac-12,20,"[{'provider': 'consensus', 'spread': '-2.5', 'formattedSpread': ""Hawai'i -2.5"", 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '7', 'formattedSpread': 'Colorado -7', 'spreadOpen': None, 'overUnder': '60.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '7', 'formattedSpread': 'Colorado -7', 'spreadOpen': None, 'overUnder': '60', 'overUnderOpen': None}]",
400763496,2015,1,regular,Rutgers,Big Ten,63,Norfolk State,,13,[],
400763473,2015,1,regular,Iowa,Big Ten,31,Illinois State,,14,[],
400763494,2015,1,regular,Maryland,Big Ten,50,Richmond,,21,[],
400763401,2015,1,regular,Kansas,Big 12,38,South Dakota State,,41,[],
400756902,2015,1,regular,Pittsburgh,ACC,45,Youngstown State,,37,"[{'provider': 'consensus', 'spread': '-15', 'formattedSpread': 'Pittsburgh -15', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400756897,2015,1,regular,Boston College,ACC,24,Maine,,3,[],
400756889,2015,1,regular,Washington State,Pac-12,17,Portland State,,24,[],
400835430,2015,1,regular,Illinois,Big Ten,52,Kent State,Mid-American,3,"[{'provider': 'numberfire', 'spread': '-13', 'formattedSpread': 'Illinois -13', 'spreadOpen': None, 'overUnder': '54', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-13', 'formattedSpread': 'Illinois -13', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}]",
400787111,2015,1,regular,Air Force,Mountain West,63,Morgan State,,7,[],
400787303,2015,1,regular,Buffalo,Mid-American,51,Albany,,14,[],
400787304,2015,1,regular,Miami (OH),Mid-American,26,Presbyterian College,,7,[],
400787412,2015,1,regular,Appalachian State,Sun Belt,49,Howard,,0,[],
400763406,2015,1,regular,Texas Tech,Big 12,59,Sam Houston State,,45,[],
400763495,2015,1,regular,Nebraska,Big Ten,28,BYU,FBS Independents,33,"[{'provider': 'consensus', 'spread': '-7.5', 'formattedSpread': 'Nebraska -7.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-4.5', 'formattedSpread': 'Nebraska -4.5', 'spreadOpen': None, 'overUnder': '57.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-5', 'formattedSpread': 'Nebraska -5', 'spreadOpen': None, 'overUnder': '57.5', 'overUnderOpen': None}]",
400763588,2015,1,regular,Eastern Michigan,Mid-American,34,Old Dominion,Conference USA,38,"[{'provider': 'consensus', 'spread': '-7', 'formattedSpread': 'Eastern Michigan -7', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '6.5', 'formattedSpread': 'Old Dominion -6.5', 'spreadOpen': None, 'overUnder': '59', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '6.5', 'formattedSpread': 'Old Dominion -6.5', 'spreadOpen': None, 'overUnder': '59.5', 'overUnderOpen': None}]",
400763497,2015,1,regular,Temple,American Athletic,27,Penn State,Big Ten,10,"[{'provider': 'consensus', 'spread': '14', 'formattedSpread': 'Penn State -14', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '6', 'formattedSpread': 'Penn State -6', 'spreadOpen': None, 'overUnder': '43', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '6', 'formattedSpread': 'Penn State -6', 'spreadOpen': None, 'overUnder': '43', 'overUnderOpen': None}]",
400763592,2015,1,regular,Tulsa,American Athletic,47,Florida Atlantic,Conference USA,44,"[{'provider': 'consensus', 'spread': '-21', 'formattedSpread': 'Tulsa -21', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-4', 'formattedSpread': 'Tulsa -4', 'spreadOpen': None, 'overUnder': '67', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-4', 'formattedSpread': 'Tulsa -4', 'spreadOpen': None, 'overUnder': '67.5', 'overUnderOpen': None}]",
400763472,2015,1,regular,Indiana,Big Ten,48,Southern Illinois,,47,[],
400787112,2015,1,regular,Colorado State,Mountain West,65,Savannah State,,13,[],
400787116,2015,1,regular,Wyoming,Mountain West,13,North Dakota,,24,[],
400763591,2015,1,regular,Rice,Conference USA,56,Wagner,,16,[],
400756890,2015,1,regular,California,Pac-12,73,Grambling,,14,"[{'provider': 'consensus', 'spread': '-43', 'formattedSpread': 'California -43', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400756900,2015,1,regular,Miami,ACC,45,Bethune-Cookman,,0,"[{'provider': 'consensus', 'spread': '-39', 'formattedSpread': 'Miami -39', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400756901,2015,1,regular,NC State,ACC,49,Troy,Sun Belt,21,"[{'provider': 'consensus', 'spread': '-23', 'formattedSpread': 'NC State -23', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-24.5', 'formattedSpread': 'NC State -24.5', 'spreadOpen': None, 'overUnder': '61.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-26', 'formattedSpread': 'NC State -26', 'spreadOpen': None, 'overUnder': '62', 'overUnderOpen': None}]",
400764857,2015,1,regular,East Carolina,American Athletic,28,Towson,,20,"[{'provider': 'consensus', 'spread': '-30.5', 'formattedSpread': 'East Carolina -30.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400787414,2015,1,regular,South Alabama,Sun Belt,33,Gardner-Webb,,23,[],
400764861,2015,1,regular,South Florida,American Athletic,51,Florida A&M,,3,[],
400764859,2015,1,regular,Memphis,American Athletic,63,Missouri State,,7,[],
400763589,2015,1,regular,Louisiana Tech,Conference USA,62,Southern,,15,[],
400763590,2015,1,regular,Middle Tennessee,Conference USA,70,Jackson State,,14,[],
400603832,2015,1,regular,Kentucky,SEC,40,Louisiana,Sun Belt,33,"[{'provider': 'numberfire', 'spread': '-16.5', 'formattedSpread': 'Kentucky -16.5', 'spreadOpen': None, 'overUnder': '58', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-17', 'formattedSpread': 'Kentucky -17', 'spreadOpen': None, 'overUnder': '58', 'overUnderOpen': None}]",
400763402,2015,1,regular,Kansas State,Big 12,34,South Dakota,,0,[],
400763407,2015,1,regular,West Virginia,Big 12,44,Georgia Southern,Sun Belt,0,"[{'provider': 'consensus', 'spread': '-38', 'formattedSpread': 'West Virginia -38', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-16', 'formattedSpread': 'West Virginia -16', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-16', 'formattedSpread': 'West Virginia -16', 'spreadOpen': None, 'overUnder': '55', 'overUnderOpen': None}]",
400603830,2015,1,regular,Florida,SEC,61,New Mexico State,Sun Belt,13,"[{'provider': 'consensus', 'spread': '-38', 'formattedSpread': 'Florida -38', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-34', 'formattedSpread': 'Florida -34', 'spreadOpen': None, 'overUnder': '54.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-34', 'formattedSpread': 'Florida -34', 'spreadOpen': None, 'overUnder': '54', 'overUnderOpen': None}]",
400787115,2015,1,regular,Northern Illinois,Mid-American,38,UNLV,Mountain West,30,"[{'provider': 'consensus', 'spread': '-16', 'formattedSpread': 'Northern Illinois -16', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-21.5', 'formattedSpread': 'Northern Illinois -21.5', 'spreadOpen': None, 'overUnder': '61.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-21.5', 'formattedSpread': 'Northern Illinois -21.5', 'spreadOpen': None, 'overUnder': '61.5', 'overUnderOpen': None}]",
400791346,2015,1,regular,San Diego State,Mountain West,37,San Diego,,3,"[{'provider': 'consensus', 'spread': '-35.5', 'formattedSpread': 'San Diego State -35.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400763400,2015,1,regular,Iowa State,Big 12,31,Northern Iowa,,7,"[{'provider': 'consensus', 'spread': '-8.5', 'formattedSpread': 'Iowa State -8.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400764858,2015,1,regular,Houston,American Athletic,52,Tennessee Tech,,24,"[{'provider': 'consensus', 'spread': '-37.5', 'formattedSpread': 'Houston -37.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400787114,2015,1,regular,New Mexico,Mountain West,66,Mississippi Valley State,,0,"[{'provider': 'consensus', 'spread': '-42', 'formattedSpread': 'New Mexico -42', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
400764856,2015,1,regular,Cincinnati,American Athletic,52,Alabama A&M,,10,[],
400603836,2015,1,regular,Southern Mississippi,Conference USA,16,Mississippi State,SEC,34,"[{'provider': 'consensus', 'spread': '13', 'formattedSpread': 'Mississippi State -13', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '20', 'formattedSpread': 'Mississippi State -20', 'spreadOpen': None, 'overUnder': '61.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '21', 'formattedSpread': 'Mississippi State -21', 'spreadOpen': None, 'overUnder': '62', 'overUnderOpen': None}]",
400763498,2015,1,regular,Marshall,Conference USA,41,Purdue,Big Ten,31,"[{'provider': 'consensus', 'spread': '2.5', 'formattedSpread': 'Purdue -2.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-7', 'formattedSpread': 'Marshall -7', 'spreadOpen': None, 'overUnder': '60.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-7', 'formattedSpread': 'Marshall -7', 'spreadOpen': None, 'overUnder': '60.5', 'overUnderOpen': None}]",
400756905,2015,1,regular,Virginia Tech,ACC,24,Ohio State,Big Ten,42,"[{'provider': 'consensus', 'spread': '14', 'formattedSpread': 'Ohio State -14', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '13.5', 'formattedSpread': 'Ohio State -13.5', 'spreadOpen': None, 'overUnder': '52.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '13.5', 'formattedSpread': 'Ohio State -13.5', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}]",
400763599,2015,2,regular,Western Kentucky,Conference USA,41,Louisiana Tech,Conference USA,38,"[{'provider': 'consensus', 'spread': '-3', 'formattedSpread': 'Western Kentucky -3', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '2.5', 'formattedSpread': 'Louisiana Tech -2.5', 'spreadOpen': None, 'overUnder': '63.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '2.5', 'formattedSpread': 'Louisiana Tech -2.5', 'spreadOpen': None, 'overUnder': '62.5', 'overUnderOpen': None}]",
400787981,2015,2,regular,Utah,Pac-12,24,Utah State,Mountain West,14,"[{'provider': 'consensus', 'spread': '-11', 'formattedSpread': 'Utah -11', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-11.5', 'formattedSpread': 'Utah -11.5', 'spreadOpen': None, 'overUnder': '44', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-11.5', 'formattedSpread': 'Utah -11.5', 'spreadOpen': None, 'overUnder': '44', 'overUnderOpen': None}]",
400756912,2015,2,regular,Florida Atlantic,Conference USA,20,Miami,ACC,44,"[{'provider': 'consensus', 'spread': '16.5', 'formattedSpread': 'Miami -16.5', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '17', 'formattedSpread': 'Miami -17', 'spreadOpen': None, 'overUnder': '56', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '17', 'formattedSpread': 'Miami -17', 'spreadOpen': None, 'overUnder': '56', 'overUnderOpen': None}]",
400763505,2015,2,regular,Ohio State,Big Ten,38,Hawai'i,Mountain West,0,"[{'provider': 'consensus', 'spread': '-38', 'formattedSpread': 'Ohio State -38', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-42.5', 'formattedSpread': 'Ohio State -42.5', 'spreadOpen': None, 'overUnder': '66', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-41', 'formattedSpread': 'Ohio State -41', 'spreadOpen': None, 'overUnder': '65', 'overUnderOpen': None}]",
400764860,2015,1,regular,Navy,American Athletic,48,Colgate,,10,[],
400763408,2015,2,regular,Baylor,Big 12,66,Lamar,,31,"[{'provider': 'consensus', 'spread': '-59', 'formattedSpread': 'Baylor -59', 'spreadOpen': None, 'overUnder': None, 'overUnderOpen': None}]",
