_id,_season,_week,_season_type,_home_team,_home_conference,_home_score,_away_team,_away_conference,_away_score,_lines,discriminator
401112139,2019,1,regular,Texas Tech,Big 12,45,Montana State,,10,"[{'provider': 'consensus', 'spread': '-28', 'formattedSpread': 'Texas Tech -28', 'spreadOpen': None, 'overUnder': '60', 'overUnderOpen': None}]",
401121937,2019,2,regular,Georgia State,Sun Belt,48,Furman,,42,"[{'provider': 'consensus', 'spread': '-6', 'formattedSpread': 'Georgia State -6', 'spreadOpen': None, 'overUnder': '61.5', 'overUnderOpen': None}]",
401112435,2019,1,regular,Boston College,ACC,35,Virginia Tech,ACC,28,"[{'provider': 'Caesars', 'spread': '4.5', 'formattedSpread': 'Virginia Tech -4.5', 'spreadOpen': None, 'overUnder': '57', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '4.5', 'formattedSpread': 'Virginia Tech -4.5', 'spreadOpen': None, 'overUnder': '57.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '4.5', 'formattedSpread': 'Virginia Tech -4.5', 'spreadOpen': None, 'overUnder': '58', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '4.5', 'formattedSpread': 'Virginia Tech -4.5', 'spreadOpen': None, 'overUnder': '56.5', 'overUnderOpen': None}]",
401121938,2019,2,regular,South Alabama,Sun Belt,37,Jackson State,,14,"[{'provider': 'consensus', 'spread': '-25', 'formattedSpread': 'South Alabama -25', 'spreadOpen': None, 'overUnder': '47', 'overUnderOpen': None}]",
401117495,2019,1,regular,New Mexico,Mountain West,39,Sam Houston State,,31,"[{'provider': 'consensus', 'spread': '-6.5', 'formattedSpread': 'New Mexico -6.5', 'spreadOpen': None, 'overUnder': '62.5', 'overUnderOpen': None}]",
401117500,2019,2,regular,Texas State,Sun Belt,14,Wyoming,Mountain West,23,"[{'provider': 'Caesars', 'spread': '7.5', 'formattedSpread': 'Wyoming -7.5', 'spreadOpen': None, 'overUnder': '47', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '7.5', 'formattedSpread': 'Wyoming -7.5', 'spreadOpen': None, 'overUnder': '47.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '7.5', 'formattedSpread': 'Wyoming -7.5', 'spreadOpen': None, 'overUnder': '48', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '7.5', 'formattedSpread': 'Wyoming -7.5', 'spreadOpen': None, 'overUnder': '48', 'overUnderOpen': None}]",
401110774,2019,2,regular,Auburn,SEC,24,Tulane,American Athletic,6,"[{'provider': 'Caesars', 'spread': '-16.5', 'formattedSpread': 'Auburn -16.5', 'spreadOpen': None, 'overUnder': '51', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '-16.5', 'formattedSpread': 'Auburn -16.5', 'spreadOpen': None, 'overUnder': '51.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-16.5', 'formattedSpread': 'Auburn -16.5', 'spreadOpen': None, 'overUnder': '51.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-15', 'formattedSpread': 'Auburn -15', 'spreadOpen': None, 'overUnder': '51.5', 'overUnderOpen': None}]",
401110777,2019,2,regular,Kentucky,SEC,38,Eastern Michigan,Mid-American,17,"[{'provider': 'Caesars', 'spread': '-15.5', 'formattedSpread': 'Kentucky -15.5', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '-15.5', 'formattedSpread': 'Kentucky -15.5', 'spreadOpen': None, 'overUnder': '52.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-16', 'formattedSpread': 'Kentucky -16', 'spreadOpen': None, 'overUnder': '52', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-15.5', 'formattedSpread': 'Kentucky -15.5', 'spreadOpen': None, 'overUnder': '51.5', 'overUnderOpen': None}]",
401110775,2019,2,regular,Florida,SEC,45,UT Martin,,0,"[{'provider': 'consensus', 'spread': '-44.5', 'formattedSpread': 'Florida -44.5', 'spreadOpen': None, 'overUnder': '59.5', 'overUnderOpen': None}]",
401119257,2019,1,regular,Northern Illinois,Mid-American,24,Illinois State,,10,"[{'provider': 'consensus', 'spread': '-6.5', 'formattedSpread': 'Northern Illinois -6.5', 'spreadOpen': None, 'overUnder': '42.5', 'overUnderOpen': None}]",
401112230,2019,2,regular,Fresno State,Mountain West,35,Minnesota,Big Ten,38,"[{'provider': 'Caesars', 'spread': '2.5', 'formattedSpread': 'Minnesota -2.5', 'spreadOpen': None, 'overUnder': '46.5', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '3', 'formattedSpread': 'Minnesota -3', 'spreadOpen': None, 'overUnder': '46', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '3', 'formattedSpread': 'Minnesota -3', 'spreadOpen': None, 'overUnder': '46', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '3', 'formattedSpread': 'Minnesota -3', 'spreadOpen': None, 'overUnder': '46', 'overUnderOpen': None}]",
401119258,2019,1,regular,Western Michigan,Mid-American,48,Monmouth,,13,"[{'provider': 'consensus', 'spread': '-24.5', 'formattedSpread': 'Western Michigan -24.5', 'spreadOpen': None, 'overUnder': '73.5', 'overUnderOpen': None}]",
401114200,2019,2,regular,Hawai'i,Mountain West,31,Oregon State,Pac-12,28,"[{'provider': 'Caesars', 'spread': '-7', 'formattedSpread': ""Hawai'i -7"", 'spreadOpen': None, 'overUnder': '78', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '-7', 'formattedSpread': ""Hawai'i -7"", 'spreadOpen': None, 'overUnder': '78', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '-6.5', 'formattedSpread': ""Hawai'i -6.5"", 'spreadOpen': None, 'overUnder': '77.5', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '-6.5', 'formattedSpread': ""Hawai'i -6.5"", 'spreadOpen': None, 'overUnder': '77', 'overUnderOpen': None}]",
401114230,2019,3,regular,Houston,American Athletic,24,Washington State,Pac-12,31,"[{'provider': 'Caesars', 'spread': '9', 'formattedSpread': 'Washington State -9', 'spreadOpen': None, 'overUnder': '74', 'overUnderOpen': None}, {'provider': 'consensus', 'spread': '9', 'formattedSpread': 'Washington State -9', 'spreadOpen': None, 'overUnder': '73.5', 'overUnderOpen': None}, {'provider': 'numberfire', 'spread': '9', 'formattedSpread': 'Washington State -9', 'spreadOpen': None, 'overUnder': '74', 'overUnderOpen': None}, {'provider': 'teamrankings', 'spread': '9', 'formattedSpread': 'Washington State -9', 'spreadOpen': None, 'overUnder': '73.5', 'overUnderOpen': None}]",
