id,season,week,season_type,neutral_site,conference_game,attendance,venue_id,Description,team_id,team_name,team_conference,team_points,team_won,team_line_score_q1,team_line_score_q2,team_line_score_q3,team_line_score_q4,team_spread,team_wins,team_loses,games_played,season_point_total,team_line_score_q1_total,team_line_score_q2_total,team_line_score_q3_total,team_line_score_q4_total,team_previous_wins,team_previous_loses,team_avg_points,team_avg_point_q1,team_avg_point_q2,team_avg_point_q3,team_avg_point_q4,team_points_allowed,team_avg_points_allowed,team_opp_wins,team_opp_loses,team_defensiveTDs,team_firstDowns,team_fumblesLost,team_fumblesRecovered,team_interceptions,team_interceptionTDs,team_interceptionYards,team_kickingPoints,team_kickReturns,team_kickReturnTDs,team_kickReturnYards,team_netPassingYards,team_passesDeflected,team_passesIntercepted,team_passingTDs,team_puntReturns,team_puntReturnTDs,team_puntReturnYards,team_qbHurries,team_rushingAttempts,team_rushingTDs,team_rushingYards,team_sacks,team_tackles,team_tacklesForLoss,team_totalFumbles,team_totalYards,team_turnovers,team_yardsPerPass,team_yardsPerRushAttempt,team_passCompletions,team_passAttempts,team_fourthDownConversions,team_fourthDownAttempts,team_possessionTimeSecTotal,team_thirdDownConversions,team_thirdDownAttempts,team_totalPenalties,team_totalPenaltyYards
401207098,2020,1,regular,False,False,,3825,away_records,2277,Houston Baptist,,31,False,10,10,7,14,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207098,2020,1,regular,False,False,,3825,home_records,249,North Texas,Conference USA,57,True,14,9,20,14,26,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207101,2020,1,regular,False,False,,3815,away_records,6,South Alabama,Sun Belt,32,True,0,0,10,9,11,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207101,2020,1,regular,False,False,,3815,home_records,2572,Southern Mississippi,Conference USA,21,False,0,10,3,8,-11,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207102,2020,8,regular,False,False,,3796,away_records,236,Chattanooga,,10,False,0,0,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207102,2020,8,regular,False,False,,3796,home_records,98,Western Kentucky,Conference USA,13,True,3,0,3,7,3,1,4,5,93,17,27,24,28,7,4,20,3,5,6,7,157,30,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207106,2020,3,regular,False,True,,3815,away_records,2348,Louisiana Tech,Conference USA,31,True,3,3,14,7,1,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207106,2020,3,regular,False,True,,3815,home_records,2572,Southern Mississippi,Conference USA,30,False,0,13,14,3,-1,0,1,1,21,0,10,3,8,7,4,,,,,,32,,0,0,0,20,0,0,0,0,23,7,2,0,61,314,1,2,0,0,0,0,1,37,2,95,0,23,2,0,409,0,9.8,2.6,22,32,1,2,1852,5,14,7,49
401207113,2020,2,regular,False,False,,3644,home_records,326,Texas State,Sun Belt,48,False,7,0,14,20,-3,0,1,1,24,0,14,7,3,3,8,,,,,,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207113,2020,2,regular,False,False,,3644,away_records,2636,UT San Antonio,Conference USA,51,True,17,17,7,10,3,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207120,2020,3,regular,False,False,,3825,home_records,249,North Texas,Conference USA,35,False,0,7,14,14,-30,1,0,1,57,14,9,20,14,4,7,,,,,,31,,0,0,0,33,0,0,1,0,0,9,0,0,0,361,2,0,4,2,0,5,4,52,4,360,1,38,5,0,721,1,10.6,6.9,21,34,3,3,1363,11,17,6,48
401207120,2020,3,regular,False,False,,3825,away_records,2567,SMU,American Athletic,65,True,13,13,21,10,30,1,0,1,31,14,14,14,3,9,2,,,,,,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207124,2020,3,regular,False,False,,3796,away_records,2335,Liberty,FBS Independents,30,True,7,7,7,6,6,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401207124,2020,3,regular,False,False,,3796,home_records,98,Western Kentucky,Conference USA,24,False,0,10,7,7,-6,0,1,1,21,0,0,7,7,7,4,,,,,,35,,0,0,0,14,2,0,0,0,0,7,3,0,34,132,5,0,1,1,0,-3,1,33,0,122,2,31,3,0,254,2,5.3,3.7,16,25,3,4,1615,3,12,3,25
